sequence	Cluster
lcl|NC_072398.2_cds_XP_016792377.2_1484	3
lcl|NC_072398.2_cds_XP_016792182.1_1496	3
lcl|NC_072398.2_cds_XP_054513971.1_1612	3
lcl|NC_072398.2_cds_XP_009439300.1_1622	3
lcl|NC_072398.2_cds_XP_016791642.1_1651	3
lcl|NC_072398.2_cds_XP_054513705.1_1666	3
lcl|NC_072398.2_cds_XP_009439078.3_1687	3
lcl|NC_072398.2_cds_XP_054513641.1_1701	2
lcl|NC_072398.2_cds_XP_514097.2_1734	3
lcl|NC_072398.2_cds_XP_054513447.1_1742	2
lcl|NC_072398.2_cds_XP_024206688.2_1756	3
lcl|NC_072398.2_cds_XP_016790956.2_1767	2
lcl|NC_072398.2_cds_XP_016790883.1_1770	3
lcl|NC_072398.2_cds_XP_001144062.1_1782	1
lcl|NC_072398.2_cds_XP_054513196.1_1794	2
lcl|NC_072398.2_cds_XP_009438743.2_1805	1
lcl|NC_072398.2_cds_XP_063650047.1_1820	2
lcl|NC_072398.2_cds_XP_009438564.2_1844	2
lcl|NC_072398.2_cds_XP_003949708.2_1850	3
lcl|NC_072398.2_cds_NP_001008994.1_1853	1
lcl|NC_072398.2_cds_XP_001136531.3_1890	1
lcl|NC_072398.2_cds_XP_009438368.1_1894	2
lcl|NC_072398.2_cds_XP_009438005.3_1966	3
lcl|NC_072398.2_cds_XP_054512684.1_1975	2
lcl|NC_072398.2_cds_XP_514061.5_1977	3
lcl|NC_072398.2_cds_XP_016789603.2_2012	1
lcl|NC_072398.2_cds_XP_001164202.2_2033	3
lcl|NC_072398.2_cds_XP_016789525.1_2035	1
lcl|NC_072398.2_cds_XP_063666550.1_2086	2
lcl|NC_072398.2_cds_XP_009437685.3_2110	3
lcl|NC_072398.2_cds_XP_001162648.2_2112	3
lcl|NC_072398.2_cds_XP_024206246.1_2116	3
lcl|NC_072398.2_cds_XP_054512492.1_2149	2
lcl|NC_072398.2_cds_XP_063651057.1_2181	3
lcl|NC_072398.2_cds_XP_009437550.4_2203	2
lcl|NC_072398.2_cds_XP_009437474.1_2227	3
lcl|NC_072398.2_cds_XP_514031.3_2257	3
lcl|NC_072398.2_cds_XP_001157492.2_2264	1
lcl|NC_072398.2_cds_XP_009437332.1_2269	3
lcl|NC_072398.2_cds_XP_009437173.2_2315	3
lcl|NC_072398.2_cds_XP_063651202.1_2319	3
lcl|NC_072398.2_cds_XP_514021.3_2328	2
lcl|NC_072398.2_cds_XP_009437092.3_2329	3
lcl|NC_072398.2_cds_XP_524977.3_2354	2
lcl|NC_072398.2_cds_XP_016788475.2_2361	3
lcl|NC_072398.2_cds_XP_063667089.1_2367	3
lcl|NC_072398.2_cds_XP_054529430.1_2408	3
lcl|NC_072398.2_cds_XP_054529272.1_2460	2
lcl|NC_072398.2_cds_XP_514000.3_2502	3
lcl|NC_072398.2_cds_XP_016788115.2_2517	2
lcl|NC_072398.2_cds_XP_016787867.3_2548	3
lcl|NC_072398.2_cds_XP_016787821.3_2576	1
lcl|NC_072398.2_cds_XP_063651533.1_2622	3
lcl|NC_072398.2_cds_XP_016787540.3_2639	2
lcl|NC_072398.2_cds_XP_001174811.1_2686	3
lcl|NC_072398.2_cds_XP_003308640.2_2704	2
lcl|NC_072398.2_cds_XP_513970.5_2747	2
lcl|NC_072398.2_cds_XP_016786744.1_2813	3
lcl|NC_072398.2_cds_XP_016786405.1_2935	3
lcl|NC_072398.2_cds_XP_016786131.3_2988	3
lcl|NC_072398.2_cds_XP_001171563.1_3050	3
lcl|NC_072398.2_cds_XP_016785786.1_3081	3
lcl|NC_072398.2_cds_XP_016785778.1_3083	3
lcl|NC_072398.2_cds_XP_016785682.1_3096	3
lcl|NC_072398.2_cds_XP_009433401.4_3166	3
lcl|NC_072398.2_cds_XP_009433125.3_3220	2
lcl|NC_072398.2_cds_XP_009432991.1_3240	3
lcl|NC_072398.2_cds_XP_016784987.1_3260	3
lcl|NC_072398.2_cds_XP_003949659.2_3280	3
lcl|NC_072398.2_cds_XP_003308562.5_3316	2
lcl|NC_072398.2_cds_XP_009432761.3_3317	3
lcl|NC_072398.2_cds_XP_016784678.3_3323	3
lcl|NC_072398.2_cds_XP_009432669.1_3352	3
lcl|NC_072398.2_cds_XP_016803518.1_3420	3
lcl|NC_072398.2_cds_XP_009432206.4_3477	3
lcl|NC_072398.2_cds_XP_054528096.1_3534	3
lcl|NC_072398.2_cds_XP_063668661.1_3547	3
lcl|NC_072398.2_cds_XP_054527785.1_3598	3
lcl|NC_072398.2_cds_XP_003308454.1_3656	3
lcl|NC_072398.2_cds_XP_016783728.1_3663	2
lcl|NC_072398.2_cds_XP_009431096.2_3731	2
lcl|NC_072398.2_cds_XP_003949623.1_3764	3
lcl|NC_072398.2_cds_XP_016783342.1_3812	3
lcl|NC_072398.2_cds_XP_513837.5_3847	3
lcl|NC_072398.2_cds_XP_009430673.2_3882	3
lcl|NC_072398.2_cds_XP_009430631.1_3908	3
lcl|NC_072398.2_cds_XP_016783033.1_3913	1
lcl|NC_072398.2_cds_XP_024204293.2_3995	2
lcl|NC_072398.2_cds_XP_024204292.2_3998	1
lcl|NC_072398.2_cds_XP_514428.5_3999	2
lcl|NC_072398.2_cds_XP_513800.3_4065	3
lcl|NC_072398.2_cds_XP_054526947.1_4067	3
lcl|NC_072398.2_cds_XP_016782408.1_4091	3
lcl|NC_072398.2_cds_XP_054526863.1_4116	3
lcl|NC_072398.2_cds_XP_063669780.1_4152	3
lcl|NC_072398.2_cds_XP_054526702.1_4238	3
lcl|NC_072398.2_cds_XP_054526641.2_4248	3
lcl|NC_072398.2_cds_XP_009428981.2_4298	3
lcl|NC_072398.2_cds_XP_016781905.1_4312	3
lcl|NC_072398.2_cds_XP_016781667.1_4369	3
lcl|NC_072398.2_cds_XP_514418.4_4494	3
lcl|NC_072398.2_cds_XP_016796612.3_4495	3
lcl|NC_072398.2_cds_XP_001158033.4_4561	3
lcl|NC_072398.2_cds_XP_016779850.1_4568	3
lcl|NC_072398.2_cds_XP_024203535.1_4649	3
lcl|NC_072398.2_cds_XP_024203620.2_4701	3
lcl|NC_072398.2_cds_XP_016780735.2_4773	3
lcl|NC_072398.2_cds_XP_513668.3_4790	1
lcl|NC_072398.2_cds_XP_009426979.3_4794	3
lcl|NC_072398.2_cds_XP_003949558.1_4800	3
lcl|NC_072398.2_cds_XP_054541994.1_4815	2
lcl|NC_072398.2_cds_XP_016780478.1_4852	3
lcl|NC_072398.2_cds_XP_001147491.3_4864	3
lcl|NC_072398.2_cds_XP_009426693.2_4868	1
lcl|NC_072398.2_cds_XP_016780407.4_4869	2
lcl|NC_072398.2_cds_XP_009426670.1_4871	3
lcl|NC_072398.2_cds_XP_524820.3_4895	3
lcl|NC_072398.2_cds_XP_009426606.3_4901	3
lcl|NC_072398.2_cds_XP_054524929.1_4937	3
lcl|NC_072398.2_cds_XP_063645664.1_4951	2
lcl|NC_072398.2_cds_XP_054532493.1_4955	1
lcl|NC_072398.2_cds_XP_016781044.1_4970	3
lcl|NC_072398.2_cds_XP_063654635.1_5098	3
lcl|NC_072398.2_cds_XP_524802.4_5110	1
lcl|NC_072398.2_cds_XP_054524605.2_5136	2
lcl|NC_072398.2_cds_XP_009425663.2_5142	3
lcl|NC_072398.2_cds_XP_063672134.1_5205	3
lcl|NC_072398.2_cds_XP_016812837.1_5209	2
lcl|NC_072398.2_cds_XP_513613.4_5221	3
lcl|NC_072398.2_cds_XP_016779186.3_5260	2
lcl|NC_072398.2_cds_XP_016779088.2_5285	1
lcl|NC_072398.2_cds_XP_001139974.1_5339	3
lcl|NC_072398.2_cds_XP_016778630.1_5440	1
lcl|NC_072398.2_cds_XP_513583.3_5463	3
lcl|NC_072398.2_cds_XP_009423965.2_5516	2
lcl|NC_072398.2_cds_XP_054523991.1_5521	2
lcl|NC_072398.2_cds_XP_063672720.1_5554	2
lcl|NC_072398.2_cds_XP_063655653.1_5588	2
lcl|NC_072398.2_cds_XP_009423597.2_5629	1
lcl|NC_072398.2_cds_XP_016781385.1_5645	1
lcl|NC_072398.2_cds_XP_513555.4_5658	2
lcl|NC_072398.2_cds_XP_524618.5_5677	1
lcl|NC_072398.2_cds_XP_016777753.1_5687	1
lcl|NC_072398.2_cds_XP_001150794.2_5707	2
lcl|NC_072398.2_cds_XP_001145367.1_5761	1
lcl|NC_072398.2_cds_XP_016777347.3_5788	2
lcl|NC_072398.2_cds_XP_009422890.4_5789	2
lcl|NC_072398.2_cds_XP_001143172.3_5790	2
lcl|NC_072398.2_cds_XP_016777264.1_5822	2
lcl|NC_072398.2_cds_XP_016777200.1_5842	1
lcl|NC_072398.2_cds_XP_009422685.4_5847	2
lcl|NC_072398.2_cds_XP_513518.2_5925	3
lcl|NC_072398.2_cds_XP_024203597.1_5947	2
lcl|NC_072398.2_cds_XP_003308213.1_6030	1
lcl|NC_072398.2_cds_XP_016776522.1_6044	3
lcl|NC_072398.2_cds_XP_054540395.1_6070	1
lcl|NC_072398.2_cds_XP_513496.3_6103	2
lcl|NC_072398.2_cds_NP_001191726.2_6105	3
lcl|NC_072398.2_cds_XP_009421797.1_6112	2
lcl|NC_072398.2_cds_XP_063656501.1_6154	2
lcl|NC_072398.2_cds_XP_001163965.1_6195	2
lcl|NC_072398.2_cds_XP_003308226.1_6258	1
lcl|NC_072398.2_cds_XP_063656888.1_6295	1
lcl|NC_072398.2_cds_XP_016775598.1_6308	1
lcl|NC_072398.2_cds_XP_001161657.1_6321	1
lcl|NC_072398.2_cds_XP_016775408.1_6331	2
lcl|NC_072398.2_cds_XP_003308221.3_6341	2
lcl|NC_072398.2_cds_XP_016775314.1_6352	2
lcl|NC_072398.2_cds_XP_009457446.2_6387	1
lcl|NC_072398.2_cds_XP_003949478.3_6410	2
lcl|NC_072398.2_cds_XP_016775181.3_6416	2
lcl|NC_072398.2_cds_XP_016775122.3_6425	1
lcl|NC_072398.2_cds_XP_016774945.1_6499	1
lcl|NC_072398.2_cds_XP_016774697.1_6552	3
lcl|NC_072398.2_cds_XP_054539031.1_6557	3
lcl|NC_072398.2_cds_XP_016774515.2_6593	3
lcl|NC_072398.2_cds_XP_016774059.1_6706	2
lcl|NC_072398.2_cds_XP_016773863.1_6775	1
lcl|NC_072398.2_cds_XP_054523049.1_6827	3
lcl|NC_072398.2_cds_XP_016773797.1_6832	3
lcl|NC_072398.2_cds_XP_016773740.1_6840	3
lcl|NC_072398.2_cds_XP_054522816.1_6852	3
lcl|NC_072398.2_cds_XP_009455942.1_6887	3
lcl|NC_072398.2_cds_XP_054538824.1_7011	1
lcl|NC_072398.2_cds_XP_016817497.2_7157	3
lcl|NC_072398.2_cds_XP_513126.5_7284	1
lcl|NC_072398.2_cds_XP_016817054.3_7291	3
lcl|NC_072398.2_cds_XP_016816991.1_7299	3
lcl|NC_072398.2_cds_XP_016816441.1_7428	3
lcl|NC_072398.2_cds_XP_016816390.2_7453	3
lcl|NC_072398.2_cds_XP_016816286.1_7476	3
lcl|NC_072398.2_cds_XP_054522071.1_7493	3
lcl|NC_072398.2_cds_XP_001173341.1_7505	3
lcl|NC_072398.2_cds_XP_016816074.1_7518	3
lcl|NC_072398.2_cds_XP_054538020.1_7564	2
lcl|NC_072398.2_cds_XP_054521908.1_7595	2
lcl|NC_072398.2_cds_XP_524678.1_7793	1
lcl|NC_072398.2_cds_XP_063638344.1_7876	3
lcl|NC_072398.2_cds_XP_016814992.4_7897	3
lcl|NC_072398.2_cds_XP_054537252.1_7918	1
lcl|NC_072398.2_cds_XP_524666.4_7957	3
lcl|NC_072398.2_cds_XP_016814847.3_7960	2
lcl|NC_072398.2_cds_XP_016814727.1_8005	3
lcl|NC_072398.2_cds_XP_016814700.1_8025	2
lcl|NC_072398.2_cds_XP_016814612.1_8037	3
lcl|NC_072398.2_cds_XP_009451951.1_8051	3
lcl|NC_072398.2_cds_XP_016814551.1_8059	3
lcl|NC_072398.2_cds_XP_016814519.2_8062	3
lcl|NC_072398.2_cds_XP_024213594.1_8082	2
lcl|NC_072398.2_cds_XP_009451775.2_8098	3
lcl|NC_072398.2_cds_XP_054537141.1_8126	2
lcl|NC_072398.2_cds_XP_016814356.1_8142	1
lcl|NC_072398.2_cds_XP_016814346.1_8172	3
lcl|NC_072398.2_cds_XP_016814216.2_8191	2
lcl|NC_072398.2_cds_XP_009451609.3_8205	2
lcl|NC_072398.2_cds_XP_009451522.2_8209	3
lcl|NC_072398.2_cds_XP_003308002.2_8276	3
lcl|NC_072398.2_cds_XP_063659782.1_8395	2
lcl|NC_072398.2_cds_XP_016813522.1_8400	3
lcl|NC_072398.2_cds_XP_016813453.1_8416	3
lcl|NC_072398.2_cds_XP_009450701.1_8461	3
lcl|NC_072398.2_cds_XP_016813217.1_8525	3
lcl|NC_072398.2_cds_XP_063639692.1_8550	3
lcl|NC_072398.2_cds_XP_016800220.1_8691	3
lcl|NC_072398.2_cds_XP_513244.4_8714	3
lcl|NC_072398.2_cds_XP_016812442.2_8765	3
lcl|NC_072398.2_cds_XP_016812326.3_8808	3
lcl|NC_072398.2_cds_XP_009449158.2_8969	2
lcl|NC_072398.2_cds_XP_524608.5_9030	2
lcl|NC_072398.2_cds_XP_016811717.2_9078	2
lcl|NC_072398.2_cds_XP_016811595.1_9097	2
lcl|NC_072398.2_cds_XP_016811623.1_9108	1
lcl|NC_072398.2_cds_XP_063660468.1_9116	1
lcl|NC_072398.2_cds_XP_024212689.2_9129	2
lcl|NC_072398.2_cds_XP_513186.3_9130	3
lcl|NC_072398.2_cds_XP_016811445.3_9147	3
lcl|NC_072398.2_cds_XP_001163789.1_9158	1
lcl|NC_072398.2_cds_XP_054519621.1_9170	2
lcl|NC_072398.2_cds_XP_009448237.2_9228	2
lcl|NC_072398.2_cds_XP_016810908.1_9294	1
lcl|NC_072398.2_cds_XP_016810832.1_9309	2
lcl|NC_072398.2_cds_XP_001162981.2_9380	3
lcl|NC_072398.2_cds_XP_009447776.2_9383	3
lcl|NC_072398.2_cds_XP_016805789.1_9411	2
lcl|NC_072398.2_cds_XP_016810561.3_9431	3
lcl|NC_072398.2_cds_XP_016810451.1_9448	2
lcl|NC_072398.2_cds_XP_009447454.4_9471	3
lcl|NC_072398.2_cds_XP_009447334.2_9501	3
lcl|NC_072398.2_cds_XP_016810285.1_9505	3
lcl|NC_072398.2_cds_XP_016810245.1_9544	3
lcl|NC_072398.2_cds_XP_513054.3_9571	3
lcl|NC_072398.2_cds_XP_009447136.3_9572	1
lcl|NC_072398.2_cds_XP_016809992.1_9604	2
lcl|NC_072398.2_cds_XP_016791847.1_9632	1
lcl|NC_072398.2_cds_XP_063661006.1_9642	1
lcl|NC_072398.2_cds_XP_009446705.4_9765	3
lcl|NC_072398.2_cds_XP_063642242.1_9827	2
lcl|NC_072398.2_cds_XP_063642163.1_9847	2
lcl|NC_072398.2_cds_XP_016809467.3_9906	3
lcl|NC_072398.2_cds_XP_016809439.2_9910	3
lcl|NC_072398.2_cds_XP_024208157.1_9914	2
lcl|NC_072398.2_cds_XP_063642421.1_9926	1
lcl|NC_072398.2_cds_XP_016783017.1_9962	3
lcl|NC_072398.2_cds_XP_016809334.2_9968	1
lcl|NC_072398.2_cds_XP_009446201.3_9993	1
lcl|NC_072398.2_cds_XP_016809158.1_10012	1
lcl|NC_072398.2_cds_XP_001159509.2_10062	3
lcl|NC_072398.2_cds_XP_016808835.2_10125	2
lcl|NC_072398.2_cds_XP_016808777.2_10137	2
lcl|NC_072398.2_cds_XP_525169.3_10183	2
lcl|NC_072398.2_cds_XP_016808650.2_10196	1
lcl|NC_072398.2_cds_XP_016808607.1_10213	1
lcl|NC_072398.2_cds_XP_063643086.1_10236	1
lcl|NC_072398.2_cds_XP_024211743.2_10257	1
lcl|NC_072398.2_cds_XP_063661658.1_10287	2
lcl|NC_072398.2_cds_XP_024211677.1_10314	3
lcl|NC_072398.2_cds_XP_016808258.3_10326	1
lcl|NC_072398.2_cds_XP_016808232.2_10329	3
lcl|NC_072398.2_cds_XP_016808172.1_10330	2
lcl|NC_072398.2_cds_XP_063662006.1_10364	2
lcl|NC_072398.2_cds_XP_024211601.2_10428	2
lcl|NC_072398.2_cds_XP_054517731.1_10490	1
lcl|NC_072398.2_cds_XP_016807477.1_10569	1
lcl|NC_072398.2_cds_XP_054517633.1_10574	1
lcl|NC_072398.2_cds_XP_054535229.1_10577	2
lcl|NC_072398.2_cds_XP_054517556.1_10609	2
lcl|NC_072398.2_cds_XP_009452985.3_10663	1
lcl|NC_072398.2_cds_XP_009452955.3_10672	2
lcl|NC_072398.2_cds_XP_054517422.1_10689	1
lcl|NC_086015.1_cds_XP_054536320.1_10733	3
lcl|NC_086015.1_cds_XP_001136954.1_10757	2
lcl|NC_086015.1_cds_XP_516244.4_10766	2
lcl|NC_086015.1_cds_XP_009443038.2_10772	2
lcl|NC_086015.1_cds_XP_054536338.1_10806	2
lcl|NC_086015.1_cds_XP_063662657.1_10813	2
lcl|NC_086015.1_cds_XP_016795873.1_10844	2
lcl|NC_086015.1_cds_XP_024211049.2_10891	3
lcl|NC_086015.1_cds_XP_016795894.1_10958	3
lcl|NC_086015.1_cds_XP_016795903.2_10991	3
lcl|NC_086015.1_cds_XP_001149591.3_11085	1
lcl|NC_086015.1_cds_XP_054537435.1_11089	3
lcl|NC_086015.1_cds_XP_016795944.1_11136	1
lcl|NC_086015.1_cds_XP_001156033.2_11255	3
lcl|NC_086015.1_cds_XP_054537486.1_11266	1
lcl|NC_086015.1_cds_XP_003309679.4_11286	2
lcl|NC_086015.1_cds_XP_016796012.3_11294	3
lcl|NC_086015.1_cds_XP_003309685.2_11306	3
lcl|NC_086015.1_cds_XP_009443208.2_11317	3
lcl|NC_086015.1_cds_XP_016796025.1_11324	2
lcl|NC_086015.1_cds_XP_516303.5_11328	2
lcl|NC_086015.1_cds_XP_009443241.1_11439	3
lcl|NC_086015.1_cds_XP_054536366.1_11489	1
lcl|NC_086015.1_cds_XP_001162672.1_11555	2
lcl|NC_086015.1_cds_XP_516318.5_11560	2
lcl|NC_086015.1_cds_XP_009443307.2_11649	3
lcl|NC_086015.1_cds_XP_016796084.1_11693	2
lcl|NC_086015.1_cds_XP_016796103.1_11714	3
lcl|NC_086015.1_cds_XP_016796123.1_11805	1
lcl|NC_086015.1_cds_XP_009443360.2_11859	3
lcl|NC_086015.1_cds_XP_009443394.1_11878	3
lcl|NC_086015.1_cds_XP_009443396.2_11880	2
lcl|NC_086015.1_cds_XP_009443428.3_11934	2
lcl|NC_086015.1_cds_XP_009443445.1_12007	3
lcl|NC_086015.1_cds_XP_526172.3_12024	2
lcl|NC_086015.1_cds_XP_016796179.1_12031	3
lcl|NC_086015.1_cds_XP_054537646.1_12053	3
lcl|NC_086015.1_cds_XP_016796234.3_12103	2
lcl|NC_086015.1_cds_XP_009443465.1_12109	2
lcl|NC_086015.1_cds_XP_054537673.1_12110	2
lcl|NC_086015.1_cds_XP_016796237.2_12125	2
lcl|NC_086015.1_cds_XP_016796255.2_12160	3
lcl|NC_086015.1_cds_XP_054536528.1_12186	2
lcl|NC_086015.1_cds_XP_054536533.1_12232	2
lcl|NC_086015.1_cds_XP_063661693.1_12244	3
lcl|NC_086015.1_cds_XP_009443557.3_12295	1
lcl|NC_086015.1_cds_XP_526186.2_12391	1
lcl|NC_086015.1_cds_XP_063662800.1_12403	2
lcl|NC_086015.1_cds_XP_016796356.3_12426	2
lcl|NC_086015.1_cds_XP_516403.5_12448	2
lcl|NC_086015.1_cds_XP_009443615.1_12490	2
lcl|NC_086015.1_cds_XP_003309815.3_12511	2
lcl|NC_086015.1_cds_XP_016796391.1_12534	3
lcl|NC_086015.1_cds_XP_003309822.2_12567	3
lcl|NC_086015.1_cds_XP_063661725.1_12580	3
lcl|NC_086015.1_cds_XP_016796431.1_12615	3
lcl|NC_086015.1_cds_XP_054537724.1_12623	2
lcl|NC_086015.1_cds_XP_001154676.1_12648	3
lcl|NC_086015.1_cds_XP_063661782.1_12677	3
lcl|NC_086015.1_cds_XP_063661759.1_12728	2
lcl|NC_086015.1_cds_XP_016796518.1_12760	3
lcl|NC_086015.1_cds_XP_054537797.1_12799	3
lcl|NC_086015.1_cds_XP_016796528.2_12810	3
lcl|NC_086015.1_cds_XP_016796562.1_12852	3
lcl|NC_086015.1_cds_XP_009443751.3_12913	3
lcl|NC_086015.1_cds_XP_016796574.3_12936	3
lcl|NC_086015.1_cds_XP_001163445.1_12953	3
lcl|NC_086015.1_cds_XP_016796586.1_12974	3
lcl|NC_086015.1_cds_XP_016796587.2_12985	3
lcl|NC_086015.1_cds_XP_063661854.1_12988	3
lcl|NC_086015.1_cds_XP_016796590.2_13005	3
lcl|NC_086015.1_cds_XP_063661866.1_13019	3
lcl|NC_086015.1_cds_XP_016796602.2_13023	3
lcl|NC_086015.1_cds_XP_063661869.1_13034	3
lcl|NC_086015.1_cds_XP_016796617.1_13038	3
lcl|NC_086015.1_cds_XP_016796642.1_13121	1
lcl|NC_086015.1_cds_XP_016796664.1_13161	3
lcl|NC_086015.1_cds_XP_516489.2_13174	1
lcl|NC_086015.1_cds_XP_016796670.3_13175	3
lcl|NC_086015.1_cds_XP_001169759.1_13186	3
lcl|NC_086015.1_cds_XP_016796684.1_13202	3
lcl|NC_086015.1_cds_XP_024210979.2_13279	1
lcl|NC_086015.1_cds_XP_054537905.1_13290	3
lcl|NC_086015.1_cds_XP_016796726.3_13312	3
lcl|NC_086015.1_cds_XP_016796734.1_13316	1
lcl|NC_086015.1_cds_XP_016796727.3_13321	3
lcl|NC_086015.1_cds_XP_009443877.3_13348	3
lcl|NC_086015.1_cds_XP_016796757.3_13401	3
lcl|NC_086015.1_cds_XP_001172464.1_13403	2
lcl|NC_086015.1_cds_XP_063662908.1_13404	2
lcl|NC_086015.1_cds_XP_054537954.1_13415	2
lcl|NC_086015.1_cds_XP_016796767.1_13421	3
lcl|NC_086015.1_cds_XP_016796776.1_13449	2
lcl|NC_086015.1_cds_XP_016796808.3_13481	1
lcl|NC_086015.1_cds_XP_016796816.1_13496	2
lcl|NC_086015.1_cds_XP_009443943.1_13500	2
lcl|NC_086015.1_cds_XP_009443940.1_13546	3
lcl|NC_086015.1_cds_XP_054537985.1_13587	3
lcl|NC_086015.1_cds_XP_009443978.1_13600	1
lcl|NC_086015.1_cds_XP_001174012.2_13650	2
lcl|NC_086015.1_cds_XP_063662028.1_13747	2
lcl|NC_086015.1_cds_XP_516564.3_13797	2
lcl|NC_086015.1_cds_XP_054538021.1_13814	1
lcl|NC_086015.1_cds_XP_016796932.2_13831	1
lcl|NC_086015.1_cds_XP_009444058.1_13852	2
lcl|NC_086015.1_cds_XP_016796947.2_13859	2
lcl|NC_086015.1_cds_XP_009444062.1_13880	1
lcl|NC_086015.1_cds_XP_016796953.3_13900	1
lcl|NC_086015.1_cds_XP_054536761.1_13934	1
lcl|NC_086015.1_cds_XP_516575.3_13948	2
lcl|NC_086015.1_cds_XP_016796980.2_14019	1
lcl|NC_086015.1_cds_XP_526232.2_14023	1
lcl|NC_086015.1_cds_XP_054536778.1_14029	2
lcl|NC_086015.1_cds_XP_063662086.1_14042	2
lcl|NC_086015.1_cds_XP_016796985.2_14064	2
lcl|NC_086015.1_cds_XP_016797001.1_14100	1
lcl|NC_086015.1_cds_XP_516601.4_14116	3
lcl|NC_086015.1_cds_XP_009444198.1_14145	2
lcl|NC_086015.1_cds_XP_526496.4_14167	2
lcl|NC_086015.1_cds_XP_009444272.1_14263	2
lcl|NC_086015.1_cds_XP_009444284.3_14354	2
lcl|NC_086015.1_cds_XP_054538079.1_14358	2
lcl|NC_086015.1_cds_XP_054538081.1_14372	3
lcl|NC_086015.1_cds_XP_516629.2_14390	3
lcl|NC_086015.1_cds_XP_003310017.2_14395	1
lcl|NC_086015.1_cds_XP_016797076.1_14449	3
lcl|NC_086015.1_cds_XP_016795507.1_14465	1
lcl|NC_086015.1_cds_XP_054536837.1_14498	3
lcl|NC_086015.1_cds_XP_003309969.1_14499	1
lcl|NC_086015.1_cds_XP_009444376.2_14503	1
lcl|NC_086015.1_cds_XP_009444381.1_14517	2
lcl|NC_086015.1_cds_XP_054536852.1_14548	3
lcl|NC_086015.1_cds_XP_016797123.1_14589	2
lcl|NC_086015.1_cds_XP_001156251.3_14610	3
lcl|NC_086015.1_cds_XP_024211372.1_14633	2
lcl|NC_086015.1_cds_XP_009444441.3_14650	3
lcl|NC_086015.1_cds_XP_009444437.3_14660	3
lcl|NC_086015.1_cds_XP_016797158.3_14671	3
lcl|NC_086015.1_cds_XP_516659.2_14725	3
lcl|NC_086015.1_cds_XP_001162142.1_14854	2
lcl|NC_086015.1_cds_XP_024211376.1_14909	1
