seqname	GC	AT	GC_skew	GC3	GC_avg_stretch	AT_avg_stretch
lcl|NC_071985.2_cds_XP_054375286.1_518	41.77	58.23	0.06269	36.62	3.55	4.29
lcl|NC_071985.2_cds_XP_054375301.1_545	62.30	37.7	0.04672	71.93	4.44	3.49
lcl|NC_071985.2_cds_XP_024101750.1_547	51.23	48.77	0.08846	64.43	3.86	3.92
lcl|NC_071985.2_cds_XP_063572506.1_589	51.45	48.55	-0.10015	40.31	3.72	3.78
lcl|NC_071985.2_cds_XP_054375508.1_607	37.21	62.79	0.03628	33.48	3.36	4.57
lcl|NC_071985.2_cds_XP_054375767.1_646	45.36	54.64	0.09061	39.37	3.63	4.04
lcl|NC_071985.2_cds_XP_009235622.1_653	48.28	51.72	0.02190	44.32	3.69	4.12
lcl|NC_071985.2_cds_XP_024111630.2_665	43.27	56.73	-0.09776	48.89	3.44	4.11
lcl|NC_071985.2_cds_XP_063581120.1_667	47.28	52.72	-0.04208	51.62	3.65	4.13
lcl|NC_071985.2_cds_XP_024089675.2_683	43.70	56.3	0.08014	37.47	3.61	4.31
lcl|NC_071985.2_cds_XP_002809484.2_710	43.74	56.26	0.06506	39.31	3.52	4.30
lcl|NC_071985.2_cds_XP_054376195.1_719	42.13	57.87	0.10984	36.58	3.42	4.18
lcl|NC_071985.2_cds_XP_024095075.2_753	45.87	54.13	-0.02570	42.80	3.53	4.07
lcl|NC_071985.2_cds_XP_024106386.2_761	40.93	59.07	0.15272	40.82	3.53	4.25
lcl|NC_071985.2_cds_XP_054376447.1_764	54.32	45.68	-0.00930	67.59	3.96	3.88
lcl|NC_071985.2_cds_XP_054376521.1_788	42.88	57.12	0.09222	35.68	3.77	4.16
lcl|NC_071985.2_cds_XP_002809534.4_832	43.27	56.73	-0.00480	40.29	3.39	3.94
lcl|NC_071985.2_cds_XP_024095131.1_871	52.49	47.51	0.06607	65.15	3.99	3.81
lcl|NC_071985.2_cds_XP_054377233.1_892	38.73	61.27	0.08850	31.56	3.42	4.48
lcl|NC_071985.2_cds_XP_054377313.1_909	60.50	39.5	0.03617	69.65	4.09	3.52
lcl|NC_071985.2_cds_XP_009236620.2_912	57.64	42.36	-0.06025	76.07	4.11	3.60
lcl|NC_071985.2_cds_XP_054377533.1_931	49.23	50.77	-0.01423	46.72	3.87	3.96
lcl|NC_071985.2_cds_XP_009236657.1_943	47.09	52.91	-0.00518	41.26	3.79	3.88
lcl|NC_071985.2_cds_XP_024094561.1_1016	53.30	46.7	-0.03734	66.79	3.95	3.75
lcl|NC_071985.2_cds_XP_009236923.2_1038	55.29	44.71	-0.10026	71.71	3.78	3.65
lcl|NC_071985.2_cds_XP_024087753.1_1092	52.83	47.17	0.05292	61.18	4.06	3.74
lcl|NC_071985.2_cds_NP_001124990.1_1103	60.33	39.67	-0.04777	73.10	4.11	3.39
lcl|NC_071985.2_cds_XP_054378285.1_1112	57.82	42.18	-0.04891	70.69	4.14	3.62
lcl|NC_071985.2_cds_XP_009237182.1_1136	56.96	43.04	-0.05798	72.17	4.05	3.58
lcl|NC_071985.2_cds_XP_054378394.1_1143	60.50	39.5	-0.08337	71.51	4.22	3.71
lcl|NC_071985.2_cds_XP_054378596.1_1195	41.77	58.23	0.05537	37.55	3.44	4.18
lcl|NC_071985.2_cds_XP_054378646.1_1201	50.67	49.33	0.02860	60.14	3.67	3.66
lcl|NC_071985.2_cds_XP_054378745.1_1227	60.93	39.07	0.06884	76.16	4.26	3.40
lcl|NC_071985.2_cds_XP_024102460.1_1256	47.92	52.08	0.06258	47.70	3.76	3.96
lcl|NC_071985.2_cds_XP_024102859.1_1269	51.09	48.91	0.05625	50.19	3.92	3.83
lcl|NC_071985.2_cds_XP_054379106.1_1287	60.54	39.46	-0.08861	73.56	4.07	3.49
lcl|NC_071985.2_cds_XP_024087525.1_1304	50.96	49.04	0.00565	55.76	3.88	3.89
lcl|NC_071985.2_cds_XP_054379216.1_1317	58.05	41.95	-0.07835	66.79	4.15	3.57
lcl|NC_071985.2_cds_XP_054404242.2_1348	60.37	39.63	0.03303	73.82	3.96	3.52
lcl|NC_071985.2_cds_XP_054379452.1_1363	56.02	43.98	-0.04251	77.12	3.90	3.46
lcl|NC_071985.2_cds_XP_054379460.1_1366	59.19	40.81	0.02038	77.93	4.25	3.50
lcl|NC_071985.2_cds_XP_063582054.1_1386	41.47	58.53	0.01957	34.08	3.52	4.22
lcl|NC_071985.2_cds_XP_024093530.2_1396	38.10	61.9	0.10451	29.96	3.35	4.31
lcl|NC_071985.2_cds_XP_002809695.3_1406	47.19	52.81	-0.00315	46.82	4.28	4.00
lcl|NC_071985.2_cds_XP_024112225.1_1421	41.14	58.86	-0.02914	37.18	3.54	4.51
lcl|NC_071985.2_cds_XP_054379793.1_1444	45.29	54.71	0.00152	45.52	3.42	4.17
lcl|NC_071985.2_cds_XP_024094412.1_1448	37.40	62.6	0.05779	27.91	3.33	4.54
lcl|NC_071985.2_cds_XP_024109889.2_1449	36.76	63.24	0.04727	30.96	3.50	4.57
lcl|NC_071985.2_cds_XP_002809715.2_1468	39.45	60.55	0.10425	28.08	3.45	4.38
lcl|NC_071985.2_cds_XP_054379872.1_1469	40.75	59.25	0.02134	38.35	3.52	4.32
lcl|NC_071985.2_cds_XP_024101619.2_1536	42.62	57.38	0.10321	32.79	3.75	4.05
lcl|NC_071985.2_cds_XP_054404330.1_1537	50.18	49.82	-0.33367	42.16	3.59	3.87
lcl|NC_071985.2_cds_XP_002809737.3_1540	45.23	54.77	0.03177	38.44	3.54	4.08
lcl|NC_071985.2_cds_XP_009238348.2_1545	37.06	62.94	0.04102	33.98	3.36	4.39
lcl|NC_071985.2_cds_XP_002809741.2_1565	51.31	48.69	0.08531	56.08	3.74	3.85
lcl|NC_071985.2_cds_XP_054380211.1_1569	42.40	57.6	0.10853	37.30	3.74	4.30
lcl|NC_071985.2_cds_XP_063582276.1_1601	49.39	50.61	-0.09072	48.92	3.70	3.90
lcl|NC_071985.2_cds_XP_063582315.1_1614	52.85	47.15	0.07977	55.61	3.80	3.58
lcl|NC_071985.2_cds_XP_009238479.3_1616	51.25	48.75	0.07276	53.76	3.96	3.66
lcl|NC_071985.2_cds_XP_002809755.1_1619	44.57	55.43	0.09776	38.11	3.60	4.08
lcl|NC_071985.2_cds_XP_054380497.1_1647	44.62	55.38	-0.02282	55.71	3.45	4.07
lcl|NC_071985.2_cds_XP_054380586.1_1657	54.58	45.42	-0.01466	69.23	3.98	3.86
lcl|NC_071985.2_cds_XP_024095402.2_1670	64.81	35.19	-0.00759	70.74	4.44	3.40
lcl|NC_071985.2_cds_XP_063572879.1_1693	42.78	57.22	0.04358	34.91	3.61	4.09
lcl|NC_071985.2_cds_XP_054406513.1_1723	43.18	56.82	0.05365	40.64	3.47	4.10
lcl|NC_071985.2_cds_XP_054406561.1_1733	39.79	60.21	0.09558	39.50	3.55	4.34
lcl|NC_071985.2_cds_XP_002809798.3_1747	51.00	49	0.00436	50.17	3.65	3.85
lcl|NC_071985.2_cds_XP_024107616.1_1775	49.74	50.26	-0.00312	53.88	3.70	3.92
lcl|NC_071985.2_cds_XP_054380758.1_1785	55.11	44.89	0.00000	56.64	3.76	3.85
lcl|NC_071985.2_cds_XP_054380787.1_1789	56.08	43.92	-0.01916	68.23	4.05	3.56
lcl|NC_071985.2_cds_XP_024088098.2_1792	54.06	45.94	0.00619	59.77	3.78	3.54
lcl|NC_071985.2_cds_XP_024106938.1_1803	56.12	43.88	0.00437	67.03	3.94	3.61
lcl|NC_071985.2_cds_XP_024086930.2_1811	58.97	41.03	0.07565	73.69	4.11	3.62
lcl|NC_071985.2_cds_XP_024101222.1_1821	43.50	56.5	0.13328	43.35	3.35	4.03
lcl|NC_071985.2_cds_XP_024088000.1_1852	48.28	51.72	-0.04988	40.18	3.51	3.87
lcl|NC_071985.2_cds_XP_024095720.2_1896	35.04	64.96	0.07363	33.39	3.42	4.82
lcl|NC_071985.2_cds_XP_003775543.1_1908	39.07	60.93	0.04419	29.56	3.48	4.46
lcl|NC_071985.2_cds_XP_024104981.2_1919	48.08	51.92	-0.01833	50.80	3.83	3.86
lcl|NC_071985.2_cds_XP_024101433.2_1950	46.75	53.25	-0.06614	33.06	3.53	4.02
lcl|NC_071985.2_cds_XP_024088137.3_1968	40.41	59.59	0.00861	44.55	3.44	4.35
lcl|NC_071985.2_cds_XP_009239346.2_1996	42.62	57.38	-0.02230	40.02	3.45	4.21
lcl|NC_071985.2_cds_XP_024095203.2_2008	45.07	54.93	-0.09923	45.52	3.50	4.04
lcl|NC_071985.2_cds_XP_024112599.2_2058	44.14	55.86	0.03221	33.80	3.41	4.25
lcl|NC_071985.2_cds_XP_024109455.2_2067	43.91	56.09	0.01225	53.13	3.49	4.22
lcl|NC_071985.2_cds_NP_001126090.2_2083	57.53	42.47	0.11996	71.65	3.88	3.58
lcl|NC_071985.2_cds_XP_024103725.1_2136	50.19	49.81	-0.00078	58.18	3.64	3.68
lcl|NC_071985.2_cds_XP_024102685.2_2204	62.65	37.35	-0.03015	67.77	4.23	3.36
lcl|NC_071985.2_cds_XP_002809949.3_2236	58.13	41.87	0.11875	58.40	3.95	3.45
lcl|NC_071985.2_cds_XP_054389706.1_2276	48.95	51.05	0.03091	52.43	3.69	3.75
lcl|NC_071985.2_cds_XP_024102171.1_2295	51.88	48.12	-0.00561	64.37	3.69	3.96
lcl|NC_071985.2_cds_NP_001125304.1_2298	56.81	43.19	0.00920	73.07	3.96	3.27
lcl|NC_071985.2_cds_XP_054383069.1_2307	63.22	36.78	-0.06644	68.66	4.35	3.38
lcl|NC_071985.2_cds_XP_024110798.2_2368	48.57	51.43	0.12365	53.53	3.63	3.79
lcl|NC_071985.2_cds_XP_054404609.1_2397	53.51	46.49	-0.08400	55.02	3.95	3.79
lcl|NC_071985.2_cds_XP_054406900.1_2403	56.94	43.06	-0.04335	63.16	3.97	3.73
lcl|NC_071985.2_cds_XP_002810048.3_2428	62.88	37.12	-0.08887	68.88	4.16	3.38
lcl|NC_071985.2_cds_XP_002810049.3_2433	60.94	39.06	-0.04509	74.50	4.08	3.44
lcl|NC_071985.2_cds_XP_002810064.3_2455	59.09	40.91	0.17582	61.42	4.27	3.68
lcl|NC_071985.2_cds_XP_024103722.2_2456	61.95	38.05	0.02183	67.11	4.22	3.38
lcl|NC_071985.2_cds_XP_024088043.2_2466	56.54	43.46	0.00829	68.83	3.81	3.66
lcl|NC_071985.2_cds_XP_002810073.1_2499	55.46	44.54	-0.02482	64.80	3.81	3.58
lcl|NC_071985.2_cds_XP_054407397.1_2534	58.68	41.32	0.00616	68.61	4.24	3.49
lcl|NC_071985.2_cds_XP_054407513.1_2565	50.29	49.71	0.03322	50.11	3.73	3.73
lcl|NC_071985.2_cds_XP_054401492.1_2623	44.04	55.96	-0.00663	39.93	3.53	4.07
lcl|NC_071985.2_cds_XP_024100813.2_2629	62.35	37.65	-0.05269	67.88	4.47	3.79
lcl|NC_071985.2_cds_XP_054407658.1_2669	55.96	44.04	0.02101	60.15	3.87	3.44
lcl|NC_071985.2_cds_XP_054407980.1_2696	63.53	36.47	-0.01444	74.43	4.38	3.35
lcl|NC_071985.2_cds_XP_054408103.1_2734	61.69	38.31	-0.04621	66.59	4.10	3.69
lcl|NC_071985.2_cds_XP_054408455.1_2804	51.55	48.45	-0.01120	55.98	3.77	3.84
lcl|NC_071985.2_cds_XP_054408590.1_2832	54.57	45.43	-0.01969	73.31	3.96	3.50
lcl|NC_071985.2_cds_XP_024088723.1_2879	52.90	47.1	-0.09204	51.88	3.96	3.65
lcl|NC_071985.2_cds_XP_063573552.1_2910	44.98	55.02	0.01922	44.04	3.59	4.11
lcl|NC_071985.2_cds_XP_054408862.1_2931	61.96	38.04	-0.07107	67.11	4.31	3.40
lcl|NC_071985.2_cds_XP_009242097.1_2958	53.00	47	-0.00170	62.88	3.77	3.74
lcl|NC_071985.2_cds_XP_024101673.1_2960	60.48	39.52	0.03166	75.99	4.41	3.62
lcl|NC_071985.2_cds_XP_024107845.1_3066	54.87	45.13	-0.00260	47.95	3.73	3.67
lcl|NC_071985.2_cds_XP_024095044.1_3069	59.39	40.61	0.26680	71.48	4.47	4.03
lcl|NC_071985.2_cds_XP_024099183.1_3070	47.88	52.12	0.06000	39.67	3.49	3.82
lcl|NC_071985.2_cds_XP_054384120.1_3121	58.86	41.14	0.17310	68.44	4.16	3.43
lcl|NC_071985.2_cds_XP_024092306.1_3124	51.41	48.59	-0.06722	51.69	3.65	3.75
lcl|NC_071985.2_cds_XP_054384226.1_3143	54.31	45.69	-0.01949	65.53	3.92	3.53
lcl|NC_071985.2_cds_XP_009242767.1_3152	60.70	39.3	-0.04187	64.37	4.15	3.56
lcl|NC_071985.2_cds_XP_063573664.1_3180	64.53	35.47	-0.08458	70.47	5.00	3.53
lcl|NC_071985.2_cds_XP_024102253.1_3241	50.52	49.48	0.02776	52.33	3.78	3.69
lcl|NC_071985.2_cds_XP_063573844.1_3275	64.32	35.68	-0.09030	67.01	4.47	3.40
lcl|NC_071985.2_cds_XP_024105341.1_3299	50.87	49.13	-0.14119	47.95	3.78	3.88
lcl|NC_071985.2_cds_XP_054384317.1_3335	55.41	44.59	0.09622	58.89	3.79	3.56
lcl|NC_071985.2_cds_XP_054409465.1_3400	56.11	43.89	-0.11556	53.40	4.03	3.80
lcl|NC_071985.2_cds_XP_054409492.1_3408	47.64	52.36	0.11635	48.91	3.75	4.17
lcl|NC_071985.2_cds_XP_002810364.2_3440	54.99	45.01	0.02543	56.08	3.97	3.56
lcl|NC_071985.2_cds_XP_009243406.3_3442	59.72	40.28	0.12989	63.36	4.20	3.51
lcl|NC_071985.2_cds_XP_063571399.1_3464	52.03	47.97	0.03260	56.45	3.73	3.64
lcl|NC_071985.2_cds_XP_009243797.4_3496	54.73	45.27	0.01332	56.41	3.91	3.60
lcl|NC_071985.2_cds_XP_024104725.2_3521	42.06	57.94	0.02922	39.34	3.41	4.24
lcl|NC_071985.2_cds_XP_024104744.2_3528	45.20	54.8	0.11526	44.35	3.61	3.87
lcl|NC_071985.2_cds_XP_024090231.2_3548	47.89	52.11	0.00892	47.26	3.65	3.69
lcl|NC_071985.2_cds_XP_054384971.1_3550	49.79	50.21	0.02260	56.03	3.58	3.83
lcl|NC_071985.2_cds_XP_024103305.2_3552	57.01	42.99	0.05515	69.09	4.15	3.84
lcl|NC_071985.2_cds_XP_024112912.2_3554	59.06	40.94	0.01748	76.37	3.99	3.47
lcl|NC_071985.2_cds_XP_063578514.1_3567	49.52	50.48	0.04287	54.94	3.81	3.71
lcl|NC_071985.2_cds_XP_054385148.1_3590	33.78	66.22	0.16364	28.56	3.41	4.53
lcl|NC_071985.2_cds_XP_054409834.1_3597	42.37	57.63	0.02200	40.22	3.44	4.14
lcl|NC_071985.2_cds_XP_054409853.1_3602	48.73	51.27	0.02138	44.18	4.44	3.98
lcl|NC_071985.2_cds_XP_054409888.1_3614	50.68	49.32	-0.12160	49.61	3.78	3.99
lcl|NC_071985.2_cds_XP_024087709.2_3636	45.93	54.07	0.06170	40.89	3.93	4.13
lcl|NC_071985.2_cds_XP_024090539.2_3641	45.00	55	-0.01042	44.75	3.78	4.12
lcl|NC_071985.2_cds_XP_024103547.2_3664	57.24	42.76	-0.02784	69.82	4.14	3.52
lcl|NC_071985.2_cds_XP_024105682.1_3699	45.84	54.16	0.03107	43.53	4.13	4.16
lcl|NC_071985.2_cds_XP_009244855.2_3769	56.31	43.69	0.05085	53.07	4.30	3.66
lcl|NC_071985.2_cds_XP_002810520.3_3781	55.20	44.8	0.01876	69.51	4.27	3.57
lcl|NC_071985.2_cds_XP_009244935.2_3805	60.68	39.32	-0.01498	79.89	4.28	3.59
lcl|NC_071985.2_cds_XP_024106148.2_3833	52.04	47.96	0.05564	56.00	4.72	4.05
lcl|NC_071985.2_cds_XP_054386048.1_3850	61.34	38.66	-0.04826	72.64	4.32	3.39
lcl|NC_071985.2_cds_XP_054386137.1_3856	53.32	46.68	-0.07028	64.00	3.75	3.64
lcl|NC_071985.2_cds_XP_063574283.1_3867	42.89	57.11	0.07780	33.79	3.63	4.13
lcl|NC_071985.2_cds_XP_024101245.2_3886	43.17	56.83	-0.04797	39.55	3.46	4.32
lcl|NC_071985.2_cds_XP_054386475.1_3915	42.28	57.72	0.09655	42.13	3.55	4.36
lcl|NC_071985.2_cds_XP_054386604.1_3947	51.81	48.19	0.12770	28.37	3.88	3.97
lcl|NC_071985.2_cds_XP_024089127.2_4004	40.31	59.69	0.08954	31.64	3.42	4.32
lcl|NC_071985.2_cds_NP_001126169.1_4017	44.44	55.56	0.07018	38.11	3.57	4.09
lcl|NC_071985.2_cds_XP_009245995.2_4072	40.13	59.87	0.01504	33.31	3.31	4.39
lcl|NC_071985.2_cds_XP_024106370.2_4076	52.57	47.43	-0.03067	63.76	3.81	3.86
lcl|NC_071985.2_cds_XP_002810637.3_4079	41.90	58.1	0.10967	35.75	3.71	4.17
lcl|NC_071985.2_cds_XP_063574487.1_4080	55.43	44.57	-0.03114	66.17	3.94	3.70
lcl|NC_071985.2_cds_XP_063574523.1_4107	35.82	64.18	0.16211	29.92	3.26	4.42
lcl|NC_071985.2_cds_XP_054387035.1_4123	42.36	57.64	0.07845	39.77	3.54	4.01
lcl|NC_071985.2_cds_XP_024093028.2_4154	38.82	61.18	0.06609	30.06	3.44	4.43
lcl|NC_071985.2_cds_XP_054387209.1_4161	38.67	61.33	0.02098	33.27	3.35	4.35
lcl|NC_071985.2_cds_NP_001153258.1_4166	49.59	50.41	-0.02108	54.01	3.73	4.06
lcl|NC_071985.2_cds_XP_054387275.1_4180	35.44	64.56	0.11255	27.30	3.30	4.49
lcl|NC_071985.2_cds_XP_054387304.1_4190	38.42	61.58	0.03549	30.24	3.40	4.36
lcl|NC_071985.2_cds_XP_054387396.1_4223	42.30	57.7	-0.04771	47.26	3.38	4.22
lcl|NC_071985.2_cds_XP_024111495.2_4254	39.70	60.3	0.10315	29.24	3.57	4.40
lcl|NC_071985.2_cds_XP_003775699.3_4268	40.04	59.96	0.01821	31.84	3.53	4.36
lcl|NC_071985.2_cds_XP_002810694.3_4269	44.92	55.08	0.00892	41.20	3.60	4.07
lcl|NC_071985.2_cds_XP_024094218.2_4270	42.09	57.91	-0.01174	37.39	3.50	4.44
lcl|NC_071985.2_cds_XP_002810699.3_4314	47.74	52.26	0.13599	28.10	3.65	4.12
lcl|NC_071985.2_cds_XP_054388022.1_4327	41.10	58.9	0.00717	38.67	3.64	4.43
lcl|NC_071985.2_cds_XP_002810705.3_4328	49.33	50.67	0.06893	47.13	4.62	4.39
lcl|NC_071985.2_cds_XP_024090207.1_4388	41.10	58.9	0.05936	39.19	3.47	4.25
lcl|NC_071985.2_cds_XP_054388481.1_4415	43.22	56.78	-0.00832	41.24	3.51	4.26
lcl|NC_071985.2_cds_XP_054390706.1_4478	38.89	61.11	0.08280	30.25	3.43	4.40
lcl|NC_071985.2_cds_XP_054388873.1_4485	41.30	58.7	0.06786	31.31	3.32	4.27
lcl|NC_071985.2_cds_XP_054388962.1_4522	38.70	61.3	-0.03757	31.98	3.89	4.55
lcl|NC_071985.2_cds_XP_024111116.2_4557	48.52	51.48	0.19055	42.23	3.74	4.13
lcl|NC_071985.2_cds_NP_001191784.1_4558	43.38	56.62	0.01838	38.88	3.49	4.26
lcl|NC_071985.2_cds_XP_054388988.1_4559	41.59	58.41	-0.06246	39.29	3.49	4.46
lcl|NC_071985.2_cds_XP_024107720.2_4594	44.69	55.31	-0.01562	41.24	3.66	4.03
lcl|NC_071985.2_cds_XP_054389253.1_4623	47.89	52.11	-0.05323	49.02	3.50	4.19
lcl|NC_071985.2_cds_XP_024102140.2_4644	40.13	59.87	0.06954	31.84	3.64	4.32
lcl|NC_071985.2_cds_XP_024102829.1_4673	38.59	61.41	0.02074	36.36	3.33	4.43
lcl|NC_071985.2_cds_XP_054389526.1_4681	51.13	48.87	-0.02623	50.54	3.93	3.81
lcl|NC_071985.2_cds_XP_024101832.1_4697	47.82	52.18	0.04406	59.57	3.70	4.18
lcl|NC_071985.2_cds_XP_024089105.1_4712	49.78	50.22	-0.03466	55.92	3.97	3.91
lcl|NC_071985.2_cds_XP_024089692.1_4722	49.17	50.83	-0.09747	50.91	3.85	3.94
lcl|NC_071985.2_cds_XP_054389617.1_4742	41.53	58.47	0.01958	34.99	3.48	4.21
lcl|NC_071985.2_cds_XP_002810796.3_4755	58.30	41.7	-0.02411	65.86	3.90	3.51
lcl|NC_071985.2_cds_XP_024095347.2_4757	38.13	61.87	0.25956	34.52	3.36	4.50
lcl|NC_071985.2_cds_XP_054389725.1_4759	45.12	54.88	0.08863	38.32	3.60	4.22
lcl|NC_071985.2_cds_XP_063568297.1_4836	44.21	55.79	0.06259	42.49	3.84	4.11
lcl|NC_071985.2_cds_XP_054390254.1_4872	57.32	42.68	-0.03480	72.85	3.83	3.68
lcl|NC_071985.2_cds_XP_054390629.1_4953	58.92	41.08	-0.00815	69.96	4.25	3.57
lcl|NC_071985.2_cds_XP_054410697.1_5007	40.81	59.19	0.04842	34.42	3.48	4.44
lcl|NC_071985.2_cds_XP_024093789.1_5031	50.58	49.42	-0.03295	52.79	3.62	3.59
lcl|NC_071985.2_cds_XP_024104188.2_5033	58.95	41.05	0.03003	63.62	4.04	3.40
lcl|NC_071985.2_cds_XP_024104181.2_5047	43.90	56.1	0.07561	39.06	3.43	4.11
lcl|NC_071985.2_cds_XP_009248379.1_5058	44.37	55.63	0.09483	44.34	3.71	4.08
lcl|NC_071985.2_cds_XP_054410842.1_5089	42.99	57.01	0.04211	35.89	3.42	4.00
lcl|NC_071985.2_cds_XP_054391054.1_5170	41.43	58.57	-0.04994	34.13	3.41	4.26
lcl|NC_071985.2_cds_XP_054391395.1_5262	57.67	42.33	-0.04449	61.46	4.09	3.71
lcl|NC_071985.2_cds_XP_054378913.1_5275	57.12	42.88	-0.00052	56.65	4.17	3.65
lcl|NC_071985.2_cds_XP_002810951.2_5322	55.59	44.41	-0.03236	60.79	4.36	3.74
lcl|NC_071985.2_cds_XP_054391665.1_5330	59.77	40.23	0.05772	72.55	4.26	3.42
lcl|NC_071985.2_cds_XP_009249319.3_5339	61.74	38.26	-0.08341	72.43	4.14	3.35
lcl|NC_071985.2_cds_XP_054379925.1_5465	56.41	43.59	-0.04635	69.22	3.82	3.45
lcl|NC_071985.2_cds_XP_009249563.2_5498	50.17	49.83	0.07548	54.27	3.82	3.67
lcl|NC_071985.2_cds_XP_054392442.1_5523	60.68	39.32	-0.01759	76.36	4.26	3.39
lcl|NC_071985.2_cds_XP_024107542.2_5528	58.56	41.44	-0.04969	63.08	4.07	3.46
lcl|NC_071985.2_cds_XP_009249657.2_5543	61.63	38.37	0.01519	72.96	4.43	3.41
lcl|NC_071985.2_cds_XP_054392667.1_5547	47.88	52.12	0.05954	57.47	3.58	3.97
lcl|NC_071985.2_cds_XP_009249844.3_5589	40.18	59.82	0.13597	39.21	3.56	4.32
lcl|NC_071985.2_cds_XP_024112707.2_5620	59.62	40.38	-0.13635	64.73	4.10	3.62
lcl|NC_071985.2_cds_NP_001125258.1_5702	39.79	60.21	0.03762	33.42	3.64	4.32
lcl|NC_071985.2_cds_XP_063571056.1_5781	46.60	53.4	0.08194	47.52	3.56	3.93
lcl|NC_071985.2_cds_XP_024091461.2_5801	50.50	49.5	0.08101	58.65	3.98	3.88
lcl|NC_071985.2_cds_XP_054393716.1_5814	66.24	33.76	0.01047	79.68	4.65	3.39
lcl|NC_071985.2_cds_XP_024108401.1_5839	57.64	42.36	-0.05343	79.13	4.21	3.41
lcl|NC_071985.2_cds_XP_024093579.2_5841	62.09	37.91	-0.11738	76.82	4.09	3.39
lcl|NC_071985.2_cds_XP_024104148.1_5864	49.41	50.59	0.05716	47.18	3.84	3.96
lcl|NC_071985.2_cds_XP_024104296.1_5882	66.27	33.73	-0.02031	73.16	4.71	3.50
lcl|NC_071985.2_cds_XP_002811103.1_5907	45.61	54.39	0.02886	39.72	3.57	4.13
lcl|NC_071985.2_cds_XP_009250855.1_5913	54.59	45.41	-0.01277	66.09	4.00	3.60
lcl|NC_071985.2_cds_XP_063575441.1_5917	47.83	52.17	0.02991	45.48	3.64	3.98
lcl|NC_071985.2_cds_XP_024091245.1_5922	43.33	56.67	0.16992	39.63	3.47	4.01
lcl|NC_071985.2_cds_XP_024102096.1_5932	49.68	50.32	0.01342	54.19	3.61	3.91
lcl|NC_071985.2_cds_XP_002811116.3_5940	42.39	57.61	0.01975	37.99	3.55	4.19
lcl|NC_071985.2_cds_XP_054393886.1_5952	36.41	63.59	0.02395	32.05	3.25	4.52
lcl|NC_071985.2_cds_XP_009250965.2_5964	38.31	61.69	0.00394	32.88	3.50	4.60
lcl|NC_071985.2_cds_XP_024088421.1_5978	66.84	33.16	-0.02494	79.39	4.88	3.20
lcl|NC_071985.2_cds_XP_054394050.1_5992	57.48	42.52	-0.05510	68.70	3.98	3.50
lcl|NC_071985.2_cds_XP_024095315.2_6004	52.91	47.09	0.06578	55.75	3.66	3.76
