sequence	Cluster
lcl|NC_073224.2_cds_XP_063566611.1_1762	2
lcl|NC_073224.2_cds_XP_004028018.3_1776	4
lcl|NC_073224.2_cds_XP_030869425.1_1819	4
lcl|NC_073224.2_cds_XP_063566702.1_1823	4
lcl|NC_073224.2_cds_XP_004028001.1_1836	2
lcl|NC_073224.2_cds_XP_004027999.1_1838	4
lcl|NC_073224.2_cds_XP_004027992.4_1850	2
lcl|NC_073224.2_cds_XP_004027984.3_1858	4
lcl|NC_073224.2_cds_XP_055222232.2_1864	4
lcl|NC_073224.2_cds_XP_030856793.1_1885	4
lcl|NC_073224.2_cds_XP_004027964.4_1915	3
lcl|NC_073224.2_cds_XP_004027957.2_1932	4
lcl|NC_073224.2_cds_XP_018882216.1_1943	2
lcl|NC_073224.2_cds_XP_018882130.2_1967	4
lcl|NC_073224.2_cds_XP_055221739.2_2001	4
lcl|NC_073224.2_cds_XP_055221665.2_2015	2
lcl|NC_073224.2_cds_XP_004027914.5_2018	2
lcl|NC_073224.2_cds_XP_055221249.2_2068	4
lcl|NC_073224.2_cds_XP_030860858.3_2093	2
lcl|NC_073224.2_cds_XP_018881741.3_2109	2
lcl|NC_073224.2_cds_XP_055220672.1_2161	4
lcl|NC_073224.2_cds_XP_018881198.1_2271	4
lcl|NC_073224.2_cds_XP_004027783.1_2313	4
lcl|NC_073224.2_cds_XP_063549782.1_2352	4
lcl|NC_073224.2_cds_XP_018880750.3_2377	4
lcl|NC_073224.2_cds_XP_004027126.1_2378	4
lcl|NC_073224.2_cds_XP_055219335.1_2392	4
lcl|NC_073224.2_cds_XP_004027097.5_2445	4
lcl|NC_073224.2_cds_XP_018880465.4_2489	2
lcl|NC_073224.2_cds_XP_018880384.3_2500	4
lcl|NC_073224.2_cds_XP_018880336.1_2521	4
lcl|NC_073224.2_cds_XP_004027041.3_2527	4
lcl|NC_073224.2_cds_XP_018880204.4_2552	2
lcl|NC_073224.2_cds_XP_018880194.3_2553	4
lcl|NC_073224.2_cds_XP_055218157.2_2562	4
lcl|NC_073224.2_cds_XP_004027010.1_2586	4
lcl|NC_073224.2_cds_XP_030866663.1_2633	4
lcl|NC_073224.2_cds_XP_030866644.2_2662	4
lcl|NC_073224.2_cds_XP_063550380.1_2709	4
lcl|NC_073224.2_cds_XP_018879448.3_2718	3
lcl|NC_073224.2_cds_XP_055217169.2_2760	4
lcl|NC_073224.2_cds_XP_018878958.1_2813	4
lcl|NC_073224.2_cds_XP_055216578.1_2872	2
lcl|NC_073224.2_cds_XP_063550746.1_2941	4
lcl|NC_073224.2_cds_XP_030866282.1_2977	4
lcl|NC_073224.2_cds_XP_018878507.1_3014	4
lcl|NC_073224.2_cds_XP_018878480.1_3031	4
lcl|NC_073224.2_cds_XP_030866228.2_3033	3
lcl|NC_073224.2_cds_XP_063551136.1_3132	2
lcl|NC_073224.2_cds_XP_030858012.3_3133	2
lcl|NC_073224.2_cds_NP_001420606.1_3134	4
lcl|NC_073224.2_cds_XP_063561908.1_3137	2
lcl|NC_073224.2_cds_XP_030860732.3_3139	3
lcl|NC_073224.2_cds_XP_004026723.1_3140	2
lcl|NC_073224.2_cds_XP_030858041.1_3184	4
lcl|NC_073224.2_cds_XP_018878022.1_3186	4
lcl|NC_073224.2_cds_XP_018877856.1_3214	4
lcl|NC_073224.2_cds_XP_018877843.4_3219	4
lcl|NC_073224.2_cds_XP_055214144.1_3240	4
lcl|NC_073224.2_cds_XP_018877429.1_3311	4
lcl|NC_073224.2_cds_XP_018877287.1_3345	2
lcl|NC_073224.2_cds_XP_030868896.1_3370	4
lcl|NC_073224.2_cds_XP_018877160.3_3403	4
lcl|NC_073224.2_cds_XP_055213147.1_3466	4
lcl|NC_073224.2_cds_XP_004026555.2_3483	4
lcl|NC_073224.2_cds_XP_063552601.1_3485	2
lcl|NC_073224.2_cds_XP_055212857.1_3501	4
lcl|NC_073224.2_cds_XP_004026525.3_3504	4
lcl|NC_073224.2_cds_XP_063552325.1_3529	2
lcl|NC_073224.2_cds_XP_063551459.1_3581	4
lcl|NC_073224.2_cds_XP_063552722.1_3594	2
lcl|NC_073224.2_cds_XP_063552414.1_3608	2
lcl|NC_073224.2_cds_XP_055212351.1_3609	4
lcl|NC_073224.2_cds_XP_063551761.1_3632	4
lcl|NC_073224.2_cds_XP_030869330.1_3644	3
lcl|NC_073224.2_cds_XP_055212180.2_3652	4
lcl|NC_073224.2_cds_XP_004026446.1_3660	4
lcl|NC_073224.2_cds_XP_030859988.2_3669	3
lcl|NC_073224.2_cds_XP_030864728.1_3698	4
lcl|NC_073224.2_cds_XP_055211886.2_3712	4
lcl|NC_073224.2_cds_XP_030870432.3_3715	3
lcl|NC_073224.2_cds_XP_004026471.2_3716	2
lcl|NC_073224.2_cds_XP_055211786.2_3718	4
lcl|NC_073224.2_cds_XP_018876461.1_3734	4
lcl|NC_073224.2_cds_XP_055232730.2_3739	4
lcl|NC_073224.2_cds_XP_055211239.2_3782	4
lcl|NC_073224.2_cds_XP_055211270.2_3788	2
lcl|NC_073224.2_cds_XP_063554413.1_3791	2
lcl|NC_073224.2_cds_XP_055211190.1_3798	3
lcl|NC_073224.2_cds_XP_018874659.1_3817	4
lcl|NC_073224.2_cds_XP_018870427.2_3940	4
lcl|NC_073224.2_cds_XP_063552258.1_3954	3
lcl|NC_073224.2_cds_XP_055210060.2_3976	2
lcl|NC_073224.2_cds_XP_063557356.1_3980	2
lcl|NC_073224.2_cds_XP_063557262.1_3992	2
lcl|NC_073224.2_cds_XP_063557545.1_4000	2
lcl|NC_073224.2_cds_XP_004026322.1_4013	4
lcl|NC_073224.2_cds_XP_055209697.1_4064	4
lcl|NC_073224.2_cds_XP_055209725.1_4070	2
lcl|NC_073224.2_cds_XP_055209596.1_4081	4
lcl|NC_073224.2_cds_XP_004026291.5_4144	2
lcl|NC_073224.2_cds_XP_018894579.2_4162	3
lcl|NC_073224.2_cds_XP_055231016.1_4194	4
lcl|NC_073224.2_cds_XP_018890207.1_4265	3
lcl|NC_073224.2_cds_XP_030857901.3_4283	4
lcl|NC_073224.2_cds_XP_055208562.2_4325	2
lcl|NC_073224.2_cds_XP_004026208.4_4328	2
lcl|NC_073224.2_cds_XP_018886210.4_4346	3
lcl|NC_073224.2_cds_XP_063553051.1_4367	3
lcl|NC_073224.2_cds_XP_030858738.3_4394	3
lcl|NC_073224.2_cds_XP_018884912.3_4398	3
lcl|NC_073224.2_cds_XP_004026171.3_4405	2
lcl|NC_073224.2_cds_XP_018893703.4_4412	3
lcl|NC_073224.2_cds_XP_030870033.1_4414	3
lcl|NC_073224.2_cds_XP_018884003.1_4433	4
lcl|NC_073224.2_cds_XP_018881728.1_4477	3
lcl|NC_073224.2_cds_XP_055227638.2_4494	2
lcl|NC_073224.2_cds_XP_055227478.2_4495	2
lcl|NC_073224.2_cds_XP_004026126.4_4497	2
lcl|NC_073224.2_cds_XP_063553391.1_4510	2
lcl|NC_073224.2_cds_XP_004026111.5_4526	3
lcl|NC_073224.2_cds_XP_030860187.3_4530	2
lcl|NC_073224.2_cds_XP_018877182.2_4575	4
lcl|NC_073224.2_cds_XP_055225865.1_4600	2
lcl|NC_073224.2_cds_XP_055206898.1_4651	3
lcl|NC_073224.2_cds_XP_018875610.1_4669	3
lcl|NC_073224.2_cds_XP_030872248.2_4691	3
lcl|NC_073224.2_cds_XP_004026034.5_4714	3
lcl|NC_073224.2_cds_XP_004026033.5_4717	4
lcl|NC_073224.2_cds_XP_030872366.3_4720	2
lcl|NC_073224.2_cds_XP_063553761.1_4752	2
lcl|NC_073224.2_cds_XP_063553856.1_4777	2
lcl|NC_073224.2_cds_XP_030867646.3_4800	3
lcl|NC_073224.2_cds_XP_055206071.1_4846	3
lcl|NC_073224.2_cds_XP_030871932.1_4856	3
lcl|NC_073224.2_cds_XP_030864147.1_4865	4
lcl|NC_073224.2_cds_XP_055205929.1_4881	2
lcl|NC_073224.2_cds_XP_030858404.1_4889	2
lcl|NC_073224.2_cds_XP_055218952.1_4902	3
lcl|NC_073224.2_cds_XP_055218734.1_4919	2
lcl|NC_073224.2_cds_XP_004025946.4_4921	2
lcl|NC_073224.2_cds_XP_030868196.3_4929	3
lcl|NC_073224.2_cds_XP_004025910.2_5000	4
lcl|NC_073224.2_cds_XP_055215256.2_5003	4
lcl|NC_073224.2_cds_XP_063554428.1_5021	4
lcl|NC_073224.2_cds_XP_030867119.2_5098	2
lcl|NC_073224.2_cds_XP_063554748.1_5164	3
lcl|NC_073224.2_cds_XP_018874550.2_5199	4
lcl|NC_073224.2_cds_XP_018874093.1_5201	4
lcl|NC_073224.2_cds_XP_055204883.2_5209	4
lcl|NC_073224.2_cds_XP_018873978.2_5217	4
lcl|NC_073224.2_cds_XP_063554843.1_5237	4
lcl|NC_073224.2_cds_XP_030860028.3_5314	3
lcl|NC_073224.2_cds_XP_018873227.2_5410	4
lcl|NC_073224.2_cds_XP_018872959.3_5495	4
lcl|NC_073224.2_cds_XP_004025725.1_5502	4
lcl|NC_073224.2_cds_XP_018872904.3_5507	4
lcl|NC_073224.2_cds_XP_030866525.2_5555	2
lcl|NC_073224.2_cds_XP_004025703.1_5585	4
lcl|NC_073224.2_cds_XP_018872435.4_5592	4
lcl|NC_073224.2_cds_XP_063555557.1_5608	4
lcl|NC_073224.2_cds_XP_018872391.4_5618	4
lcl|NC_073224.2_cds_XP_004025649.5_5631	4
lcl|NC_073224.2_cds_XP_018872330.4_5641	4
lcl|NC_073224.2_cds_XP_055249026.1_5673	2
lcl|NC_073224.2_cds_XP_018872085.1_5695	2
lcl|NC_073224.2_cds_XP_004025580.3_5783	3
lcl|NC_073224.2_cds_XP_063556158.1_5858	4
lcl|NC_073224.2_cds_XP_063556278.1_5876	4
lcl|NC_073224.2_cds_XP_063556323.1_5894	3
lcl|NC_073224.2_cds_XP_018871026.1_5913	4
lcl|NC_073224.2_cds_XP_018871002.1_5914	2
lcl|NC_073224.2_cds_XP_018870874.1_5943	4
lcl|NC_073224.2_cds_XP_030865379.3_5961	2
lcl|NC_073224.2_cds_XP_018870800.1_5969	4
lcl|NC_073224.2_cds_XP_018870789.1_5974	4
lcl|NC_073224.2_cds_XP_055247591.1_5976	4
lcl|NC_073224.2_cds_XP_055247575.1_5979	4
lcl|NC_073224.2_cds_XP_004025486.2_5999	2
lcl|NC_073224.2_cds_XP_055247468.2_6008	4
lcl|NC_073224.2_cds_XP_055247412.1_6020	2
lcl|NC_073224.2_cds_XP_055247392.1_6028	3
lcl|NC_073224.2_cds_XP_004025478.3_6033	4
lcl|NC_073224.2_cds_XP_055247199.1_6044	2
lcl|NC_073224.2_cds_XP_030860766.2_6056	2
lcl|NC_073224.2_cds_XP_063556613.1_6060	4
lcl|NC_073224.2_cds_XP_018870291.2_6123	4
lcl|NC_073224.2_cds_XP_055246473.2_6214	2
lcl|NC_073224.2_cds_XP_055246366.2_6219	4
lcl|NC_073224.2_cds_XP_004025396.1_6234	4
lcl|NC_073224.2_cds_XP_055245954.1_6260	4
lcl|NC_073224.2_cds_XP_055245805.2_6327	3
lcl|NC_073224.2_cds_XP_018869364.1_6364	4
lcl|NC_073224.2_cds_XP_030869462.2_6457	4
lcl|NC_073224.2_cds_XP_063557348.1_6473	4
lcl|NC_073224.2_cds_XP_018868906.2_6522	4
lcl|NC_073224.2_cds_XP_063557517.1_6549	4
lcl|NC_073224.2_cds_XP_030867833.1_6663	2
lcl|NC_073224.2_cds_XP_004024963.4_6690	2
lcl|NC_073224.2_cds_XP_055243519.2_6727	2
lcl|NC_073224.2_cds_XP_030862005.2_6749	2
lcl|NC_073224.2_cds_XP_018868010.3_6758	3
lcl|NC_073224.2_cds_XP_030867668.1_6768	3
lcl|NC_073224.2_cds_XP_055243349.2_6781	2
lcl|NC_073224.2_cds_XP_063557974.1_6782	4
lcl|NC_073224.2_cds_XP_063557987.1_6801	4
lcl|NC_073224.2_cds_XP_018867819.3_6812	3
lcl|NC_073224.2_cds_XP_055243220.1_6818	2
lcl|NC_073224.2_cds_XP_063558085.1_6841	2
lcl|NC_073224.2_cds_XP_063558093.1_6844	2
lcl|NC_073224.2_cds_XP_030867373.3_6859	3
lcl|NC_073224.2_cds_XP_055242596.2_6914	3
lcl|NC_073224.2_cds_XP_030871426.3_6928	2
lcl|NC_073224.2_cds_XP_004024832.4_6982	4
lcl|NC_073224.2_cds_XP_055241960.2_6984	4
lcl|NC_073224.2_cds_XP_018894731.1_7023	2
lcl|NC_073224.2_cds_XP_030867716.1_7042	4
lcl|NC_073224.2_cds_XP_030869166.3_7058	2
lcl|NC_073224.2_cds_XP_055241869.2_7074	3
lcl|NC_073224.2_cds_XP_063558512.1_7111	4
lcl|NC_073224.2_cds_XP_030859104.1_7116	3
lcl|NC_073224.2_cds_XP_004024776.5_7142	4
lcl|NC_073224.2_cds_XP_030867687.2_7181	4
lcl|NC_073224.2_cds_XP_055241058.1_7182	4
lcl|NC_073224.2_cds_XP_018874381.4_7213	2
lcl|NC_073224.2_cds_XP_055241073.1_7219	3
lcl|NC_073224.2_cds_XP_063558756.1_7224	3
lcl|NC_073224.2_cds_XP_030863003.3_7293	4
lcl|NC_073224.2_cds_XP_004024704.1_7323	2
lcl|NC_073224.2_cds_XP_063558869.1_7333	2
lcl|NC_073224.2_cds_XP_055240373.1_7358	4
lcl|NC_073224.2_cds_XP_030867090.1_7363	4
lcl|NC_073224.2_cds_XP_018866549.3_7367	2
lcl|NC_073224.2_cds_XP_055240192.2_7374	3
lcl|NC_073224.2_cds_XP_030866120.2_7406	4
lcl|NC_073224.2_cds_XP_018866387.3_7413	3
lcl|NC_073224.2_cds_XP_055239934.1_7427	3
lcl|NC_073224.2_cds_XP_055239822.1_7441	3
lcl|NC_073224.2_cds_XP_018866215.4_7461	2
lcl|NC_073224.2_cds_XP_030861877.3_7483	4
lcl|NC_073224.2_cds_XP_030869435.3_7518	3
lcl|NC_073224.2_cds_XP_030865946.3_7527	2
lcl|NC_073224.2_cds_XP_004024616.5_7558	2
lcl|NC_073224.2_cds_XP_030867590.3_7569	3
lcl|NC_073224.2_cds_XP_055239037.2_7588	3
lcl|NC_073224.2_cds_XP_030869191.2_7608	3
lcl|NC_073224.2_cds_XP_063559325.1_7623	3
lcl|NC_073224.2_cds_XP_055208068.2_7644	3
lcl|NC_073224.2_cds_XP_055206373.2_7665	4
lcl|NC_073224.2_cds_XP_055205899.2_7698	3
lcl|NC_073224.2_cds_XP_055205016.2_7701	3
lcl|NC_073224.2_cds_XP_063559423.1_7721	2
lcl|NC_073224.2_cds_XP_055238594.2_7763	2
lcl|NC_073224.2_cds_XP_063561130.1_7828	3
lcl|NC_073224.2_cds_XP_055238023.2_7864	3
lcl|NC_073224.2_cds_XP_063559525.1_7872	3
lcl|NC_073224.2_cds_XP_055237787.2_7907	3
lcl|NC_073224.2_cds_XP_055237623.2_7913	2
lcl|NC_073224.2_cds_XP_055237574.1_7936	3
lcl|NC_086017.1_cds_XP_055236929.1_7963	2
lcl|NC_086017.1_cds_XP_055237196.1_7975	2
lcl|NC_086017.1_cds_XP_018880309.1_7977	2
lcl|NC_086017.1_cds_XP_063559636.1_7999	2
lcl|NC_086017.1_cds_XP_004033578.1_8006	3
lcl|NC_086017.1_cds_XP_004033587.1_8019	2
lcl|NC_086017.1_cds_XP_063559639.1_8064	4
lcl|NC_086017.1_cds_XP_018878944.1_8096	4
lcl|NC_086017.1_cds_XP_018878950.3_8113	4
lcl|NC_086017.1_cds_XP_004033607.4_8200	3
lcl|NC_086017.1_cds_XP_055238896.1_8214	4
lcl|NC_086017.1_cds_XP_030864986.1_8241	3
lcl|NC_086017.1_cds_XP_004033689.3_8321	4
lcl|NC_086017.1_cds_XP_055237012.2_8327	3
lcl|NC_086017.1_cds_XP_004033697.3_8335	2
lcl|NC_086017.1_cds_XP_030865301.3_8344	4
lcl|NC_086017.1_cds_XP_004033709.5_8355	4
lcl|NC_086017.1_cds_XP_018880143.4_8364	4
lcl|NC_086017.1_cds_XP_055237050.2_8369	2
lcl|NC_086017.1_cds_XP_030865405.3_8370	2
lcl|NC_086017.1_cds_XP_055237071.1_8427	4
lcl|NC_086017.1_cds_XP_063559504.1_8454	3
lcl|NC_086017.1_cds_XP_018880438.1_8506	2
lcl|NC_086017.1_cds_XP_004033760.2_8509	2
lcl|NC_086017.1_cds_XP_030864923.1_8563	4
lcl|NC_086017.1_cds_XP_055236901.2_8580	2
lcl|NC_086017.1_cds_XP_004033818.1_8588	4
lcl|NC_086017.1_cds_XP_004033855.4_8658	3
lcl|NC_086017.1_cds_XP_030865448.1_8699	4
lcl|NC_086017.1_cds_XP_030865487.1_8725	4
lcl|NC_086017.1_cds_XP_018879864.3_8727	2
lcl|NC_086017.1_cds_XP_055237199.2_8785	2
lcl|NC_086017.1_cds_XP_018879701.4_8845	4
lcl|NC_086017.1_cds_XP_004033886.5_8859	4
lcl|NC_086017.1_cds_XP_018880430.4_8864	2
lcl|NC_086017.1_cds_XP_055237258.1_8869	4
lcl|NC_086017.1_cds_XP_018880282.1_8892	2
lcl|NC_086017.1_cds_XP_004033917.4_8900	2
lcl|NC_086017.1_cds_XP_018879123.2_8901	2
lcl|NC_086017.1_cds_XP_055237273.2_8913	2
lcl|NC_086017.1_cds_XP_018879992.4_8942	4
lcl|NC_086017.1_cds_XP_063559781.1_8960	2
lcl|NC_086017.1_cds_XP_055237322.2_8993	4
lcl|NC_086017.1_cds_XP_018879555.3_9000	4
lcl|NC_086017.1_cds_XP_018879076.3_9050	3
lcl|NC_086017.1_cds_XP_030865402.2_9101	3
lcl|NC_086017.1_cds_XP_018880126.2_9107	4
lcl|NC_086017.1_cds_XP_018879589.2_9122	2
lcl|NC_086017.1_cds_XP_030864973.2_9135	2
lcl|NC_086017.1_cds_XP_018880381.3_9155	2
lcl|NC_086017.1_cds_XP_004034048.3_9174	4
lcl|NC_086017.1_cds_XP_004034077.3_9193	4
lcl|NC_086017.1_cds_XP_004034088.1_9212	4
lcl|NC_086017.1_cds_XP_004034089.4_9222	4
lcl|NC_086017.1_cds_XP_055238199.2_9234	4
lcl|NC_086017.1_cds_XP_030864876.1_9246	4
lcl|NC_086017.1_cds_XP_030865028.1_9266	4
lcl|NC_086017.1_cds_XP_055238274.1_9268	4
lcl|NC_086017.1_cds_XP_004034101.1_9328	2
lcl|NC_086017.1_cds_XP_004034121.4_9359	4
lcl|NC_086017.1_cds_XP_055238310.2_9388	4
lcl|NC_086017.1_cds_XP_018878854.3_9417	4
lcl|NC_086017.1_cds_XP_004034157.1_9457	4
lcl|NC_086017.1_cds_XP_055238322.1_9513	4
lcl|NC_086017.1_cds_XP_004034173.4_9517	4
lcl|NC_086017.1_cds_XP_030864810.1_9534	4
lcl|NC_086017.1_cds_XP_018879754.4_9547	4
lcl|NC_086017.1_cds_XP_030865158.3_9552	4
lcl|NC_086017.1_cds_XP_055238418.2_9555	4
lcl|NC_086017.1_cds_XP_055238416.1_9566	4
lcl|NC_086017.1_cds_XP_004034211.5_9579	4
lcl|NC_086017.1_cds_XP_018880110.1_9585	4
lcl|NC_086017.1_cds_XP_018880109.1_9591	4
lcl|NC_086017.1_cds_XP_018879731.1_9596	4
lcl|NC_086017.1_cds_XP_055238469.1_9658	3
lcl|NC_086017.1_cds_XP_030865608.3_9679	4
lcl|NC_086017.1_cds_XP_030865617.1_9686	3
lcl|NC_086017.1_cds_XP_030865614.1_9687	4
lcl|NC_086017.1_cds_XP_063559906.1_9698	4
lcl|NC_086017.1_cds_XP_018880382.1_9706	4
lcl|NC_086017.1_cds_XP_018878872.3_9763	3
lcl|NC_086017.1_cds_XP_055238549.2_9778	4
lcl|NC_086017.1_cds_XP_004034333.1_9798	3
lcl|NC_086017.1_cds_XP_018878791.3_9801	4
lcl|NC_086017.1_cds_XP_055238569.1_9820	4
lcl|NC_086017.1_cds_XP_063559561.1_9878	4
lcl|NC_086017.1_cds_XP_004034347.2_9879	2
lcl|NC_086017.1_cds_XP_018879179.1_9880	2
lcl|NC_086017.1_cds_XP_055238632.2_9882	2
lcl|NC_086017.1_cds_XP_018879829.1_9888	4
lcl|NC_086017.1_cds_XP_055238644.2_9904	2
lcl|NC_086017.1_cds_XP_030865276.1_9927	3
lcl|NC_086017.1_cds_XP_055238974.2_9940	2
lcl|NC_086017.1_cds_XP_055238981.2_9943	4
lcl|NC_086017.1_cds_XP_018879434.1_9951	3
lcl|NC_086017.1_cds_XP_055239156.2_9980	3
lcl|NC_086017.1_cds_XP_018879912.3_9990	3
lcl|NC_086017.1_cds_XP_004034418.3_10028	2
lcl|NC_086017.1_cds_XP_004034446.3_10083	2
lcl|NC_086017.1_cds_XP_055239589.1_10102	3
lcl|NC_086017.1_cds_XP_063559951.1_10119	3
lcl|NC_086017.1_cds_XP_063559961.1_10132	2
lcl|NC_086017.1_cds_XP_030865161.3_10135	3
lcl|NC_086017.1_cds_XP_055239890.2_10160	3
lcl|NC_086017.1_cds_XP_004035904.5_10176	3
lcl|NC_086017.1_cds_XP_018879110.2_10198	3
lcl|NC_086017.1_cds_XP_004035922.2_10203	3
lcl|NC_086017.1_cds_XP_004035952.1_10280	3
lcl|NC_086017.1_cds_XP_063559990.1_10291	3
lcl|NC_086017.1_cds_XP_018880357.4_10332	2
lcl|NC_086017.1_cds_XP_063559998.1_10333	3
lcl|NC_086017.1_cds_XP_055239580.2_10353	2
lcl|NC_086017.1_cds_XP_030864975.1_10378	3
lcl|NC_086017.1_cds_XP_018878402.2_10390	4
lcl|NC_086017.1_cds_XP_018880418.3_10410	2
lcl|NC_086017.1_cds_XP_030865160.3_10418	2
lcl|NC_086017.1_cds_XP_063559576.1_10474	2
lcl|NC_086017.1_cds_XP_055239531.2_10555	2
lcl|NC_086017.1_cds_XP_004036030.4_10556	2
lcl|NC_086017.1_cds_XP_018880237.3_10560	4
lcl|NC_086017.1_cds_XP_004036038.1_10574	3
lcl|NC_086017.1_cds_XP_004036048.1_10578	3
lcl|NC_086017.1_cds_XP_030865279.1_10615	3
lcl|NC_086017.1_cds_XP_004036061.2_10623	3
lcl|NC_086017.1_cds_XP_055239505.2_10680	4
