seqname	GC	AT	GC_skew	GC3	GC_avg_stretch	AT_avg_stretch
lcl|NC_073224.2_cds_XP_004027999.1_1838	54.17	45.83	0.00412	59.88	3.80	3.54
lcl|NC_073224.2_cds_XP_004027992.4_1850	55.87	44.13	0.00527	66.30	3.88	3.66
lcl|NC_073224.2_cds_XP_004027984.3_1858	58.92	41.08	0.07833	73.54	4.14	3.62
lcl|NC_073224.2_cds_XP_055222232.2_1864	43.50	56.5	0.13474	43.25	3.34	4.00
lcl|NC_073224.2_cds_XP_030856793.1_1885	48.43	51.57	-0.05276	40.26	3.54	3.88
lcl|NC_073224.2_cds_XP_004027964.4_1915	34.81	65.19	0.06383	33.24	3.39	4.79
lcl|NC_073224.2_cds_XP_004027957.2_1932	39.07	60.93	0.03810	29.59	3.48	4.44
lcl|NC_073224.2_cds_XP_018882216.1_1943	48.08	51.92	-0.01355	50.92	3.78	3.88
lcl|NC_073224.2_cds_XP_018882130.2_1967	46.76	53.24	-0.07073	32.83	3.53	4.03
lcl|NC_073224.2_cds_XP_055221739.2_2001	42.25	57.75	-0.01384	39.58	3.44	4.18
lcl|NC_073224.2_cds_XP_055221665.2_2015	50.10	49.9	-0.02340	52.17	3.60	3.73
lcl|NC_073224.2_cds_XP_004027914.5_2018	45.08	54.92	-0.08140	45.33	3.49	4.05
lcl|NC_073224.2_cds_XP_055221249.2_2068	44.08	55.92	0.03892	34.03	3.44	4.24
lcl|NC_073224.2_cds_XP_030860858.3_2093	43.93	56.07	0.01460	53.69	3.53	4.19
lcl|NC_073224.2_cds_XP_018881741.3_2109	57.63	42.37	0.12992	72.20	3.92	3.59
lcl|NC_073224.2_cds_XP_055220672.1_2161	50.16	49.84	-0.00155	57.71	3.65	3.69
lcl|NC_073224.2_cds_XP_018881198.1_2271	62.85	37.15	-0.03193	68.36	4.20	3.29
lcl|NC_073224.2_cds_XP_004027783.1_2313	57.92	42.08	0.12585	58.08	3.92	3.48
lcl|NC_073224.2_cds_XP_063549782.1_2352	49.05	50.95	0.03634	52.59	3.68	3.74
lcl|NC_073224.2_cds_XP_018880750.3_2377	51.91	48.09	-0.00499	64.66	3.70	4.00
lcl|NC_073224.2_cds_XP_004027126.1_2378	57.00	43	0.01145	73.65	3.93	3.26
lcl|NC_073224.2_cds_XP_055219335.1_2392	63.30	36.7	-0.06513	68.88	4.40	3.38
lcl|NC_073224.2_cds_XP_004027097.5_2445	48.72	51.28	0.13425	53.89	3.63	3.71
lcl|NC_073224.2_cds_XP_018880465.4_2489	53.82	46.18	-0.07006	56.76	3.95	3.92
lcl|NC_073224.2_cds_XP_018880384.3_2500	56.81	43.19	-0.04345	62.72	3.94	3.74
lcl|NC_073224.2_cds_XP_018880336.1_2521	63.42	36.58	-0.08759	69.94	4.13	3.39
lcl|NC_073224.2_cds_XP_004027041.3_2527	61.12	38.88	-0.04034	74.58	4.07	3.43
lcl|NC_073224.2_cds_XP_018880204.4_2552	59.30	40.7	0.17337	61.75	4.24	3.68
lcl|NC_073224.2_cds_XP_018880194.3_2553	62.22	37.78	0.01947	67.62	4.20	3.38
lcl|NC_073224.2_cds_XP_055218157.2_2562	56.57	43.43	0.00863	69.05	3.78	3.64
lcl|NC_073224.2_cds_XP_004027010.1_2586	55.49	44.51	-0.02658	65.09	3.82	3.58
lcl|NC_073224.2_cds_XP_030866663.1_2633	59.13	40.87	0.00344	69.37	4.27	3.41
lcl|NC_073224.2_cds_XP_030866644.2_2662	50.18	49.82	0.02993	49.78	3.69	3.71
lcl|NC_073224.2_cds_XP_063550380.1_2709	44.04	55.96	-0.00561	39.93	3.53	4.06
lcl|NC_073224.2_cds_XP_018879448.3_2718	64.04	35.96	-0.06907	68.94	4.67	3.79
lcl|NC_073224.2_cds_XP_055217169.2_2760	56.15	43.85	0.04215	61.83	3.91	3.50
lcl|NC_073224.2_cds_XP_018878958.1_2813	61.67	38.33	-0.04908	66.06	4.08	3.68
lcl|NC_073224.2_cds_XP_055216578.1_2872	51.60	48.4	-0.00712	56.14	3.74	3.81
lcl|NC_073224.2_cds_XP_063550746.1_2941	52.50	47.5	-0.10293	51.19	3.92	3.67
lcl|NC_073224.2_cds_XP_030866282.1_2977	44.79	55.21	0.01024	43.73	3.56	4.11
lcl|NC_073224.2_cds_XP_018878507.1_3014	61.90	38.1	-0.06775	67.85	4.31	3.46
lcl|NC_073224.2_cds_XP_018878480.1_3031	53.11	46.89	-0.00057	63.48	3.81	3.75
lcl|NC_073224.2_cds_XP_030866228.2_3033	60.42	39.58	0.03896	75.80	4.39	3.60
lcl|NC_073224.2_cds_XP_063551136.1_3132	49.23	50.77	0.05472	33.33	3.40	3.53
lcl|NC_073224.2_cds_XP_030858012.3_3133	55.29	44.71	0.00119	48.36	3.68	3.62
lcl|NC_073224.2_cds_NP_001420606.1_3134	57.45	42.55	-0.02135	47.15	3.75	3.41
lcl|NC_073224.2_cds_XP_063561908.1_3137	49.66	50.34	-0.00835	48.98	3.27	3.58
lcl|NC_073224.2_cds_XP_030860732.3_3139	59.77	40.23	0.28223	71.65	4.53	4.02
lcl|NC_073224.2_cds_XP_004026723.1_3140	47.11	52.89	0.06646	38.56	3.45	3.81
lcl|NC_073224.2_cds_XP_030858041.1_3184	59.00	41	0.16847	68.94	4.15	3.44
lcl|NC_073224.2_cds_XP_018878022.1_3186	51.12	48.88	-0.07024	51.17	3.63	3.77
lcl|NC_073224.2_cds_XP_018877856.1_3214	54.43	45.57	-0.01585	65.88	3.88	3.56
lcl|NC_073224.2_cds_XP_018877843.4_3219	60.53	39.47	-0.04537	64.05	4.09	3.53
lcl|NC_073224.2_cds_XP_055214144.1_3240	65.04	34.96	-0.08400	70.24	4.96	3.53
lcl|NC_073224.2_cds_XP_018877429.1_3311	50.89	49.11	0.02330	53.05	3.79	3.64
lcl|NC_073224.2_cds_XP_018877287.1_3345	64.23	35.77	-0.08571	66.06	4.36	3.52
lcl|NC_073224.2_cds_XP_030868896.1_3370	50.84	49.16	-0.13901	47.54	3.80	3.89
lcl|NC_073224.2_cds_XP_018877160.3_3403	55.73	44.27	0.09284	59.36	3.90	3.54
lcl|NC_073224.2_cds_XP_055213147.1_3466	47.55	52.45	0.11710	48.57	3.77	4.19
lcl|NC_073224.2_cds_XP_004026555.2_3483	56.44	43.56	-0.11921	53.89	4.04	3.73
lcl|NC_073224.2_cds_XP_063552601.1_3485	49.19	50.81	0.07825	54.24	3.65	3.92
lcl|NC_073224.2_cds_XP_055212857.1_3501	58.82	41.18	0.14480	62.87	4.14	3.54
lcl|NC_073224.2_cds_XP_004026525.3_3504	54.77	45.23	0.02866	55.48	3.95	3.60
lcl|NC_073224.2_cds_XP_063552325.1_3529	49.03	50.97	0.11566	51.39	3.67	4.08
lcl|NC_073224.2_cds_XP_063551459.1_3581	51.41	48.59	0.02699	54.91	3.67	3.61
lcl|NC_073224.2_cds_XP_063552722.1_3594	49.29	50.71	0.07461	53.85	3.77	4.03
lcl|NC_073224.2_cds_XP_063552414.1_3608	49.23	50.77	0.09606	52.23	3.65	4.09
lcl|NC_073224.2_cds_XP_055212351.1_3609	46.09	53.91	0.05905	41.03	3.94	4.16
lcl|NC_073224.2_cds_XP_063551761.1_3632	50.10	49.9	-0.12198	49.05	3.77	3.99
lcl|NC_073224.2_cds_XP_030869330.1_3644	48.49	51.51	0.01889	43.53	4.48	3.96
lcl|NC_073224.2_cds_XP_055212180.2_3652	42.40	57.6	0.02113	39.78	3.49	4.14
lcl|NC_073224.2_cds_XP_004026446.1_3660	43.71	56.29	0.09928	39.05	3.52	4.05
lcl|NC_073224.2_cds_XP_030859988.2_3669	33.78	66.22	0.16162	28.66	3.38	4.53
lcl|NC_073224.2_cds_XP_030864728.1_3698	49.54	50.46	0.03942	55.57	3.81	3.70
lcl|NC_073224.2_cds_XP_055211886.2_3712	59.25	40.75	0.00834	76.77	3.91	3.45
lcl|NC_073224.2_cds_XP_030870432.3_3715	57.12	42.88	0.05305	69.43	4.13	3.90
lcl|NC_073224.2_cds_XP_004026471.2_3716	50.11	49.89	0.02373	56.51	3.57	3.77
lcl|NC_073224.2_cds_XP_055211786.2_3718	48.21	51.79	0.01773	48.12	3.68	3.65
lcl|NC_073224.2_cds_XP_018876461.1_3734	44.07	55.93	0.13462	43.01	3.48	3.91
lcl|NC_073224.2_cds_XP_055232730.2_3739	42.09	57.91	0.02422	39.16	3.42	4.18
lcl|NC_073224.2_cds_XP_055211239.2_3782	54.66	45.34	0.01471	56.13	3.91	3.56
lcl|NC_073224.2_cds_XP_055211270.2_3788	49.93	50.07	0.07707	53.82	3.71	3.97
lcl|NC_073224.2_cds_XP_063554413.1_3791	50.30	49.7	0.05877	56.11	3.73	3.93
lcl|NC_073224.2_cds_XP_055211190.1_3798	45.18	54.82	-0.01453	44.84	3.77	4.12
lcl|NC_073224.2_cds_XP_018874659.1_3817	57.50	42.5	-0.02656	70.52	4.21	3.50
lcl|NC_073224.2_cds_XP_018870427.2_3940	56.58	43.42	0.04940	54.29	4.37	3.67
lcl|NC_073224.2_cds_XP_063552258.1_3954	55.11	44.89	0.00649	69.96	4.26	3.51
lcl|NC_073224.2_cds_XP_055210060.2_3976	49.76	50.24	0.08885	53.22	3.66	3.99
lcl|NC_073224.2_cds_XP_063557356.1_3980	49.84	50.16	0.06342	54.12	3.74	3.96
lcl|NC_073224.2_cds_XP_063557262.1_3992	50.33	49.67	0.04157	54.44	3.80	3.90
lcl|NC_073224.2_cds_XP_063557545.1_4000	49.72	50.28	0.06283	54.24	3.78	4.02
lcl|NC_073224.2_cds_XP_004026322.1_4013	60.76	39.24	-0.01621	79.66	4.36	3.57
lcl|NC_073224.2_cds_XP_055209697.1_4064	61.37	38.63	-0.04965	72.75	4.31	3.39
lcl|NC_073224.2_cds_XP_055209725.1_4070	53.29	46.71	-0.06231	63.51	3.78	3.66
lcl|NC_073224.2_cds_XP_055209596.1_4081	42.24	57.76	0.06293	33.19	3.54	4.17
lcl|NC_073224.2_cds_XP_004026291.5_4144	43.65	56.35	-0.05839	40.62	3.67	4.34
lcl|NC_073224.2_cds_XP_018894579.2_4162	42.50	57.5	0.07789	42.12	3.64	4.30
lcl|NC_073224.2_cds_XP_055231016.1_4194	51.82	48.18	0.12942	28.48	3.89	4.01
lcl|NC_073224.2_cds_XP_018890207.1_4265	40.03	59.97	0.09071	31.25	3.40	4.35
lcl|NC_073224.2_cds_XP_030857901.3_4283	44.90	55.1	0.06802	39.28	3.58	4.06
lcl|NC_073224.2_cds_XP_055208562.2_4325	40.15	59.85	0.01316	33.36	3.25	4.41
lcl|NC_073224.2_cds_XP_004026208.4_4328	52.57	47.43	-0.03012	63.85	3.76	3.86
lcl|NC_073224.2_cds_XP_018886210.4_4346	35.90	64.1	0.15434	30.15	3.25	4.42
lcl|NC_073224.2_cds_XP_063553051.1_4367	41.99	58.01	0.09780	38.40	3.54	4.05
lcl|NC_073224.2_cds_XP_030858738.3_4394	38.99	61.01	0.06679	30.30	3.39	4.43
lcl|NC_073224.2_cds_XP_018884912.3_4398	37.42	62.58	0.03104	31.78	3.32	4.38
lcl|NC_073224.2_cds_XP_004026171.3_4405	49.77	50.23	-0.02358	53.99	3.74	3.98
lcl|NC_073224.2_cds_XP_018893703.4_4412	35.40	64.6	0.10689	26.74	3.28	4.49
lcl|NC_073224.2_cds_XP_030870033.1_4414	38.47	61.53	0.04051	30.31	3.39	4.34
lcl|NC_073224.2_cds_XP_018884003.1_4433	42.30	57.7	-0.04771	47.15	3.43	4.19
lcl|NC_073224.2_cds_XP_018881728.1_4477	39.76	60.24	0.09957	29.44	3.60	4.41
lcl|NC_073224.2_cds_XP_055227638.2_4494	40.87	59.13	-0.05980	29.63	3.50	4.35
lcl|NC_073224.2_cds_XP_055227478.2_4495	45.20	54.8	0.00397	42.26	3.61	4.04
lcl|NC_073224.2_cds_XP_004026126.4_4497	42.51	57.49	-0.01329	37.82	3.52	4.42
lcl|NC_073224.2_cds_XP_063553391.1_4510	47.68	52.32	0.13168	27.76	3.72	4.13
lcl|NC_073224.2_cds_XP_004026111.5_4526	49.43	50.57	0.06298	46.98	4.70	4.41
lcl|NC_073224.2_cds_XP_030860187.3_4530	40.25	59.75	-0.00279	38.45	3.53	4.45
lcl|NC_073224.2_cds_XP_018877182.2_4575	40.98	59.02	0.06862	39.03	3.48	4.26
lcl|NC_073224.2_cds_XP_055225865.1_4600	43.19	56.81	-0.01196	41.24	3.54	4.30
lcl|NC_073224.2_cds_XP_055206898.1_4651	38.95	61.05	0.07804	29.80	3.43	4.40
lcl|NC_073224.2_cds_XP_018875610.1_4669	41.30	58.7	0.07679	31.53	3.31	4.24
lcl|NC_073224.2_cds_XP_030872248.2_4691	38.03	61.97	-0.03461	30.95	3.92	4.56
lcl|NC_073224.2_cds_XP_004026034.5_4714	47.65	52.35	0.22738	42.09	3.59	4.06
lcl|NC_073224.2_cds_XP_004026033.5_4717	43.58	56.42	0.02104	39.00	3.48	4.21
lcl|NC_073224.2_cds_XP_030872366.3_4720	41.61	58.39	-0.06675	38.46	3.52	4.40
lcl|NC_073224.2_cds_XP_063553761.1_4752	44.63	55.37	-0.01005	41.55	3.65	4.01
lcl|NC_073224.2_cds_XP_063553856.1_4777	47.89	52.11	-0.05161	49.13	3.52	4.21
lcl|NC_073224.2_cds_XP_030867646.3_4800	40.33	59.67	0.06823	31.96	3.52	4.32
lcl|NC_073224.2_cds_XP_055206071.1_4846	38.62	61.38	0.01702	36.71	3.30	4.45
lcl|NC_073224.2_cds_XP_030871932.1_4856	50.15	49.85	-0.03765	48.61	3.80	3.80
lcl|NC_073224.2_cds_XP_030864147.1_4865	47.71	52.29	0.04174	59.31	3.69	4.20
lcl|NC_073224.2_cds_XP_055205929.1_4881	48.48	51.52	-0.04908	53.03	3.73	3.94
lcl|NC_073224.2_cds_XP_030858404.1_4889	49.29	50.71	-0.10022	51.49	3.80	3.96
lcl|NC_073224.2_cds_XP_055218952.1_4902	41.60	58.4	0.01422	35.12	3.44	4.21
lcl|NC_073224.2_cds_XP_055218734.1_4919	57.80	42.2	-0.03185	64.56	3.86	3.52
lcl|NC_073224.2_cds_XP_004025946.4_4921	38.29	61.71	0.27363	34.86	3.37	4.54
lcl|NC_073224.2_cds_XP_030868196.3_4929	45.37	54.63	0.08935	38.77	3.59	4.18
lcl|NC_073224.2_cds_XP_004025910.2_5000	44.16	55.84	0.05964	42.33	3.88	4.10
lcl|NC_073224.2_cds_XP_055215256.2_5003	65.41	34.59	-0.01198	76.26	4.37	3.36
lcl|NC_073224.2_cds_XP_063554428.1_5021	57.17	42.83	-0.03410	72.83	3.90	3.69
lcl|NC_073224.2_cds_XP_030867119.2_5098	59.05	40.95	-0.01742	70.27	4.35	3.58
lcl|NC_073224.2_cds_XP_063554748.1_5164	40.73	59.27	0.04356	34.42	3.46	4.38
lcl|NC_073224.2_cds_XP_018874550.2_5199	50.50	49.5	-0.02840	52.67	3.59	3.65
lcl|NC_073224.2_cds_XP_018874093.1_5201	59.25	40.75	0.04650	65.31	4.06	3.43
lcl|NC_073224.2_cds_XP_055204883.2_5209	43.81	56.19	0.06830	39.34	3.40	4.08
lcl|NC_073224.2_cds_XP_018873978.2_5217	44.21	55.79	0.09642	43.77	3.73	4.15
lcl|NC_073224.2_cds_XP_063554843.1_5237	43.33	56.67	0.03954	36.19	3.47	3.96
lcl|NC_073224.2_cds_XP_030860028.3_5314	41.66	58.34	-0.05152	34.60	3.48	4.26
lcl|NC_073224.2_cds_XP_018873227.2_5410	57.64	42.36	-0.04131	61.74	4.10	3.73
lcl|NC_073224.2_cds_XP_018872959.3_5495	55.59	44.41	-0.03236	60.71	4.38	3.71
lcl|NC_073224.2_cds_XP_004025725.1_5502	59.98	40.02	0.05996	72.85	4.31	3.42
lcl|NC_073224.2_cds_XP_018872904.3_5507	61.88	38.12	-0.07740	73.26	4.16	3.39
lcl|NC_073224.2_cds_XP_030866525.2_5555	54.30	45.7	-0.07135	67.29	4.06	3.40
lcl|NC_073224.2_cds_XP_004025703.1_5585	56.50	43.5	-0.02203	70.54	3.79	3.38
lcl|NC_073224.2_cds_XP_018872435.4_5592	50.17	49.83	0.07424	54.08	3.80	3.69
lcl|NC_073224.2_cds_XP_063555557.1_5608	60.48	39.52	-0.02196	76.72	4.26	3.41
lcl|NC_073224.2_cds_XP_018872391.4_5618	58.64	41.36	-0.04929	63.19	4.07	3.48
lcl|NC_073224.2_cds_XP_004025649.5_5631	61.75	38.25	0.00664	73.13	4.50	3.44
lcl|NC_073224.2_cds_XP_018872330.4_5641	48.12	51.88	0.05537	57.95	3.65	3.92
lcl|NC_073224.2_cds_XP_055249026.1_5673	39.65	60.35	0.13876	38.02	3.46	4.38
lcl|NC_073224.2_cds_XP_018872085.1_5695	59.62	40.38	-0.13635	64.73	4.10	3.63
lcl|NC_073224.2_cds_XP_004025580.3_5783	39.93	60.07	0.04010	33.94	3.64	4.30
