sequence	Cluster
lcl|NC_072373.2_cds_XP_063519664.1_3143	3
lcl|NC_072373.2_cds_XP_054330520.2_3150	3
lcl|NC_072373.2_cds_XP_063519832.1_3188	1
lcl|NC_072373.2_cds_XP_054330429.1_3203	3
lcl|NC_072373.2_cds_XP_054311756.1_3245	3
lcl|NC_072373.2_cds_XP_054308665.1_3297	3
lcl|NC_072373.2_cds_XP_063520036.1_3305	3
lcl|NC_072373.2_cds_XP_054308687.1_3346	3
lcl|NC_072373.2_cds_XP_054308700.1_3350	3
lcl|NC_072373.2_cds_XP_054332602.1_3386	3
lcl|NC_072373.2_cds_XP_054310390.1_3403	3
lcl|NC_072373.2_cds_XP_063507525.1_3428	3
lcl|NC_072373.2_cds_XP_054322945.1_3429	1
lcl|NC_072373.2_cds_XP_063507569.1_3443	3
lcl|NC_072373.2_cds_XP_054336810.1_3444	1
lcl|NC_072373.2_cds_XP_054299227.1_3450	2
lcl|NC_072373.2_cds_XP_054314093.1_3452	3
lcl|NC_072373.2_cds_XP_054314128.1_3460	3
lcl|NC_072373.2_cds_XP_054319052.1_3484	2
lcl|NC_072373.2_cds_XP_054293790.1_3497	3
lcl|NC_072373.2_cds_XP_054319247.1_3502	2
lcl|NC_072373.2_cds_XP_054319320.1_3511	3
lcl|NC_072373.2_cds_XP_054319500.1_3547	1
lcl|NC_072373.2_cds_XP_054299334.1_3554	2
lcl|NC_072373.2_cds_XP_054321816.1_3569	3
lcl|NC_072373.2_cds_XP_054338805.1_3678	3
lcl|NC_072373.2_cds_XP_054341831.1_3691	2
lcl|NC_072373.2_cds_XP_054293282.1_3713	3
lcl|NC_072373.2_cds_XP_054320094.1_3738	2
lcl|NC_072373.2_cds_XP_054350594.1_3750	3
lcl|NC_072373.2_cds_XP_054348983.1_3753	1
lcl|NC_072373.2_cds_XP_054337103.1_3764	3
lcl|NC_072373.2_cds_XP_054339579.1_3781	1
lcl|NC_072373.2_cds_XP_054350842.1_3804	2
lcl|NC_072373.2_cds_XP_054306650.1_3856	3
lcl|NC_072373.2_cds_XP_054331061.1_3918	2
lcl|NC_072373.2_cds_XP_054293922.1_3934	3
lcl|NC_072373.2_cds_XP_054331754.1_3982	1
lcl|NC_072373.2_cds_XP_054331791.1_3986	1
lcl|NC_072373.2_cds_XP_054331802.1_3990	2
lcl|NC_072373.2_cds_XP_063520673.1_4031	2
lcl|NC_072373.2_cds_XP_054332239.1_4047	2
lcl|NC_072373.2_cds_XP_054332380.1_4078	2
lcl|NC_072373.2_cds_XP_054332443.1_4084	2
lcl|NC_072373.2_cds_XP_054332474.1_4086	1
lcl|NC_072373.2_cds_XP_054340775.1_4111	2
lcl|NC_072373.2_cds_XP_054332742.1_4113	2
lcl|NC_072373.2_cds_XP_054333021.1_4146	3
lcl|NC_072373.2_cds_XP_063509173.1_4191	2
lcl|NC_072373.2_cds_XP_054333740.1_4207	1
lcl|NC_072373.2_cds_XP_054333719.1_4209	1
lcl|NC_072373.2_cds_XP_054333705.1_4211	1
lcl|NC_072373.2_cds_XP_054334042.1_4238	1
lcl|NC_072373.2_cds_XP_054334098.2_4272	2
lcl|NC_072373.2_cds_XP_054334101.1_4275	2
lcl|NC_072373.2_cds_XP_054342876.1_4336	3
lcl|NC_072373.2_cds_XP_063509733.1_4355	1
lcl|NC_072373.2_cds_XP_063510001.1_4410	2
lcl|NC_072373.2_cds_XP_054336129.1_4420	3
lcl|NC_072373.2_cds_XP_054304669.1_4444	2
lcl|NC_072373.2_cds_XP_054338142.1_4471	1
lcl|NC_072373.2_cds_XP_054338182.1_4474	1
lcl|NC_072373.2_cds_XP_054338167.1_4475	1
lcl|NC_072373.2_cds_XP_054338933.1_4510	1
lcl|NC_072373.2_cds_XP_054339447.1_4533	1
lcl|NC_072373.2_cds_XP_054339743.1_4576	2
lcl|NC_072373.2_cds_XP_063510564.1_4583	2
lcl|NC_072373.2_cds_XP_054341540.1_4605	2
lcl|NC_072373.2_cds_XP_063510637.1_4614	2
lcl|NC_072373.2_cds_XP_054340072.1_4632	1
lcl|NC_072373.2_cds_XP_054303249.1_4643	1
lcl|NC_072373.2_cds_XP_054349607.1_4651	1
lcl|NC_072373.2_cds_XP_054340526.1_4670	2
lcl|NC_072373.2_cds_XP_054356773.1_4684	1
lcl|NC_072373.2_cds_XP_054358331.1_4691	1
lcl|NC_072373.2_cds_XP_054340631.1_4693	1
lcl|NC_072373.2_cds_XP_063511322.1_4770	3
lcl|NC_072373.2_cds_XP_054342200.1_4836	3
lcl|NC_072373.2_cds_XP_054343112.1_4902	1
lcl|NC_072373.2_cds_XP_054343705.1_4964	2
lcl|NC_072373.2_cds_XP_054343782.1_4997	1
lcl|NC_072373.2_cds_XP_054343836.1_4999	3
lcl|NC_072373.2_cds_XP_054343815.1_5006	3
lcl|NC_072373.2_cds_XP_054344013.1_5017	3
lcl|NC_072373.2_cds_XP_054344191.1_5048	1
lcl|NC_072373.2_cds_XP_054344842.1_5117	2
lcl|NC_072373.2_cds_XP_063521188.1_5188	3
lcl|NC_072373.2_cds_XP_063521222.1_5223	3
lcl|NC_072373.2_cds_XP_054346270.1_5282	2
lcl|NC_072373.2_cds_XP_054346301.1_5287	3
lcl|NC_072373.2_cds_XP_063512715.1_5291	3
lcl|NC_072373.2_cds_XP_054292909.1_5393	3
lcl|NC_072373.2_cds_XP_054347149.1_5421	3
lcl|NC_072373.2_cds_XP_054347349.1_5441	3
lcl|NC_072373.2_cds_XP_063513094.1_5451	3
lcl|NC_072373.2_cds_XP_054347674.1_5468	3
lcl|NC_072373.2_cds_XP_054353035.1_5474	3
lcl|NC_072373.2_cds_XP_054348261.1_5516	1
lcl|NC_072373.2_cds_XP_054348523.1_5540	1
lcl|NC_072373.2_cds_XP_054349195.1_5635	2
lcl|NC_072373.2_cds_XP_063521775.1_5719	3
lcl|NC_072373.2_cds_XP_054350633.1_5745	3
lcl|NC_072373.2_cds_XP_054309965.1_5761	2
lcl|NC_072373.2_cds_XP_054304602.1_5790	1
lcl|NC_072373.2_cds_XP_054308481.1_5793	1
lcl|NC_072373.2_cds_XP_054351754.1_5812	3
lcl|NC_072373.2_cds_XP_054351845.1_5824	1
lcl|NC_072373.2_cds_XP_054351931.2_5828	3
lcl|NC_072373.2_cds_XP_054352056.1_5839	3
lcl|NC_072373.2_cds_XP_063521981.1_5845	3
lcl|NC_072373.2_cds_XP_054352154.1_5849	3
lcl|NC_072373.2_cds_XP_054352171.1_5851	3
lcl|NC_072373.2_cds_XP_054352272.1_5861	1
lcl|NC_072373.2_cds_XP_054352356.1_5869	2
lcl|NC_072373.2_cds_XP_063522107.1_5883	1
lcl|NC_072373.2_cds_XP_054352760.1_5898	2
lcl|NC_072373.2_cds_XP_054352805.1_5906	3
lcl|NC_072373.2_cds_XP_054353022.1_5930	1
lcl|NC_072373.2_cds_XP_054308452.1_5938	1
lcl|NC_072373.2_cds_XP_054319724.1_5940	3
lcl|NC_072373.2_cds_XP_054320048.1_5971	2
lcl|NC_072373.2_cds_XP_054320222.1_6004	3
lcl|NC_072373.2_cds_XP_054321082.1_6093	1
lcl|NC_072373.2_cds_XP_054321126.1_6100	3
lcl|NC_072373.2_cds_XP_054321221.1_6113	3
lcl|NC_072373.2_cds_XP_063522763.1_6205	3
lcl|NC_072373.2_cds_XP_054295266.1_6223	2
lcl|NC_072373.2_cds_XP_063522988.1_6251	3
lcl|NC_072373.2_cds_XP_054354620.1_6371	3
lcl|NC_072373.2_cds_XP_054354726.1_6392	3
lcl|NC_072373.2_cds_XP_054354909.1_6442	3
lcl|NC_072373.2_cds_XP_054355268.1_6482	3
lcl|NC_072373.2_cds_XP_054356122.1_6572	1
lcl|NC_072373.2_cds_XP_054356404.1_6596	1
lcl|NC_072373.2_cds_XP_054356805.1_6628	1
lcl|NC_072373.2_cds_XP_054357371.1_6648	1
lcl|NC_072373.2_cds_XP_054357436.1_6657	2
lcl|NC_072373.2_cds_XP_054304485.1_6664	2
lcl|NC_072373.2_cds_XP_054312378.1_6673	2
lcl|NC_072373.2_cds_XP_054357532.1_6675	3
lcl|NC_072373.2_cds_XP_063514870.1_6687	3
lcl|NC_072373.2_cds_XP_063523429.1_6694	2
lcl|NC_072373.2_cds_XP_054358669.1_6735	2
lcl|NC_072373.2_cds_XP_054358963.1_6796	2
lcl|NC_072373.2_cds_XP_054309572.1_6817	1
lcl|NC_072373.2_cds_XP_054359784.1_6886	3
lcl|NC_072373.2_cds_XP_063523935.1_6889	3
lcl|NC_072373.2_cds_XP_054342983.1_6909	1
lcl|NC_072373.2_cds_XP_054291830.1_6931	3
lcl|NC_072373.2_cds_XP_054292068.1_6946	1
lcl|NC_072373.2_cds_XP_054292160.1_6962	3
lcl|NC_072373.2_cds_XP_054292207.1_6971	1
lcl|NC_072373.2_cds_XP_063515157.1_6982	1
lcl|NC_072373.2_cds_XP_054292623.2_7015	2
lcl|NC_072373.2_cds_XP_054292805.1_7035	3
lcl|NC_072373.2_cds_XP_054293185.1_7049	1
lcl|NC_072373.2_cds_XP_054293372.1_7095	1
lcl|NC_072373.2_cds_XP_054293708.1_7105	2
lcl|NC_072373.2_cds_XP_054293846.2_7109	2
lcl|NC_072373.2_cds_XP_054294618.1_7156	3
lcl|NC_072373.2_cds_XP_054294867.1_7182	2
lcl|NC_072373.2_cds_XP_054294829.1_7190	1
lcl|NC_072373.2_cds_XP_054303490.1_7214	2
lcl|NC_072373.2_cds_XP_054295518.1_7218	3
lcl|NC_072373.2_cds_XP_054295547.2_7220	2
lcl|NC_072373.2_cds_XP_054295796.1_7238	2
lcl|NC_072373.2_cds_XP_054295885.1_7264	3
lcl|NC_072373.2_cds_XP_054296070.1_7272	2
lcl|NC_072373.2_cds_XP_054296391.1_7295	2
lcl|NC_072373.2_cds_XP_054296270.1_7304	2
lcl|NC_072373.2_cds_XP_063524324.1_7343	1
lcl|NC_072373.2_cds_XP_063524437.1_7384	2
lcl|NC_072373.2_cds_XP_063524500.1_7397	1
lcl|NC_072373.2_cds_XP_054293898.1_7422	1
lcl|NC_072373.2_cds_XP_063515916.1_7424	2
lcl|NC_072373.2_cds_XP_054297419.1_7440	2
lcl|NC_072373.2_cds_XP_054297759.1_7455	2
lcl|NC_072373.2_cds_XP_063516001.1_7474	2
lcl|NC_072373.2_cds_XP_063516109.1_7496	1
lcl|NC_072373.2_cds_XP_063516183.1_7543	3
lcl|NC_072373.2_cds_XP_063516291.1_7580	2
lcl|NC_072373.2_cds_XP_054299505.1_7585	2
lcl|NC_072373.2_cds_XP_054299528.1_7590	1
lcl|NC_072373.2_cds_XP_054299759.1_7619	1
lcl|NC_072373.2_cds_XP_054300280.1_7670	1
lcl|NC_072373.2_cds_XP_054300934.1_7770	2
lcl|NC_072373.2_cds_XP_054301359.1_7804	2
lcl|NC_072373.2_cds_XP_054301257.1_7810	2
lcl|NC_072373.2_cds_XP_063516987.1_7837	1
lcl|NC_072373.2_cds_XP_054301780.1_7865	3
lcl|NC_072373.2_cds_XP_063517003.1_7887	2
lcl|NC_085930.1_cds_XP_054336037.1_7959	1
lcl|NC_085930.1_cds_XP_063517516.1_7969	1
lcl|NC_085930.1_cds_XP_054338928.1_7990	3
lcl|NC_085930.1_cds_XP_054335530.1_8009	2
lcl|NC_085930.1_cds_XP_063517537.1_8023	1
lcl|NC_085930.1_cds_XP_063517538.1_8044	2
lcl|NC_085930.1_cds_XP_054335570.1_8045	1
lcl|NC_085930.1_cds_XP_054338959.2_8075	1
lcl|NC_085930.1_cds_XP_054335849.1_8153	1
lcl|NC_085930.1_cds_XP_054337483.1_8154	1
lcl|NC_085930.1_cds_XP_054337484.1_8160	3
lcl|NC_085930.1_cds_XP_054335796.1_8169	3
lcl|NC_085930.1_cds_XP_054335797.1_8172	2
lcl|NC_085930.1_cds_XP_063517654.1_8215	2
lcl|NC_085930.1_cds_XP_054338825.1_8225	2
lcl|NC_085930.1_cds_XP_054339578.1_8262	3
lcl|NC_085930.1_cds_XP_054339586.1_8263	2
lcl|NC_085930.1_cds_XP_063517668.1_8266	2
lcl|NC_085930.1_cds_XP_054337524.1_8284	2
lcl|NC_085930.1_cds_XP_063517679.1_8309	1
lcl|NC_085930.1_cds_XP_054338303.1_8340	1
lcl|NC_085930.1_cds_XP_054335983.1_8356	3
lcl|NC_085930.1_cds_XP_063517703.1_8367	1
lcl|NC_085930.1_cds_XP_054336641.1_8375	3
lcl|NC_085930.1_cds_XP_054336642.1_8380	3
lcl|NC_085930.1_cds_XP_054336670.1_8390	3
lcl|NC_085930.1_cds_XP_054338993.1_8411	2
lcl|NC_085930.1_cds_XP_054337207.1_8476	1
lcl|NC_085930.1_cds_XP_054337032.1_8528	2
lcl|NC_085930.1_cds_XP_054337035.1_8532	3
lcl|NC_085930.1_cds_XP_054337048.1_8562	3
lcl|NC_085930.1_cds_XP_054339310.1_8581	1
lcl|NC_085930.1_cds_XP_054339795.1_8599	1
lcl|NC_085930.1_cds_XP_063517738.1_8608	2
lcl|NC_085930.1_cds_XP_054338421.1_8620	1
lcl|NC_085930.1_cds_XP_054336616.1_8633	2
lcl|NC_085930.1_cds_XP_054336885.1_8639	1
lcl|NC_085930.1_cds_XP_054336891.1_8651	2
lcl|NC_085930.1_cds_XP_054336903.1_8658	3
lcl|NC_085930.1_cds_XP_054337481.1_8697	1
lcl|NC_085930.1_cds_XP_054336743.1_8726	3
lcl|NC_085930.1_cds_XP_054336757.1_8739	2
lcl|NC_085930.1_cds_XP_054337461.1_8757	2
lcl|NC_085930.1_cds_XP_054337217.1_8766	3
lcl|NC_085930.1_cds_XP_063518680.1_8814	1
lcl|NC_085930.1_cds_XP_054338146.2_8826	3
lcl|NC_085930.1_cds_XP_063518690.1_8854	3
lcl|NC_085930.1_cds_XP_054338188.1_8884	2
lcl|NC_085930.1_cds_XP_054338222.1_8928	1
lcl|NC_085930.1_cds_XP_054338224.1_8930	1
lcl|NC_085930.1_cds_XP_054338227.1_8935	3
lcl|NC_085930.1_cds_XP_054335885.1_8945	3
lcl|NC_085930.1_cds_XP_054339706.1_8959	2
lcl|NC_085930.1_cds_XP_054336295.1_8966	1
lcl|NC_085930.1_cds_XP_054336301.1_8968	2
lcl|NC_085930.1_cds_XP_054336296.1_8981	3
lcl|NC_085930.1_cds_XP_054337322.1_9042	2
lcl|NC_085930.1_cds_XP_054337363.1_9082	3
lcl|NC_085930.1_cds_XP_054337374.1_9090	2
lcl|NC_085930.1_cds_XP_054337414.1_9147	3
lcl|NC_085930.1_cds_XP_054330143.1_9194	3
lcl|NC_085930.1_cds_XP_063517841.1_9243	3
lcl|NC_085930.1_cds_XP_054338904.1_9263	1
lcl|NC_085930.1_cds_XP_063517883.1_9282	2
lcl|NC_085930.1_cds_XP_054338463.1_9298	1
lcl|NC_085930.1_cds_XP_054338724.1_9322	1
lcl|NC_085930.1_cds_XP_054338871.1_9325	1
lcl|NC_085930.1_cds_XP_054338092.1_9333	1
lcl|NC_085930.1_cds_XP_054339008.1_9340	2
lcl|NC_085930.1_cds_XP_054337262.1_9344	2
lcl|NC_085930.1_cds_XP_054337515.1_9392	2
lcl|NC_085930.1_cds_XP_054338703.1_9404	2
lcl|NC_085930.1_cds_XP_054339368.1_9431	2
lcl|NC_085930.1_cds_XP_063517925.1_9438	2
lcl|NC_085930.1_cds_XP_054339791.1_9471	2
lcl|NC_085930.1_cds_XP_063517949.1_9474	1
lcl|NC_085930.1_cds_XP_054339972.1_9483	2
lcl|NC_085930.1_cds_XP_054338448.1_9501	2
lcl|NC_085930.1_cds_XP_054339394.1_9517	1
lcl|NC_085930.1_cds_XP_054336696.1_9541	1
lcl|NC_085930.1_cds_XP_054335617.1_9600	1
lcl|NC_085930.1_cds_XP_063517102.1_9616	2
lcl|NC_085930.1_cds_XP_063517114.1_9637	2
lcl|NC_085930.1_cds_XP_054337997.1_9657	2
lcl|NC_085930.1_cds_XP_054338005.1_9670	1
lcl|NC_085930.1_cds_XP_054338019.1_9675	1
lcl|NC_085930.1_cds_XP_054337162.2_9684	2
lcl|NC_085930.1_cds_XP_054339820.1_9712	1
lcl|NC_085930.1_cds_XP_054339853.1_9728	3
lcl|NC_085930.1_cds_XP_054339864.1_9739	1
lcl|NC_085930.1_cds_XP_054339869.1_9743	1
lcl|NC_085930.1_cds_XP_054339870.1_9744	1
lcl|NC_085930.1_cds_XP_063517161.1_9747	3
lcl|NC_085930.1_cds_XP_054339880.1_9764	3
lcl|NC_085930.1_cds_XP_054339871.1_9821	3
lcl|NC_085930.1_cds_XP_054335754.1_9823	2
lcl|NC_085930.1_cds_XP_054335757.1_9828	3
lcl|NC_085930.1_cds_XP_054339720.1_9842	3
lcl|NC_085930.1_cds_XP_063517982.1_9854	2
lcl|NC_085930.1_cds_XP_054335926.1_9920	3
lcl|NC_085930.1_cds_XP_054335920.1_9926	3
lcl|NC_085930.1_cds_XP_054339597.1_9930	3
lcl|NC_085930.1_cds_XP_054339606.1_9939	2
lcl|NC_085930.1_cds_XP_054339607.1_9950	3
lcl|NC_085930.1_cds_XP_063518022.1_9970	2
lcl|NC_085930.1_cds_XP_054337950.1_10024	3
lcl|NC_085930.1_cds_XP_054337944.1_10032	3
lcl|NC_085930.1_cds_XP_054337947.1_10037	3
lcl|NC_085930.1_cds_XP_054337962.1_10045	3
lcl|NC_085930.1_cds_XP_054337625.1_10063	3
lcl|NC_085930.1_cds_XP_054337573.1_10079	3
lcl|NC_085930.1_cds_XP_054337637.1_10081	3
lcl|NC_085930.1_cds_XP_054337632.1_10096	3
lcl|NC_085930.1_cds_XP_054337584.1_10122	3
lcl|NC_085930.1_cds_XP_054337586.1_10150	3
lcl|NC_085930.1_cds_XP_063517213.1_10171	3
lcl|NC_085930.1_cds_XP_054337630.1_10194	3
lcl|NC_085930.1_cds_XP_054337574.1_10237	3
lcl|NC_085930.1_cds_XP_054337580.1_10262	3
lcl|NC_085930.1_cds_XP_063517260.1_10277	1
lcl|NC_085930.1_cds_XP_054337755.1_10287	3
lcl|NC_085930.1_cds_XP_054337786.1_10321	1
lcl|NC_085930.1_cds_XP_054337839.1_10349	3
lcl|NC_085930.1_cds_XP_054337846.1_10351	3
lcl|NC_085930.1_cds_XP_054337871.1_10359	3
lcl|NC_085930.1_cds_XP_054337868.1_10364	3
lcl|NC_085930.1_cds_XP_063517298.1_10379	3
lcl|NC_085930.1_cds_XP_054337892.1_10384	3
lcl|NC_085930.1_cds_XP_054337923.1_10423	3
lcl|NC_085930.1_cds_XP_054338061.1_10447	3
lcl|NC_085930.1_cds_XP_054338594.1_10466	1
lcl|NC_085930.1_cds_XP_054339498.1_10488	1
lcl|NC_085930.1_cds_XP_054339507.1_10519	1
lcl|NC_085930.1_cds_XP_054335520.1_10539	1
lcl|NC_085930.1_cds_XP_054335526.1_10553	2
lcl|NC_085930.1_cds_XP_063517316.1_10608	2
lcl|NC_085930.1_cds_XP_054335733.1_10645	3
lcl|NC_085930.1_cds_XP_054338385.1_10654	1
lcl|NC_085930.1_cds_XP_054338395.1_10693	1
lcl|NC_085930.1_cds_XP_054339400.1_10708	3
lcl|NC_085930.1_cds_XP_063518083.1_10723	1
lcl|NC_085930.1_cds_XP_054339454.1_10735	1
lcl|NC_085930.1_cds_XP_054337462.1_10738	1
lcl|NC_085930.1_cds_XP_054338352.1_10741	1
