seqname	GC	AT	GC_skew	GC3	GC_avg_stretch	AT_avg_stretch
lcl|NC_072373.2_cds_XP_054303981.1_416	50.73	49.27	0.01163	59.08	3.73	3.91
lcl|NC_072373.2_cds_XP_054301233.1_428	44.07	55.93	0.03846	40.59	3.65	4.19
lcl|NC_072373.2_cds_XP_063527716.1_455	64.07	35.93	0.08126	78.29	4.42	3.39
lcl|NC_072373.2_cds_XP_054323662.1_533	41.77	58.23	0.06182	36.62	3.55	4.28
lcl|NC_072373.2_cds_XP_054323864.1_556	62.20	37.8	0.04958	72.25	4.44	3.51
lcl|NC_072373.2_cds_XP_054340907.1_562	51.23	48.77	0.08846	64.43	3.86	3.92
lcl|NC_072373.2_cds_XP_063527724.1_602	51.45	48.55	-0.10169	40.19	3.70	3.78
lcl|NC_072373.2_cds_XP_054330343.1_622	37.18	62.82	0.03514	33.43	3.36	4.57
lcl|NC_072373.2_cds_XP_054348548.1_634	45.40	54.6	0.08804	39.48	3.63	4.07
lcl|NC_072373.2_cds_XP_054307677.1_641	48.28	51.72	0.02190	44.32	3.69	4.12
lcl|NC_072373.2_cds_XP_054307799.1_653	43.21	56.79	-0.10036	49.13	3.43	4.11
lcl|NC_072373.2_cds_XP_063527844.1_657	47.30	52.7	-0.04698	51.81	3.67	4.13
lcl|NC_072373.2_cds_XP_054323948.1_677	43.74	56.26	0.08008	37.42	3.62	4.30
lcl|NC_072373.2_cds_XP_054305938.1_708	43.69	56.31	0.06513	39.17	3.52	4.31
lcl|NC_072373.2_cds_XP_054334713.1_718	42.12	57.88	0.10983	36.68	3.43	4.17
lcl|NC_072373.2_cds_XP_054340278.1_756	45.85	54.15	-0.02557	42.84	3.52	4.08
lcl|NC_072373.2_cds_XP_054308020.1_767	40.89	59.11	0.15183	40.72	3.53	4.26
lcl|NC_072373.2_cds_XP_054308208.1_771	54.29	45.71	-0.00879	67.51	3.97	3.88
lcl|NC_072373.2_cds_XP_054335213.1_783	43.24	56.76	0.09104	35.43	3.76	4.22
lcl|NC_072373.2_cds_XP_054313488.1_833	43.23	56.77	-0.00560	40.19	3.37	3.94
lcl|NC_072373.2_cds_XP_054336201.1_862	52.46	47.54	0.06675	65.05	3.99	3.81
lcl|NC_072373.2_cds_XP_063528522.1_886	38.81	61.19	0.09037	31.68	3.43	4.48
lcl|NC_072373.2_cds_XP_054330756.1_903	60.44	39.56	0.03714	69.74	4.07	3.52
lcl|NC_072373.2_cds_XP_054305396.1_909	57.66	42.34	-0.06053	76.07	4.12	3.58
lcl|NC_072373.2_cds_XP_054341865.1_925	48.27	51.73	-0.01875	44.83	3.79	3.91
lcl|NC_072373.2_cds_XP_054336704.1_1008	53.30	46.7	-0.03734	66.79	3.95	3.75
lcl|NC_072373.2_cds_XP_054308447.1_1029	55.29	44.71	-0.10026	71.81	3.80	3.65
lcl|NC_072373.2_cds_XP_054322711.1_1092	52.83	47.17	0.05427	61.18	4.06	3.74
lcl|NC_072373.2_cds_XP_054322793.1_1102	60.33	39.67	-0.04777	73.10	4.11	3.39
lcl|NC_072373.2_cds_XP_054322815.1_1113	57.83	42.17	-0.04853	70.67	4.14	3.63
lcl|NC_072373.2_cds_XP_054302389.1_1128	56.88	43.12	-0.05735	71.99	4.04	3.58
lcl|NC_072373.2_cds_XP_054335100.1_1130	60.35	39.65	-0.08402	71.22	4.22	3.71
lcl|NC_072373.2_cds_XP_054333473.1_1160	41.73	58.27	0.05297	37.55	3.43	4.17
lcl|NC_072373.2_cds_XP_063503022.1_1169	50.70	49.3	0.02594	60.23	3.68	3.67
lcl|NC_072373.2_cds_XP_054313264.1_1197	60.84	39.16	0.06939	75.91	4.25	3.40
lcl|NC_072373.2_cds_XP_054317923.1_1219	47.90	52.1	0.06306	47.64	3.78	3.96
lcl|NC_072373.2_cds_XP_063503224.1_1229	51.90	48.1	0.05804	51.26	3.93	3.81
lcl|NC_072373.2_cds_XP_054318068.1_1241	61.54	38.46	-0.08898	75.21	4.22	3.48
lcl|NC_072373.2_cds_XP_054318018.1_1262	50.93	49.07	0.00503	55.66	3.84	3.89
lcl|NC_072373.2_cds_XP_054317856.1_1276	58.08	41.92	-0.07831	66.88	4.14	3.57
lcl|NC_072373.2_cds_XP_054318738.1_1314	56.10	43.9	-0.04106	77.19	3.91	3.46
lcl|NC_072373.2_cds_XP_054318766.1_1317	59.99	40.01	0.01900	79.00	4.29	3.46
lcl|NC_072373.2_cds_XP_054318929.1_1338	41.19	58.81	0.02336	33.62	3.49	4.22
lcl|NC_072373.2_cds_XP_054305695.1_1345	38.08	61.92	0.10616	29.96	3.36	4.30
lcl|NC_072373.2_cds_XP_063503528.1_1354	47.27	52.73	-0.00157	46.82	4.27	3.99
lcl|NC_072373.2_cds_XP_054335463.1_1367	41.09	58.91	-0.03042	37.11	3.53	4.50
lcl|NC_072373.2_cds_XP_054308076.1_1389	45.27	54.73	0.00157	45.70	3.43	4.18
lcl|NC_072373.2_cds_XP_054308100.1_1390	37.40	62.6	0.05583	27.91	3.33	4.53
lcl|NC_072373.2_cds_XP_054308115.1_1391	36.80	63.2	0.04802	31.11	3.50	4.57
lcl|NC_072373.2_cds_XP_054308224.1_1403	39.37	60.63	0.10515	27.92	3.45	4.40
lcl|NC_072373.2_cds_XP_063503734.1_1407	40.59	59.41	0.01606	37.87	3.50	4.33
lcl|NC_072373.2_cds_XP_054306827.1_1461	42.61	57.39	0.10292	32.79	3.73	4.06
lcl|NC_072373.2_cds_XP_054306859.1_1466	49.86	50.14	-0.33145	42.81	3.57	3.89
lcl|NC_072373.2_cds_XP_054305352.1_1470	45.23	54.77	0.03177	38.44	3.54	4.08
lcl|NC_072373.2_cds_XP_063504049.1_1477	37.74	62.26	0.03481	35.04	3.47	4.40
lcl|NC_072373.2_cds_XP_054291823.1_1509	51.42	48.58	0.08304	56.30	3.79	3.85
lcl|NC_072373.2_cds_XP_054331133.1_1510	42.76	57.24	0.11018	37.79	3.74	4.24
lcl|NC_072373.2_cds_XP_063504297.1_1540	47.85	52.15	-0.09788	48.15	3.47	3.91
lcl|NC_072373.2_cds_XP_054299445.1_1547	52.96	47.04	0.08065	55.70	3.81	3.58
lcl|NC_072373.2_cds_XP_054311423.1_1549	51.38	48.62	0.07258	54.01	4.00	3.66
lcl|NC_072373.2_cds_XP_054311450.1_1552	44.57	55.43	0.09776	38.11	3.60	4.08
lcl|NC_072373.2_cds_XP_054340611.1_1576	44.59	55.41	-0.02216	55.62	3.45	4.05
lcl|NC_072373.2_cds_XP_063504417.1_1583	54.69	45.31	-0.01214	69.57	3.96	3.86
lcl|NC_072373.2_cds_XP_054312689.1_1603	67.09	32.91	-0.02562	72.54	4.81	3.40
lcl|NC_072373.2_cds_XP_054309898.1_1628	41.91	58.09	0.04551	33.79	3.50	4.10
lcl|NC_072373.2_cds_XP_054312002.1_1650	43.51	56.49	0.06461	40.97	3.44	4.07
lcl|NC_072373.2_cds_XP_054312904.1_1657	39.79	60.21	0.10040	39.50	3.57	4.36
lcl|NC_072373.2_cds_XP_054313898.2_1666	51.08	48.92	0.00329	50.38	3.64	3.84
lcl|NC_072373.2_cds_XP_054317093.1_1701	49.68	50.32	-0.00208	52.36	3.70	3.93
lcl|NC_072373.2_cds_XP_063504495.1_1703	55.17	44.83	-0.00342	56.64	3.75	3.85
lcl|NC_072373.2_cds_XP_054304027.1_1706	55.96	44.04	-0.02208	68.19	4.03	3.56
lcl|NC_072373.2_cds_XP_054311340.1_1707	54.11	45.89	0.00653	59.93	3.77	3.54
lcl|NC_072373.2_cds_XP_054303851.1_1713	56.20	43.8	0.00431	67.01	3.94	3.61
lcl|NC_072373.2_cds_XP_054350486.1_1721	59.00	41	0.07866	73.62	4.09	3.59
lcl|NC_072373.2_cds_XP_054305585.1_1727	43.44	56.56	0.13202	43.16	3.36	4.02
lcl|NC_072373.2_cds_XP_063504544.1_1749	48.31	51.69	-0.05046	40.26	3.52	3.87
lcl|NC_072373.2_cds_XP_054321750.1_1783	35.04	64.96	0.07705	33.30	3.42	4.81
lcl|NC_072373.2_cds_XP_054312014.1_1793	39.10	60.9	0.04484	29.64	3.48	4.46
lcl|NC_072373.2_cds_XP_054312133.1_1805	48.08	51.92	-0.01833	50.92	3.82	3.86
lcl|NC_072373.2_cds_XP_054337820.1_1836	46.81	53.19	-0.06843	33.07	3.54	4.02
lcl|NC_072373.2_cds_XP_054357656.1_1860	40.45	59.55	0.01147	44.66	3.44	4.34
lcl|NC_072373.2_cds_XP_054351339.1_1879	42.51	57.49	-0.02150	39.91	3.44	4.20
lcl|NC_072373.2_cds_XP_054351455.1_1889	49.88	50.12	-0.03030	51.07	3.55	3.74
lcl|NC_072373.2_cds_XP_054351448.1_1891	45.01	54.99	-0.09869	45.29	3.49	4.04
lcl|NC_072373.2_cds_XP_054298488.1_1949	43.99	56.01	0.03231	33.48	3.44	4.24
lcl|NC_072373.2_cds_XP_054298618.1_1960	43.78	56.22	0.01323	53.01	3.48	4.22
lcl|NC_072373.2_cds_XP_054308649.1_1975	57.50	42.5	0.11753	71.56	3.88	3.58
lcl|NC_072373.2_cds_XP_054359303.1_2022	50.23	49.77	-0.00155	58.29	3.66	3.68
lcl|NC_072373.2_cds_XP_054359880.1_2100	62.73	37.27	-0.03137	67.89	4.21	3.36
lcl|NC_072373.2_cds_XP_054291455.1_2140	58.07	41.93	0.11679	58.31	3.95	3.46
lcl|NC_072373.2_cds_XP_054307030.1_2189	48.98	51.02	0.03889	52.65	3.72	3.76
lcl|NC_072373.2_cds_XP_054305187.1_2213	51.88	48.12	-0.00561	64.37	3.69	3.96
lcl|NC_072373.2_cds_XP_054294106.1_2214	56.74	43.26	0.01036	72.87	3.97	3.27
lcl|NC_072373.2_cds_XP_054317597.1_2221	63.25	36.75	-0.06769	68.90	4.36	3.41
lcl|NC_072373.2_cds_XP_054353306.1_2274	48.83	51.17	0.13117	54.01	3.62	3.75
lcl|NC_072373.2_cds_XP_054336661.1_2318	53.59	46.41	-0.08095	56.16	3.93	3.84
lcl|NC_072373.2_cds_XP_054340012.1_2332	56.80	43.2	-0.04173	63.05	3.97	3.76
lcl|NC_072373.2_cds_XP_054306331.1_2353	62.97	37.03	-0.08924	69.17	4.16	3.39
lcl|NC_072373.2_cds_XP_054291618.1_2359	63.14	36.86	0.01701	74.91	4.28	3.46
lcl|NC_072373.2_cds_XP_054291584.1_2367	61.07	38.93	-0.04770	73.02	4.04	3.44
lcl|NC_072373.2_cds_XP_054304200.1_2395	59.07	40.93	0.17346	61.36	4.28	3.69
lcl|NC_072373.2_cds_XP_054309685.1_2396	61.99	38.01	0.02123	67.00	4.18	3.37
lcl|NC_072373.2_cds_XP_054306443.1_2404	56.58	43.42	0.00794	68.77	3.79	3.63
lcl|NC_072373.2_cds_XP_054335626.1_2437	55.52	44.48	-0.02597	65.00	3.83	3.57
lcl|NC_072373.2_cds_XP_054314132.1_2476	58.69	41.31	0.00706	68.52	4.23	3.49
lcl|NC_072373.2_cds_XP_054314379.1_2513	50.21	49.79	0.03050	49.91	3.70	3.73
lcl|NC_072373.2_cds_XP_063511469.1_2567	44.03	55.97	-0.00688	39.90	3.53	4.07
lcl|NC_072373.2_cds_XP_063513577.1_2578	64.04	35.96	-0.07107	69.13	4.63	3.78
lcl|NC_072373.2_cds_XP_063506566.1_2613	56.15	43.85	0.01095	62.40	3.90	3.46
lcl|NC_072373.2_cds_XP_054315705.1_2679	61.80	38.2	-0.04551	66.82	4.13	3.68
lcl|NC_072373.2_cds_XP_054316283.2_2749	51.01	48.99	-0.02272	55.46	3.71	3.84
lcl|NC_072373.2_cds_XP_054316484.1_2775	54.52	45.48	-0.02173	73.14	3.95	3.50
lcl|NC_072373.2_cds_XP_054316540.1_2826	52.87	47.13	-0.09266	51.79	3.96	3.65
lcl|NC_072373.2_cds_XP_054317072.1_2851	45.01	54.99	0.01842	44.10	3.58	4.11
lcl|NC_072373.2_cds_XP_054317482.1_2872	62.02	37.98	-0.06418	68.18	4.33	3.43
lcl|NC_072373.2_cds_XP_054297863.1_2888	53.03	46.97	-0.00227	62.97	3.77	3.74
lcl|NC_072373.2_cds_XP_054298466.1_2890	60.51	39.49	0.03216	75.99	4.43	3.62
lcl|NC_072373.2_cds_XP_063517120.1_2989	49.67	50.33	0.03430	35.49	3.59	3.53
lcl|NC_072373.2_cds_XP_054335399.1_2990	54.90	45.1	-0.00374	47.98	3.72	3.66
lcl|NC_072373.2_cds_XP_054335400.1_2991	57.42	42.58	-0.04385	47.12	3.76	3.45
lcl|NC_072373.2_cds_XP_054335402.1_2993	59.44	40.56	0.26780	71.52	4.46	4.04
lcl|NC_072373.2_cds_XP_054335403.1_2994	47.85	52.15	0.05928	39.78	3.49	3.82
lcl|NC_072373.2_cds_XP_054329969.1_3043	58.86	41.14	0.17498	68.52	4.16	3.44
lcl|NC_072373.2_cds_XP_063519492.1_3047	51.31	48.69	-0.07182	51.59	3.62	3.75
lcl|NC_072373.2_cds_XP_054330074.1_3071	60.65	39.35	-0.04543	64.37	4.15	3.59
lcl|NC_072373.2_cds_XP_063507137.1_3109	64.63	35.37	-0.08284	70.78	5.04	3.53
lcl|NC_072373.2_cds_XP_063519664.1_3143	50.55	49.45	0.02725	52.41	3.78	3.69
lcl|NC_072373.2_cds_XP_054330520.2_3150	52.04	47.96	-0.01046	50.88	3.93	3.84
lcl|NC_072373.2_cds_XP_063519832.1_3188	64.45	35.55	-0.09288	66.82	4.46	3.40
lcl|NC_072373.2_cds_XP_054330429.1_3203	50.87	49.13	-0.14119	47.95	3.78	3.88
lcl|NC_072373.2_cds_XP_054311756.1_3245	55.53	44.47	0.09673	59.00	3.79	3.57
lcl|NC_072373.2_cds_XP_054308665.1_3297	56.37	43.63	-0.12060	53.47	4.03	3.75
lcl|NC_072373.2_cds_XP_063520036.1_3305	47.68	52.32	0.11550	49.02	3.75	4.16
lcl|NC_072373.2_cds_XP_054308687.1_3346	54.97	45.03	0.02492	55.99	3.97	3.56
lcl|NC_072373.2_cds_XP_054308700.1_3350	58.88	41.12	0.14124	62.57	4.12	3.52
lcl|NC_072373.2_cds_XP_054332602.1_3386	51.65	48.35	0.03001	55.45	3.64	3.62
lcl|NC_072373.2_cds_XP_054310390.1_3403	53.87	46.13	-0.00075	55.46	3.76	3.61
lcl|NC_072373.2_cds_XP_063507525.1_3428	41.98	58.02	0.02892	39.30	3.41	4.24
lcl|NC_072373.2_cds_XP_054322945.1_3429	44.15	55.85	0.13531	43.27	3.48	3.89
lcl|NC_072373.2_cds_XP_063507569.1_3443	47.89	52.11	0.01011	47.18	3.64	3.69
lcl|NC_072373.2_cds_XP_054336810.1_3444	49.76	50.24	0.02067	56.03	3.61	3.83
lcl|NC_072373.2_cds_XP_054299227.1_3450	57.12	42.88	0.05703	69.32	4.13	3.85
lcl|NC_072373.2_cds_XP_054314093.1_3452	59.04	40.96	0.01754	76.29	3.99	3.47
lcl|NC_072373.2_cds_XP_054314128.1_3460	49.61	50.39	0.03543	55.66	3.81	3.68
lcl|NC_072373.2_cds_XP_054319052.1_3484	33.81	66.19	0.16448	28.66	3.41	4.54
lcl|NC_072373.2_cds_XP_054293790.1_3497	42.37	57.63	0.02030	40.22	3.43	4.13
lcl|NC_072373.2_cds_XP_054319247.1_3502	48.50	51.5	0.01972	44.22	4.41	3.98
lcl|NC_072373.2_cds_XP_054319320.1_3511	50.62	49.38	-0.12070	49.45	3.79	3.99
lcl|NC_072373.2_cds_XP_054319500.1_3547	45.91	54.09	0.06124	40.82	3.94	4.13
lcl|NC_072373.2_cds_XP_054299334.1_3554	45.06	54.94	-0.01041	44.93	3.77	4.11
lcl|NC_072373.2_cds_XP_054321816.1_3569	57.24	42.76	-0.02784	69.82	4.14	3.52
lcl|NC_072373.2_cds_XP_054338805.1_3678	56.31	43.69	0.05085	53.07	4.30	3.66
lcl|NC_072373.2_cds_XP_054341831.1_3691	55.24	44.76	0.01806	69.62	4.26	3.57
lcl|NC_072373.2_cds_XP_054293282.1_3713	60.76	39.24	-0.01496	80.00	4.29	3.60
lcl|NC_072373.2_cds_XP_054320094.1_3738	52.04	47.96	0.05710	56.11	4.69	4.05
lcl|NC_072373.2_cds_XP_054350594.1_3750	61.26	38.74	-0.04886	72.55	4.30	3.38
lcl|NC_072373.2_cds_XP_054348983.1_3753	53.39	46.61	-0.07020	64.20	3.75	3.64
lcl|NC_072373.2_cds_XP_054337103.1_3764	42.20	57.8	0.06003	32.90	3.56	4.14
lcl|NC_072373.2_cds_XP_054339579.1_3781	43.17	56.83	-0.05166	39.55	3.51	4.33
lcl|NC_072373.2_cds_XP_054350842.1_3804	42.33	57.67	0.09749	42.33	3.58	4.34
lcl|NC_072373.2_cds_XP_054306650.1_3856	51.84	48.16	0.12690	28.48	3.87	3.96
lcl|NC_072373.2_cds_XP_054331061.1_3918	40.22	59.78	0.09071	31.60	3.42	4.35
lcl|NC_072373.2_cds_XP_054293922.1_3934	44.51	55.49	0.07007	38.21	3.57	4.09
lcl|NC_072373.2_cds_XP_054331754.1_3982	40.16	59.84	0.01569	33.39	3.31	4.39
lcl|NC_072373.2_cds_XP_054331791.1_3986	52.52	47.48	-0.03210	63.81	3.80	3.86
lcl|NC_072373.2_cds_XP_054331802.1_3990	41.84	58.16	0.10665	35.47	3.72	4.16
lcl|NC_072373.2_cds_XP_063520673.1_4031	35.81	64.19	0.16080	29.82	3.26	4.42
lcl|NC_072373.2_cds_XP_054332239.1_4047	42.48	57.52	0.10201	39.44	3.55	4.04
lcl|NC_072373.2_cds_XP_054332380.1_4078	38.72	61.28	0.06769	29.95	3.41	4.45
lcl|NC_072373.2_cds_XP_054332443.1_4084	38.74	61.26	0.02005	33.33	3.36	4.34
lcl|NC_072373.2_cds_XP_054332474.1_4086	49.55	50.45	-0.02187	53.77	3.75	4.05
lcl|NC_072373.2_cds_XP_054340775.1_4111	35.54	64.46	0.11169	27.09	3.30	4.48
lcl|NC_072373.2_cds_XP_054332742.1_4113	38.40	61.6	0.03488	30.17	3.38	4.36
lcl|NC_072373.2_cds_XP_054333021.1_4146	42.30	57.7	-0.04954	47.26	3.38	4.21
lcl|NC_072373.2_cds_XP_063509173.1_4191	39.95	60.05	0.09030	29.46	3.51	4.38
lcl|NC_072373.2_cds_XP_054333740.1_4207	40.04	59.96	0.02004	31.84	3.49	4.35
lcl|NC_072373.2_cds_XP_054333719.1_4209	45.06	54.94	0.00566	41.42	3.58	4.05
lcl|NC_072373.2_cds_XP_054333705.1_4211	42.16	57.84	-0.01005	37.50	3.52	4.44
lcl|NC_072373.2_cds_XP_054334042.1_4238	47.70	52.3	0.13692	27.93	3.64	4.13
lcl|NC_072373.2_cds_XP_054334098.2_4272	49.35	50.65	0.06744	47.13	4.63	4.38
lcl|NC_072373.2_cds_XP_054334101.1_4275	40.28	59.72	0.00928	38.12	3.62	4.48
lcl|NC_072373.2_cds_XP_054342876.1_4336	41.10	58.9	0.05936	39.19	3.47	4.25
lcl|NC_072373.2_cds_XP_063509733.1_4355	43.38	56.62	-0.00842	41.44	3.52	4.23
lcl|NC_072373.2_cds_XP_063510001.1_4410	38.89	61.11	0.08280	30.25	3.43	4.40
lcl|NC_072373.2_cds_XP_054336129.1_4420	41.30	58.7	0.06786	31.42	3.32	4.25
lcl|NC_072373.2_cds_XP_054304669.1_4444	38.27	61.73	-0.02693	31.34	3.93	4.56
lcl|NC_072373.2_cds_XP_054338142.1_4471	47.28	52.72	0.22130	40.77	3.55	4.11
lcl|NC_072373.2_cds_XP_054338182.1_4474	43.38	56.62	0.01838	38.88	3.49	4.26
lcl|NC_072373.2_cds_XP_054338167.1_4475	41.56	58.44	-0.06184	39.21	3.50	4.46
lcl|NC_072373.2_cds_XP_054338933.1_4510	44.49	55.51	-0.01357	41.16	3.65	4.03
lcl|NC_072373.2_cds_XP_054339447.1_4533	47.74	52.26	-0.05340	48.78	3.51	4.19
lcl|NC_072373.2_cds_XP_054339743.1_4576	40.13	59.87	0.06954	31.72	3.65	4.30
lcl|NC_072373.2_cds_XP_063510564.1_4583	47.80	52.2	-0.11184	39.62	3.97	4.16
lcl|NC_072373.2_cds_XP_054341540.1_4605	38.56	61.44	0.02001	36.36	3.31	4.43
lcl|NC_072373.2_cds_XP_063510637.1_4614	51.16	48.84	-0.02430	50.64	3.92	3.81
lcl|NC_072373.2_cds_XP_054340072.1_4632	47.79	52.21	0.04469	59.48	3.69	4.18
lcl|NC_072373.2_cds_XP_054303249.1_4643	49.82	50.18	-0.03084	55.86	3.96	3.91
lcl|NC_072373.2_cds_XP_054349607.1_4651	49.27	50.73	-0.09942	51.33	3.84	3.95
lcl|NC_072373.2_cds_XP_054340526.1_4670	41.57	58.43	0.01993	35.08	3.47	4.21
lcl|NC_072373.2_cds_XP_054356773.1_4684	58.33	41.67	-0.02697	65.76	3.90	3.51
lcl|NC_072373.2_cds_XP_054358331.1_4691	38.01	61.99	0.25732	34.29	3.36	4.51
lcl|NC_072373.2_cds_XP_054340631.1_4693	45.24	54.76	0.08956	38.59	3.60	4.22
lcl|NC_072373.2_cds_XP_063511322.1_4770	44.24	55.76	0.06199	42.56	3.84	4.11
lcl|NC_072373.2_cds_XP_054342200.1_4836	57.16	42.84	-0.03812	72.20	3.80	3.68
lcl|NC_072373.2_cds_XP_054343112.1_4902	58.92	41.08	-0.00698	69.86	4.25	3.56
lcl|NC_072373.2_cds_XP_054343705.1_4964	40.83	59.17	0.05086	34.48	3.48	4.44
lcl|NC_072373.2_cds_XP_054343782.1_4997	50.54	49.46	-0.03427	52.77	3.64	3.59
lcl|NC_072373.2_cds_XP_054343836.1_4999	59.52	40.48	0.04308	65.03	4.06	3.41
lcl|NC_072373.2_cds_XP_054343815.1_5006	43.85	56.15	0.07676	39.06	3.42	4.11
lcl|NC_072373.2_cds_XP_054344013.1_5017	44.37	55.63	0.09483	44.34	3.71	4.08
lcl|NC_072373.2_cds_XP_054344191.1_5048	42.85	57.15	0.04225	35.68	3.39	4.00
lcl|NC_072373.2_cds_XP_054344842.1_5117	41.40	58.6	-0.04934	34.13	3.43	4.27
lcl|NC_072373.2_cds_XP_063521188.1_5188	59.16	40.84	-0.04231	62.81	4.26	3.74
lcl|NC_072373.2_cds_XP_063521222.1_5223	57.65	42.35	-0.04419	61.36	4.09	3.71
lcl|NC_072373.2_cds_XP_054346270.1_5282	55.62	44.38	-0.03284	60.88	4.37	3.74
lcl|NC_072373.2_cds_XP_054346301.1_5287	59.90	40.1	0.06004	72.74	4.31	3.43
lcl|NC_072373.2_cds_XP_063512715.1_5291	61.96	38.04	-0.07772	72.32	4.12	3.32
lcl|NC_072373.2_cds_XP_054292909.1_5393	56.44	43.56	-0.04028	69.51	3.82	3.41
lcl|NC_072373.2_cds_XP_054347149.1_5421	50.17	49.83	0.07548	54.27	3.82	3.67
lcl|NC_072373.2_cds_XP_054347349.1_5441	60.76	39.24	-0.02137	76.68	4.27	3.39
lcl|NC_072373.2_cds_XP_063513094.1_5451	58.65	41.35	-0.05241	63.00	4.06	3.46
lcl|NC_072373.2_cds_XP_054347674.1_5468	61.63	38.37	0.01519	72.87	4.41	3.41
lcl|NC_072373.2_cds_XP_054353035.1_5474	47.98	52.02	0.05628	57.79	3.60	3.96
lcl|NC_072373.2_cds_XP_054348261.1_5516	39.75	60.25	0.13470	38.40	3.49	4.33
lcl|NC_072373.2_cds_XP_054348523.1_5540	59.66	40.34	-0.13649	64.81	4.10	3.61
lcl|NC_072373.2_cds_XP_054349195.1_5635	39.79	60.21	0.03762	33.47	3.63	4.33
lcl|NC_072373.2_cds_XP_063521775.1_5719	46.43	53.57	0.07937	47.66	3.56	3.94
lcl|NC_072373.2_cds_XP_054350633.1_5745	50.47	49.53	0.08040	58.75	3.97	3.88
lcl|NC_072373.2_cds_XP_054309965.1_5761	66.27	33.73	0.00997	79.78	4.66	3.39
lcl|NC_072373.2_cds_XP_054304602.1_5790	57.61	42.39	-0.05660	79.02	4.24	3.41
lcl|NC_072373.2_cds_XP_054308481.1_5793	62.21	37.79	-0.11780	77.18	4.09	3.38
lcl|NC_072373.2_cds_XP_054351754.1_5812	49.37	50.63	0.05932	47.07	3.84	3.97
lcl|NC_072373.2_cds_XP_054351845.1_5824	66.23	33.77	-0.01733	73.04	4.71	3.49
lcl|NC_072373.2_cds_XP_054351931.2_5828	69.70	30.3	0.01147	64.75	4.93	3.39
lcl|NC_072373.2_cds_XP_054352056.1_5839	45.64	54.36	0.02799	39.84	3.57	4.13
lcl|NC_072373.2_cds_XP_063521981.1_5845	54.55	45.45	-0.01348	65.97	4.00	3.60
lcl|NC_072373.2_cds_XP_054352154.1_5849	47.83	52.17	0.02991	45.48	3.64	3.98
lcl|NC_072373.2_cds_XP_054352171.1_5851	43.36	56.64	0.17040	39.63	3.47	4.01
lcl|NC_072373.2_cds_XP_054352272.1_5861	49.71	50.29	0.01405	54.38	3.61	3.92
lcl|NC_072373.2_cds_XP_054352356.1_5869	42.39	57.61	0.02076	38.06	3.57	4.19
lcl|NC_072373.2_cds_XP_063522107.1_5883	36.36	63.64	0.02549	31.89	3.24	4.54
lcl|NC_072373.2_cds_XP_054352760.1_5898	38.36	61.64	0.00655	32.96	3.50	4.59
lcl|NC_072373.2_cds_XP_054352805.1_5906	66.84	33.16	-0.02494	79.39	4.91	3.20
lcl|NC_072373.2_cds_XP_054353022.1_5930	57.55	42.45	-0.05408	68.91	3.98	3.51
