seqname	GC	AT	GC_skew	GC3	GC_avg_stretch	AT_avg_stretch
lcl|NC_060925.1_cds_XP_054195998.1_1382	49.46	50.54	0.06893	54.74	3.61	3.89
lcl|NC_060925.1_cds_NP_055490.4_1385	67.94	32.06	0.14855	83.35	4.61	3.37
lcl|NC_060925.1_cds_XP_054191604.1_1414	63.26	36.74	-0.05129	77.79	4.31	3.51
lcl|NC_060925.1_cds_NP_060595.3_1489	62.92	37.08	-0.01407	81.33	4.25	3.53
lcl|NC_060925.1_cds_NP_689418.2_1523	58.97	41.03	-0.13594	84.76	4.11	3.48
lcl|NC_060925.1_cds_XP_054191533.1_1580	51.71	48.29	-0.01405	59.82	3.79	3.76
lcl|NC_060925.1_cds_NP_001362749.1_1586	53.53	46.47	0.02186	63.99	3.91	3.69
lcl|NC_060925.1_cds_NP_001034589.2_1690	60.22	39.78	-0.06145	75.49	4.13	3.53
lcl|NC_060925.1_cds_XP_054193813.1_1720	61.65	38.35	0.00508	78.85	4.30	3.33
lcl|NC_060925.1_cds_XP_054195327.1_1810	46.81	53.19	0.01187	42.64	3.57	4.07
lcl|NC_060925.1_cds_NP_001375129.1_1855	60.54	39.46	-0.01764	75.92	4.41	3.54
lcl|NC_060925.1_cds_NP_115612.4_1952	42.60	57.4	0.13897	41.02	3.72	4.22
lcl|NC_060925.1_cds_XP_054192210.1_1964	64.52	35.48	-0.07420	76.07	4.25	3.30
lcl|NC_060925.1_cds_NP_055685.3_1981	51.26	48.74	-0.00577	59.27	3.74	3.71
lcl|NC_060925.1_cds_NP_065387.1_1987	65.14	34.86	-0.04374	84.49	4.74	3.31
lcl|NC_060925.1_cds_NP_001296122.1_2004	58.40	41.6	-0.02378	77.65	4.20	3.71
lcl|NC_060925.1_cds_NP_001397691.1_2014	50.66	49.34	0.06886	45.96	4.22	4.10
lcl|NC_060925.1_cds_NP_001382390.1_2023	48.90	51.1	0.06835	51.53	3.76	3.93
lcl|NC_060925.1_cds_XP_054193504.1_2068	59.94	40.06	0.01860	72.82	4.15	3.60
lcl|NC_060925.1_cds_NP_689585.3_2108	57.77	42.23	0.03210	71.42	4.10	3.60
lcl|NC_060925.1_cds_NP_001353524.1_2161	50.38	49.62	-0.13175	38.63	4.02	4.08
lcl|NC_060925.1_cds_XP_054193270.1_2337	62.63	37.37	-0.00528	69.54	4.16	3.53
lcl|NC_060925.1_cds_NP_006006.3_2383	59.83	40.17	-0.08555	64.61	4.60	3.59
lcl|NC_060925.1_cds_NP_004663.3_2438	63.80	36.2	-0.00608	77.27	4.57	3.43
lcl|NC_060925.1_cds_NP_001358857.1_2450	66.56	33.44	-0.11021	73.88	4.57	3.31
lcl|NC_060925.1_cds_XP_054190960.1_2580	45.68	54.32	0.04385	41.87	3.57	4.19
lcl|NC_060925.1_cds_NP_005695.3_2672	61.60	38.4	-0.03964	79.82	4.50	3.48
lcl|NC_060925.1_cds_NP_001018494.1_2684	51.78	48.22	-0.00812	48.78	3.69	3.87
lcl|NC_060925.1_cds_NP_001847.3_2732	63.76	36.24	0.09186	56.57	4.30	3.42
lcl|NC_060925.1_cds_NP_001351786.1_2764	63.77	36.23	-0.03362	77.49	4.41	3.42
lcl|NC_060925.1_cds_NP_653170.3_2778	62.04	37.96	-0.00397	66.56	4.09	3.44
lcl|NC_060925.1_cds_NP_065939.2_2906	66.27	33.73	-0.14010	67.49	4.67	3.23
lcl|NC_060925.1_cds_NP_001372041.1_3005	61.19	38.81	-0.14021	67.12	4.25	3.35
lcl|NC_060925.1_cds_NP_660281.3_3007	53.00	47	0.06988	55.94	3.68	3.74
lcl|NC_060925.1_cds_NP_001268885.1_3023	57.62	42.38	-0.05925	69.25	3.99	3.53
lcl|NC_060925.1_cds_NP_001073887.1_3048	66.77	33.23	-0.02700	79.29	4.91	3.25
lcl|NC_060925.1_cds_NP_009098.3_3052	38.21	61.79	0.00789	32.43	3.51	4.64
lcl|NC_060925.1_cds_XP_054194758.1_3056	35.99	64.01	0.02560	31.24	3.28	4.54
lcl|NC_060925.1_cds_NP_001362582.1_3080	42.42	57.58	0.01873	38.08	3.57	4.19
lcl|NC_060925.1_cds_XP_054194779.1_3100	49.48	50.52	0.01277	53.84	3.61	3.96
lcl|NC_060925.1_cds_NP_071394.2_3127	43.46	56.54	0.16543	39.78	3.46	4.00
lcl|NC_060925.1_cds_NP_060099.2_3128	47.53	52.47	0.03011	44.66	3.64	3.99
lcl|NC_060925.1_cds_XP_054191944.1_3136	54.74	45.26	-0.01556	66.55	3.99	3.62
lcl|NC_060925.1_cds_XP_054190794.1_3139	45.53	54.47	0.02721	39.49	3.59	4.14
lcl|NC_060925.1_cds_NP_060537.3_3161	66.47	33.53	-0.02204	73.87	4.69	3.49
lcl|NC_060925.1_cds_NP_001308400.1_3165	49.55	50.45	0.05419	47.49	3.87	3.96
lcl|NC_060925.1_cds_XP_054194731.1_3183	60.02	39.98	-0.00199	65.39	4.32	3.45
lcl|NC_060925.1_cds_NP_724781.1_3215	61.92	38.08	-0.11651	76.04	4.01	3.34
lcl|NC_060925.1_cds_NP_000822.2_3218	57.61	42.39	-0.06038	79.02	4.30	3.43
lcl|NC_060925.1_cds_NP_001092909.1_3270	66.24	33.76	0.00648	80.57	4.72	3.38
lcl|NC_060925.1_cds_NP_005531.2_3287	49.20	50.8	0.05263	57.77	3.71	3.89
lcl|NC_060925.1_cds_NP_001380991.1_3316	46.46	53.54	0.08043	47.74	3.55	3.97
lcl|NC_060925.1_cds_NP_036553.2_3393	39.91	60.09	0.04056	33.89	3.66	4.32
lcl|NC_060925.1_cds_NP_078779.2_3557	59.69	40.31	-0.14014	64.89	4.11	3.58
lcl|NC_060925.1_cds_NP_001382446.1_3588	39.55	60.45	0.13645	37.81	3.47	4.39
lcl|NC_060925.1_cds_XP_054190633.1_3641	48.05	51.95	0.05673	58.02	3.59	3.91
lcl|NC_060925.1_cds_NP_005415.1_3665	61.72	38.28	0.00616	73.22	4.50	3.46
lcl|NC_060925.1_cds_NP_001352928.1_3680	58.55	41.45	-0.04809	63.04	4.08	3.48
lcl|NC_060925.1_cds_XP_054193929.1_3690	60.84	39.16	-0.01880	77.07	4.26	3.39
lcl|NC_060925.1_cds_NP_055478.2_3722	50.27	49.73	0.07098	54.37	3.85	3.68
lcl|NC_060925.1_cds_NP_055467.3_3776	56.57	43.43	-0.02200	70.75	3.83	3.41
lcl|NC_060925.1_cds_XP_047299621.1_3834	54.26	45.74	-0.07066	66.76	4.21	3.44
lcl|NC_060925.1_cds_NP_003729.3_3926	61.77	38.23	-0.07934	73.01	4.16	3.35
lcl|NC_060925.1_cds_NP_078878.3_3933	59.82	40.18	0.06012	72.27	4.25	3.41
lcl|NC_060925.1_cds_NP_065934.1_3939	55.71	44.29	-0.03532	60.88	4.37	3.71
lcl|NC_060925.1_cds_XP_054191305.1_4061	57.46	42.54	-0.05178	61.09	4.08	3.77
lcl|NC_060925.1_cds_NP_001041631.1_4250	41.45	58.55	-0.04928	34.76	3.49	4.29
lcl|NC_060925.1_cds_NP_001397726.1_4417	43.29	56.71	0.03380	36.19	3.43	3.97
lcl|NC_060925.1_cds_NP_002516.2_4436	44.23	55.77	0.09944	43.77	3.70	4.10
lcl|NC_060925.1_cds_XP_054195648.1_4446	43.45	56.55	0.07154	38.85	3.39	4.10
lcl|NC_060925.1_cds_NP_115825.1_4452	59.60	40.4	0.04427	65.66	4.06	3.42
lcl|NC_060925.1_cds_XP_054192799.1_4456	50.66	49.34	-0.02748	53.36	3.63	3.66
lcl|NC_060925.1_cds_XP_054191485.1_4481	40.92	59.08	0.04386	34.54	3.49	4.37
lcl|NC_060925.1_cds_NP_004622.2_4585	58.89	41.11	-0.01938	70.12	4.30	3.59
lcl|NC_060925.1_cds_NP_001034553.3_4662	57.40	42.6	-0.03772	73.34	3.90	3.72
lcl|NC_060925.1_cds_XP_054191582.1_4694	44.25	55.75	0.06161	42.41	3.90	4.10
lcl|NC_060925.1_cds_XP_054189708.1_4827	45.58	54.42	0.09358	39.11	3.64	4.20
lcl|NC_060925.1_cds_NP_061952.3_4850	37.99	62.01	0.26646	34.18	3.30	4.45
lcl|NC_060925.1_cds_NP_859063.3_4856	57.73	42.27	-0.02145	64.06	3.88	3.57
lcl|NC_060925.1_cds_NP_001354490.1_4875	41.73	58.27	0.01567	35.36	3.44	4.21
lcl|NC_060925.1_cds_NP_005003.2_4906	49.36	50.64	-0.10007	51.60	3.82	3.96
lcl|NC_060925.1_cds_NP_065976.3_4924	49.73	50.27	-0.04206	55.76	3.97	3.89
lcl|NC_060925.1_cds_NP_001307852.1_4936	47.85	52.15	0.04222	59.48	3.69	4.19
lcl|NC_060925.1_cds_NP_001243793.1_4951	50.19	49.81	-0.03694	48.71	3.79	3.75
lcl|NC_060925.1_cds_NP_002294.2_4956	38.36	61.64	0.01490	36.11	3.33	4.48
lcl|NC_060925.1_cds_XP_054195112.1_4981	48.30	51.7	-0.10949	40.07	4.01	4.14
lcl|NC_060925.1_cds_NP_079039.4_5039	40.48	59.52	0.07662	31.92	3.62	4.29
lcl|NC_060925.1_cds_NP_001361188.1_5092	47.66	52.34	-0.05024	48.78	3.45	4.19
lcl|NC_060925.1_cds_NP_001357714.1_5128	44.84	55.16	-0.01415	41.69	3.66	3.99
lcl|NC_060925.1_cds_NP_001106279.3_5214	43.54	56.46	0.03268	38.31	3.41	4.22
lcl|NC_060925.1_cds_NP_057062.1_5219	43.34	56.66	0.02116	38.64	3.41	4.25
lcl|NC_060925.1_cds_NP_001369209.1_5222	41.67	58.33	-0.06282	38.62	3.48	4.44
lcl|NC_060925.1_cds_NP_001002912.4_5225	47.56	52.44	0.22858	41.57	3.56	4.05
lcl|NC_060925.1_cds_NP_002431.2_5268	37.99	62.01	-0.02996	30.63	3.84	4.56
lcl|NC_060925.1_cds_NP_001363075.1_5312	41.15	58.85	0.07706	31.08	3.27	4.26
lcl|NC_060925.1_cds_NP_055832.3_5319	39.02	60.98	0.07971	30.22	3.45	4.38
lcl|NC_060925.1_cds_NP_001352934.1_5414	43.31	56.69	-0.01361	41.36	3.55	4.25
lcl|NC_060925.1_cds_NP_001337143.1_5470	40.88	59.12	0.05785	38.63	3.49	4.25
lcl|NC_060925.1_cds_NP_660155.2_5590	40.17	59.83	-0.00093	38.23	3.51	4.45
lcl|NC_060925.1_cds_NP_115560.1_5593	45.41	54.59	0.06020	42.09	4.22	4.42
lcl|NC_060925.1_cds_XP_054191760.1_5623	47.46	52.54	0.12952	27.75	3.70	4.17
lcl|NC_060925.1_cds_NP_006527.1_5666	42.48	57.52	-0.01413	37.82	3.55	4.39
lcl|NC_060925.1_cds_NP_001276.3_5668	45.25	54.75	0.00644	42.19	3.61	4.02
lcl|NC_060925.1_cds_NP_036260.2_5669	40.33	59.67	0.02066	31.63	3.54	4.39
lcl|NC_060925.1_cds_NP_006247.1_5687	39.59	60.41	0.10256	29.14	3.60	4.42
lcl|NC_060925.1_cds_NP_001127951.1_5734	42.26	57.74	-0.05051	47.38	3.40	4.19
lcl|NC_060925.1_cds_XP_054195064.1_5770	38.25	61.75	0.04137	29.95	3.38	4.38
lcl|NC_060925.1_cds_NP_001017975.5_5786	35.33	64.67	0.11038	26.53	3.23	4.46
lcl|NC_060925.1_cds_XP_054194504.1_5825	49.73	50.27	-0.01967	53.76	3.74	3.99
lcl|NC_060925.1_cds_NP_001229735.2_5831	37.71	62.29	0.03435	31.83	3.30	4.37
lcl|NC_060925.1_cds_XP_054192118.1_5848	38.92	61.08	0.06915	30.29	3.39	4.40
lcl|NC_060925.1_cds_XP_054192287.1_5916	35.51	64.49	0.15288	29.97	3.27	4.48
lcl|NC_060925.1_cds_NP_001398985.1_5948	55.96	44.04	-0.02810	66.86	3.97	3.70
lcl|NC_060925.1_cds_NP_000341.2_5986	52.64	47.36	-0.02924	63.98	3.79	3.85
lcl|NC_060925.1_cds_NP_001315593.1_5990	39.88	60.12	0.01192	33.04	3.28	4.40
lcl|NC_060925.1_cds_NP_000101.2_6060	44.70	55.3	0.06686	38.79	3.60	4.06
lcl|NC_060925.1_cds_NP_000019.2_6087	40.10	59.9	0.08568	31.25	3.39	4.35
lcl|NC_060925.1_cds_XP_054190446.1_6201	51.56	48.44	0.13222	28.42	3.91	3.99
lcl|NC_060925.1_cds_NP_006104.4_6244	42.22	57.78	0.09497	42.10	3.56	4.31
lcl|NC_060925.1_cds_NP_689976.2_6306	43.45	56.55	-0.05408	40.38	3.57	4.32
lcl|NC_060925.1_cds_XP_054191177.1_6344	42.29	57.71	0.06271	33.33	3.56	4.16
lcl|NC_060925.1_cds_NP_065826.3_6356	53.35	46.65	-0.06346	63.61	3.74	3.65
lcl|NC_060925.1_cds_NP_001399.1_6366	61.32	38.68	-0.04665	72.79	4.27	3.39
lcl|NC_060925.1_cds_NP_149079.2_6491	55.17	44.83	0.00649	70.05	4.29	3.50
lcl|NC_060925.1_cds_NP_073605.4_6509	56.61	43.39	0.04997	54.19	4.36	3.64
lcl|NC_060925.1_cds_NP_001308253.1_6672	57.47	42.53	-0.02831	70.42	4.17	3.52
lcl|NC_060925.1_cds_NP_055628.1_6695	45.15	54.85	-0.01939	44.65	3.77	4.10
lcl|NC_060925.1_cds_NP_001136254.1_6700	46.02	53.98	0.06452	41.43	3.95	4.17
lcl|NC_060925.1_cds_NP_001356735.1_6756	50.10	49.9	-0.11868	49.22	3.77	3.98
lcl|NC_060925.1_cds_XP_054192952.1_6790	48.58	51.42	0.02085	44.01	4.47	3.96
lcl|NC_060925.1_cds_NP_001243333.1_6794	42.27	57.73	0.01698	39.83	3.47	4.14
lcl|NC_060925.1_cds_NP_001229820.1_6799	43.63	56.37	0.09946	38.82	3.49	4.05
lcl|NC_060925.1_cds_XP_054194460.1_6806	33.71	66.29	0.15587	28.35	3.43	4.54
lcl|NC_060925.1_cds_NP_000692.2_6851	49.61	50.39	0.03675	55.76	3.80	3.70
lcl|NC_060925.1_cds_XP_054192203.1_6863	59.05	40.95	0.01248	75.92	3.91	3.41
lcl|NC_060925.1_cds_XP_054193786.1_6868	56.73	43.27	0.05570	68.62	4.10	3.92
lcl|NC_060925.1_cds_XP_054195651.1_6869	49.98	50.02	0.02379	55.93	3.55	3.78
lcl|NC_060925.1_cds_XP_054195176.1_6875	48.03	51.97	0.01515	47.61	3.62	3.64
lcl|NC_060925.1_cds_NP_006775.1_6907	44.10	55.9	0.13211	43.22	3.47	3.91
lcl|NC_060925.1_cds_XP_054190930.1_6911	42.06	57.94	0.02637	39.30	3.42	4.20
lcl|NC_060925.1_cds_NP_077719.2_6972	53.74	46.26	-0.00176	55.22	3.75	3.57
lcl|NC_060925.1_cds_XP_054194573.1_6975	49.46	50.54	0.05625	54.87	3.70	3.90
lcl|NC_060925.1_cds_NP_001338301.2_6980	50.15	49.85	0.06773	53.48	3.73	4.00
lcl|NC_060925.1_cds_NP_653299.4_7127	59.02	40.98	0.14656	63.37	4.12	3.48
lcl|NC_060925.1_cds_XP_054195276.1_7142	54.48	45.52	0.03934	55.25	3.93	3.53
lcl|NC_060925.1_cds_NP_001382226.1_7207	51.39	48.61	0.03287	55.15	3.67	3.63
lcl|NC_060925.1_cds_NP_001382560.1_7259	48.62	51.38	0.13807	49.38	3.56	4.07
lcl|NC_060925.1_cds_NP_001372404.1_7263	49.62	50.38	0.09077	54.85	3.67	4.01
lcl|NC_060925.1_cds_NP_004317.2_7294	56.51	43.49	-0.11947	54.03	4.03	3.75
lcl|NC_060925.1_cds_NP_004275.4_7298	47.55	52.45	0.11475	48.22	3.75	4.18
lcl|NC_060925.1_cds_XP_054190588.1_7335	49.11	50.89	0.07914	53.70	3.68	3.96
lcl|NC_060925.1_cds_NP_001338294.1_7340	48.40	51.6	0.14608	48.50	3.53	4.09
lcl|NC_060925.1_cds_XP_054193734.1_7390	55.72	44.28	0.08696	59.67	3.89	3.53
lcl|NC_060925.1_cds_NP_056018.2_7449	50.80	49.2	-0.14183	47.47	3.76	3.89
lcl|NC_060925.1_cds_XP_054193091.1_7476	64.34	35.66	-0.09024	65.61	4.36	3.47
lcl|NC_060925.1_cds_NP_001353347.1_7564	50.94	49.06	0.02227	53.29	3.81	3.64
lcl|NC_060925.1_cds_XP_054189841.1_7657	64.49	35.51	-0.07461	70.51	5.07	3.58
lcl|NC_060925.1_cds_XP_054193829.1_7735	60.95	39.05	-0.05236	64.63	4.18	3.58
lcl|NC_060925.1_cds_XP_054193041.1_7750	54.35	45.65	-0.01443	65.65	3.88	3.54
lcl|NC_060925.1_cds_NP_001397789.1_7783	51.20	48.8	-0.06979	51.27	3.67	3.75
lcl|NC_060925.1_cds_NP_065821.1_7797	58.80	41.2	0.17137	68.36	4.13	3.46
lcl|NC_060925.1_cds_NP_001008536.1_7857	47.18	52.82	0.07104	38.45	3.46	3.85
lcl|NC_060925.1_cds_NP_009044.2_7858	60.17	39.83	0.27101	72.86	4.60	4.13
lcl|NC_060925.1_cds_NP_001409145.1_7860	57.91	42.09	-0.01999	47.36	3.74	3.33
lcl|NC_060925.1_cds_NP_002007.1_7861	55.01	44.99	0.01120	47.57	3.62	3.59
lcl|NC_060925.1_cds_NP_001014364.1_7862	49.37	50.63	0.05222	33.65	3.46	3.52
lcl|NC_060925.1_cds_NP_000897.3_7990	60.30	39.7	0.03488	75.42	4.40	3.64
lcl|NC_060925.1_cds_NP_001311404.1_7993	52.83	47.17	0.01149	63.85	3.81	3.69
lcl|NC_060925.1_cds_XP_054195893.1_8003	61.73	38.27	-0.08199	67.58	4.28	3.39
lcl|NC_060925.1_cds_NP_997191.2_8051	44.79	55.21	0.01340	43.57	3.55	4.13
lcl|NC_060925.1_cds_NP_001362541.1_8102	53.02	46.98	-0.08958	52.15	3.95	3.66
lcl|NC_060925.1_cds_XP_054193779.1_8141	54.58	45.42	-0.02471	73.25	3.96	3.53
lcl|NC_060925.1_cds_NP_001351974.1_8193	51.13	48.87	-0.02426	55.58	3.70	3.84
lcl|NC_060925.1_cds_NP_997080.1_8300	61.92	38.08	-0.04798	67.36	4.14	3.72
lcl|NC_060925.1_cds_NP_001358649.2_8363	72.19	27.81	-0.28057	78.72	6.78	3.80
lcl|NC_060925.1_cds_XP_054194512.1_8375	56.15	43.85	0.04495	61.95	3.88	3.49
lcl|NC_060925.1_cds_XP_054191701.1_8451	64.10	35.9	-0.06800	69.13	4.70	3.86
lcl|NC_060925.1_cds_NP_001353106.1_8472	44.00	56	-0.00459	39.93	3.53	4.07
lcl|NC_060925.1_cds_NP_001185832.1_8517	52.53	47.47	-0.08637	54.44	3.84	3.73
lcl|NC_060925.1_cds_NP_001269789.1_8549	50.33	49.67	0.02925	50.04	3.69	3.72
lcl|NC_060925.1_cds_NP_001155855.1_8567	59.27	40.73	0.00627	70.42	4.32	3.43
lcl|NC_060925.1_cds_NP_056142.2_8671	55.52	44.48	-0.02597	65.00	3.81	3.56
lcl|NC_060925.1_cds_XP_054190396.1_8720	56.55	43.45	0.01327	68.86	3.77	3.64
lcl|NC_060925.1_cds_XP_054194117.1_8740	62.00	38	0.02809	67.40	4.19	3.47
lcl|NC_060925.1_cds_NP_006608.1_8743	59.23	40.77	0.17418	61.59	4.24	3.68
lcl|NC_060925.1_cds_NP_055030.1_8794	61.12	38.88	-0.04034	74.58	4.09	3.46
lcl|NC_060925.1_cds_NP_001073940.1_8797	63.52	36.48	-0.09100	70.04	4.14	3.37
lcl|NC_060925.1_cds_XP_054195755.1_8848	56.88	43.12	-0.04451	62.78	4.00	3.73
lcl|NC_060925.1_cds_NP_001182317.1_8856	53.79	46.21	-0.07320	56.86	3.95	3.97
lcl|NC_060925.1_cds_NP_003117.2_8951	48.64	51.36	0.13962	53.97	3.59	3.72
lcl|NC_060925.1_cds_NP_001128522.1_9033	63.95	36.05	-0.06714	69.66	4.45	3.38
lcl|NC_060925.1_cds_NP_000693.1_9055	57.07	42.93	0.01144	73.85	3.96	3.29
lcl|NC_060925.1_cds_NP_653300.2_9057	52.10	47.9	0.00248	64.76	3.72	3.96
lcl|NC_060925.1_cds_NP_001091868.1_9070	49.08	50.92	0.03467	52.59	3.68	3.73
lcl|NC_060925.1_cds_NP_001020769.1_9163	58.11	41.89	0.12546	58.17	3.94	3.49
lcl|NC_060925.1_cds_NP_001307265.1_9253	62.73	37.27	-0.03137	68.12	4.23	3.28
lcl|NC_060925.1_cds_NP_001341911.1_9406	50.23	49.77	-0.00155	57.83	3.63	3.68
lcl|NC_060925.1_cds_NP_001073895.1_9502	57.43	42.57	0.12569	71.79	3.90	3.53
lcl|NC_060925.1_cds_NP_060887.2_9538	43.93	56.07	0.01083	53.51	3.53	4.17
lcl|NC_060925.1_cds_NP_001185885.1_9549	44.01	55.99	0.03898	33.93	3.46	4.21
lcl|NC_060925.1_cds_NP_000121.2_9610	45.26	54.74	-0.09368	45.62	3.51	4.02
lcl|NC_060925.1_cds_NP_001353698.1_9624	42.58	57.42	-0.01631	40.24	3.44	4.12
lcl|NC_060925.1_cds_NP_001157101.1_9671	40.91	59.09	0.01134	45.82	3.47	4.36
lcl|NC_060925.1_cds_XP_054191353.1_9702	46.74	53.26	-0.07466	32.89	3.53	4.04
lcl|NC_060925.1_cds_XP_054191855.1_9735	48.16	51.84	-0.03303	51.19	3.77	3.87
lcl|NC_060925.1_cds_NP_057311.3_9767	42.06	57.94	0.03157	34.28	3.85	4.32
lcl|NC_060925.1_cds_XP_054192084.1_9785	34.84	65.16	0.06351	33.36	3.40	4.80
lcl|NC_060925.1_cds_XP_054190589.1_9867	48.22	51.78	-0.05116	39.82	3.50	3.87
lcl|NC_060925.1_cds_NP_001353375.1_9870	43.66	56.34	0.13353	43.44	3.35	4.00
lcl|NC_060925.1_cds_XP_054194119.1_9901	58.90	41.1	0.07170	73.37	4.11	3.63
lcl|NC_060925.1_cds_NP_003276.3_9913	55.90	44.1	0.00483	66.52	3.87	3.66
lcl|NC_060925.1_cds_NP_064714.2_9946	54.13	45.87	0.00275	59.60	3.80	3.57
lcl|NC_060925.1_cds_NP_001351785.1_9958	56.54	43.46	-0.01448	69.46	4.07	3.55
lcl|NC_060925.1_cds_NP_001377764.1_9967	55.32	44.68	0.00794	56.54	3.74	3.83
lcl|NC_060925.1_cds_NP_001343435.1_9965	55.34	44.66	0.00737	56.59	3.74	3.83
lcl|NC_060925.1_cds_XP_054195661.1_9976	48.10	51.9	-0.00244	49.01	3.54	3.90
lcl|NC_060925.1_cds_NP_009298.1_10021	52.10	47.9	0.01136	51.65	3.86	3.84
lcl|NC_060925.1_cds_XP_054190232.1_10036	38.69	61.31	0.11715	38.13	3.60	4.37
lcl|NC_060925.1_cds_XP_054190703.1_10061	43.28	56.72	0.04684	40.64	3.46	4.10
lcl|NC_060925.1_cds_XP_054195798.1_10115	41.88	58.12	0.04641	34.04	3.49	4.11
lcl|NC_060925.1_cds_NP_001414570.1_10149	64.84	35.16	-0.00715	70.70	4.34	3.40
lcl|NC_060925.1_cds_XP_054194610.1_10165	55.82	44.18	-0.01068	70.64	4.12	3.85
lcl|NC_060925.1_cds_NP_001353863.1_10186	44.81	55.19	-0.02074	55.76	3.48	4.11
lcl|NC_060925.1_cds_NP_001348.2_10222	44.74	55.26	0.09379	38.63	3.63	4.10
lcl|NC_060925.1_cds_NP_002284.3_10225	51.72	48.28	0.06725	54.72	3.99	3.66
lcl|NC_060925.1_cds_XP_054192521.1_10228	53.17	46.83	0.08130	55.45	3.86	3.60
lcl|NC_060925.1_cds_NP_001337149.1_10246	47.74	52.26	-0.10040	47.90	3.47	3.91
lcl|NC_060925.1_cds_NP_001306889.1_10309	42.40	57.6	0.11019	36.88	3.74	4.31
lcl|NC_060925.1_cds_XP_054190141.1_10317	50.67	49.33	0.06525	55.67	3.78	3.84
lcl|NC_060925.1_cds_XP_054193182.1_10326	36.86	63.14	0.04980	33.15	3.36	4.48
