sequence	Cluster
lcl|NC_060925.1_cds_NP_006006.3_2383	1
lcl|NC_060925.1_cds_NP_004663.3_2438	1
lcl|NC_060925.1_cds_NP_001358857.1_2450	1
lcl|NC_060925.1_cds_XP_054190960.1_2580	1
lcl|NC_060925.1_cds_NP_005695.3_2672	1
lcl|NC_060925.1_cds_NP_001018494.1_2684	1
lcl|NC_060925.1_cds_NP_001847.3_2732	1
lcl|NC_060925.1_cds_NP_001351786.1_2764	1
lcl|NC_060925.1_cds_NP_653170.3_2778	3
lcl|NC_060925.1_cds_NP_065939.2_2906	1
lcl|NC_060925.1_cds_NP_001372041.1_3005	1
lcl|NC_060925.1_cds_NP_660281.3_3007	3
lcl|NC_060925.1_cds_NP_001268885.1_3023	3
lcl|NC_060925.1_cds_NP_001073887.1_3048	1
lcl|NC_060925.1_cds_NP_009098.3_3052	2
lcl|NC_060925.1_cds_XP_054194758.1_3056	3
lcl|NC_060925.1_cds_NP_001362582.1_3080	2
lcl|NC_060925.1_cds_XP_054194779.1_3100	3
lcl|NC_060925.1_cds_NP_071394.2_3127	1
lcl|NC_060925.1_cds_NP_060099.2_3128	1
lcl|NC_060925.1_cds_XP_054191944.1_3136	1
lcl|NC_060925.1_cds_XP_054190794.1_3139	1
lcl|NC_060925.1_cds_NP_060537.3_3161	3
lcl|NC_060925.1_cds_NP_001308400.1_3165	1
lcl|NC_060925.1_cds_XP_054194731.1_3183	3
lcl|NC_060925.1_cds_NP_724781.1_3215	3
lcl|NC_060925.1_cds_NP_000822.2_3218	3
lcl|NC_060925.1_cds_NP_001092909.1_3270	2
lcl|NC_060925.1_cds_NP_005531.2_3287	1
lcl|NC_060925.1_cds_NP_001380991.1_3316	1
lcl|NC_060925.1_cds_NP_036553.2_3393	2
lcl|NC_060925.1_cds_NP_078779.2_3557	3
lcl|NC_060925.1_cds_NP_001382446.1_3588	3
lcl|NC_060925.1_cds_XP_054190633.1_3641	1
lcl|NC_060925.1_cds_NP_005415.1_3665	1
lcl|NC_060925.1_cds_NP_001352928.1_3680	1
lcl|NC_060925.1_cds_XP_054193929.1_3690	1
lcl|NC_060925.1_cds_NP_055478.2_3722	1
lcl|NC_060925.1_cds_NP_055467.3_3776	1
lcl|NC_060925.1_cds_XP_047299621.1_3834	1
lcl|NC_060925.1_cds_NP_003729.3_3926	1
lcl|NC_060925.1_cds_NP_078878.3_3933	1
lcl|NC_060925.1_cds_NP_065934.1_3939	1
lcl|NC_060925.1_cds_XP_054191305.1_4061	1
lcl|NC_060925.1_cds_NP_001041631.1_4250	2
lcl|NC_060925.1_cds_NP_001397726.1_4417	1
lcl|NC_060925.1_cds_NP_002516.2_4436	1
lcl|NC_060925.1_cds_XP_054195648.1_4446	1
lcl|NC_060925.1_cds_NP_115825.1_4452	1
lcl|NC_060925.1_cds_XP_054192799.1_4456	1
lcl|NC_060925.1_cds_XP_054191485.1_4481	2
lcl|NC_060925.1_cds_NP_004622.2_4585	3
lcl|NC_060925.1_cds_NP_001034553.3_4662	1
lcl|NC_060925.1_cds_XP_054191582.1_4694	1
lcl|NC_060925.1_cds_XP_054189708.1_4827	2
lcl|NC_060925.1_cds_NP_061952.3_4850	3
lcl|NC_060925.1_cds_NP_859063.3_4856	3
lcl|NC_060925.1_cds_NP_001354490.1_4875	2
lcl|NC_060925.1_cds_NP_005003.2_4906	3
lcl|NC_060925.1_cds_NP_065976.3_4924	3
lcl|NC_060925.1_cds_NP_001307852.1_4936	3
lcl|NC_060925.1_cds_NP_001243793.1_4951	3
lcl|NC_060925.1_cds_NP_002294.2_4956	2
lcl|NC_060925.1_cds_XP_054195112.1_4981	2
lcl|NC_060925.1_cds_NP_079039.4_5039	2
lcl|NC_060925.1_cds_NP_001361188.1_5092	3
lcl|NC_060925.1_cds_NP_001357714.1_5128	3
lcl|NC_060925.1_cds_NP_001106279.3_5214	1
lcl|NC_060925.1_cds_NP_057062.1_5219	1
lcl|NC_060925.1_cds_NP_001369209.1_5222	3
lcl|NC_060925.1_cds_NP_001002912.4_5225	3
lcl|NC_060925.1_cds_NP_002431.2_5268	2
lcl|NC_060925.1_cds_NP_001363075.1_5312	1
lcl|NC_060925.1_cds_NP_055832.3_5319	2
lcl|NC_060925.1_cds_NP_001352934.1_5414	3
lcl|NC_060925.1_cds_NP_001337143.1_5470	1
lcl|NC_060925.1_cds_NP_660155.2_5590	3
lcl|NC_060925.1_cds_NP_115560.1_5593	2
lcl|NC_060925.1_cds_XP_054191760.1_5623	3
lcl|NC_060925.1_cds_NP_006527.1_5666	3
lcl|NC_060925.1_cds_NP_001276.3_5668	3
lcl|NC_060925.1_cds_NP_036260.2_5669	3
lcl|NC_060925.1_cds_NP_006247.1_5687	2
lcl|NC_060925.1_cds_NP_001127951.1_5734	1
lcl|NC_060925.1_cds_XP_054195064.1_5770	2
lcl|NC_060925.1_cds_NP_001017975.5_5786	2
lcl|NC_060925.1_cds_XP_054194504.1_5825	3
lcl|NC_060925.1_cds_NP_001229735.2_5831	2
lcl|NC_060925.1_cds_XP_054192118.1_5848	2
lcl|NC_060925.1_cds_XP_054192287.1_5916	3
lcl|NC_060925.1_cds_NP_001398985.1_5948	3
lcl|NC_060925.1_cds_NP_000341.2_5986	3
lcl|NC_060925.1_cds_NP_001315593.1_5990	3
lcl|NC_060925.1_cds_NP_000101.2_6060	1
lcl|NC_060925.1_cds_NP_000019.2_6087	2
lcl|NC_060925.1_cds_XP_054190446.1_6201	1
lcl|NC_060925.1_cds_NP_006104.4_6244	3
lcl|NC_060925.1_cds_NP_689976.2_6306	3
lcl|NC_060925.1_cds_XP_054191177.1_6344	1
lcl|NC_060925.1_cds_NP_065826.3_6356	3
lcl|NC_060925.1_cds_NP_001399.1_6366	1
lcl|NC_060925.1_cds_NP_149079.2_6491	2
lcl|NC_060925.1_cds_NP_073605.4_6509	1
lcl|NC_060925.1_cds_NP_001308253.1_6672	1
lcl|NC_060925.1_cds_NP_055628.1_6695	2
lcl|NC_060925.1_cds_NP_001136254.1_6700	3
lcl|NC_060925.1_cds_NP_001356735.1_6756	1
lcl|NC_060925.1_cds_XP_054192952.1_6790	2
lcl|NC_060925.1_cds_NP_001243333.1_6794	1
lcl|NC_060925.1_cds_NP_001229820.1_6799	1
lcl|NC_060925.1_cds_XP_054194460.1_6806	3
lcl|NC_060925.1_cds_NP_000692.2_6851	1
lcl|NC_060925.1_cds_XP_054192203.1_6863	1
lcl|NC_060925.1_cds_XP_054193786.1_6868	2
lcl|NC_060925.1_cds_XP_054195651.1_6869	3
lcl|NC_060925.1_cds_XP_054195176.1_6875	1
lcl|NC_060925.1_cds_NP_006775.1_6907	1
lcl|NC_060925.1_cds_XP_054190930.1_6911	1
lcl|NC_060925.1_cds_NP_077719.2_6972	1
lcl|NC_060925.1_cds_XP_054194573.1_6975	3
lcl|NC_060925.1_cds_NP_001338301.2_6980	3
lcl|NC_060925.1_cds_NP_653299.4_7127	1
lcl|NC_060925.1_cds_XP_054195276.1_7142	1
lcl|NC_060925.1_cds_NP_001382226.1_7207	1
lcl|NC_060925.1_cds_NP_001382560.1_7259	3
lcl|NC_060925.1_cds_NP_001372404.1_7263	3
lcl|NC_060925.1_cds_NP_004317.2_7294	1
lcl|NC_060925.1_cds_NP_004275.4_7298	1
lcl|NC_060925.1_cds_XP_054190588.1_7335	3
lcl|NC_060925.1_cds_NP_001338294.1_7340	3
lcl|NC_060925.1_cds_XP_054193734.1_7390	1
lcl|NC_060925.1_cds_NP_056018.2_7449	1
lcl|NC_060925.1_cds_XP_054193091.1_7476	3
lcl|NC_060925.1_cds_NP_001353347.1_7564	1
lcl|NC_060925.1_cds_XP_054189841.1_7657	1
lcl|NC_060925.1_cds_XP_054193829.1_7735	1
lcl|NC_060925.1_cds_XP_054193041.1_7750	1
lcl|NC_060925.1_cds_NP_001397789.1_7783	1
lcl|NC_060925.1_cds_NP_065821.1_7797	1
lcl|NC_060925.1_cds_NP_001008536.1_7857	3
lcl|NC_060925.1_cds_NP_009044.2_7858	2
lcl|NC_060925.1_cds_NP_001409145.1_7860	1
lcl|NC_060925.1_cds_NP_002007.1_7861	3
lcl|NC_060925.1_cds_NP_001014364.1_7862	3
lcl|NC_060925.1_cds_NP_000897.3_7990	2
lcl|NC_060925.1_cds_NP_001311404.1_7993	1
lcl|NC_060925.1_cds_XP_054195893.1_8003	1
lcl|NC_060925.1_cds_NP_997191.2_8051	1
lcl|NC_060925.1_cds_NP_001362541.1_8102	1
lcl|NC_060925.1_cds_XP_054193779.1_8141	1
lcl|NC_060925.1_cds_NP_001351974.1_8193	3
lcl|NC_060925.1_cds_NP_997080.1_8300	1
lcl|NC_060925.1_cds_NP_001358649.2_8363	3
lcl|NC_060925.1_cds_XP_054194512.1_8375	1
lcl|NC_060925.1_cds_XP_054191701.1_8451	1
lcl|NC_060925.1_cds_NP_001353106.1_8472	1
lcl|NC_060925.1_cds_NP_001185832.1_8517	1
lcl|NC_060925.1_cds_NP_001269789.1_8549	1
lcl|NC_060925.1_cds_NP_001155855.1_8567	1
lcl|NC_060925.1_cds_NP_056142.2_8671	1
lcl|NC_060925.1_cds_XP_054190396.1_8720	1
lcl|NC_060925.1_cds_XP_054194117.1_8740	1
lcl|NC_060925.1_cds_NP_006608.1_8743	1
lcl|NC_060925.1_cds_NP_055030.1_8794	1
lcl|NC_060925.1_cds_NP_001073940.1_8797	1
lcl|NC_060925.1_cds_XP_054195755.1_8848	1
lcl|NC_060925.1_cds_NP_001182317.1_8856	3
lcl|NC_060925.1_cds_NP_003117.2_8951	1
lcl|NC_060925.1_cds_NP_001128522.1_9033	1
lcl|NC_060925.1_cds_NP_000693.1_9055	1
lcl|NC_060925.1_cds_NP_653300.2_9057	1
lcl|NC_060925.1_cds_NP_001091868.1_9070	1
lcl|NC_060925.1_cds_NP_001020769.1_9163	1
lcl|NC_060925.1_cds_NP_001307265.1_9253	1
lcl|NC_060925.1_cds_NP_001341911.1_9406	1
lcl|NC_060925.1_cds_NP_001073895.1_9502	3
lcl|NC_060925.1_cds_NP_060887.2_9538	3
lcl|NC_060925.1_cds_NP_001185885.1_9549	1
lcl|NC_060925.1_cds_NP_000121.2_9610	3
lcl|NC_060925.1_cds_NP_001353698.1_9624	1
lcl|NC_060925.1_cds_NP_001157101.1_9671	3
lcl|NC_060925.1_cds_XP_054191353.1_9702	1
lcl|NC_060925.1_cds_XP_054191855.1_9735	3
lcl|NC_060925.1_cds_NP_057311.3_9767	2
lcl|NC_060925.1_cds_XP_054192084.1_9785	2
lcl|NC_060925.1_cds_XP_054190589.1_9867	1
lcl|NC_060925.1_cds_NP_001353375.1_9870	1
lcl|NC_060925.1_cds_XP_054194119.1_9901	1
lcl|NC_060925.1_cds_NP_003276.3_9913	3
lcl|NC_060925.1_cds_NP_064714.2_9946	1
lcl|NC_060925.1_cds_NP_001351785.1_9958	3
lcl|NC_060925.1_cds_NP_001377764.1_9967	1
lcl|NC_060925.1_cds_NP_001343435.1_9965	1
lcl|NC_060925.1_cds_XP_054195661.1_9976	1
lcl|NC_060925.1_cds_NP_009298.1_10021	1
lcl|NC_060925.1_cds_XP_054190232.1_10036	2
lcl|NC_060925.1_cds_XP_054190703.1_10061	1
lcl|NC_060925.1_cds_XP_054195798.1_10115	1
lcl|NC_060925.1_cds_NP_001414570.1_10149	3
lcl|NC_060925.1_cds_XP_054194610.1_10165	3
lcl|NC_060925.1_cds_NP_001353863.1_10186	3
lcl|NC_060925.1_cds_NP_001348.2_10222	1
lcl|NC_060925.1_cds_NP_002284.3_10225	1
lcl|NC_060925.1_cds_XP_054192521.1_10228	1
lcl|NC_060925.1_cds_NP_001337149.1_10246	3
lcl|NC_060925.1_cds_NP_001306889.1_10309	2
lcl|NC_060925.1_cds_XP_054190141.1_10317	3
lcl|NC_060925.1_cds_XP_054193182.1_10326	3
lcl|NC_060925.1_cds_NP_114141.2_10345	1
lcl|NC_060925.1_cds_NP_005798.3_10351	3
lcl|NC_060925.1_cds_NP_003283.2_10356	1
lcl|NC_060925.1_cds_XP_054192334.1_10457	3
lcl|NC_060925.1_cds_NP_000177.2_10464	2
lcl|NC_060925.1_cds_NP_060606.3_10491	2
lcl|NC_060925.1_cds_XP_054192387.1_10492	1
lcl|NC_060925.1_cds_XP_054191651.1_10496	3
lcl|NC_060925.1_cds_XP_054193920.1_10555	3
lcl|NC_060925.1_cds_XP_054191681.1_10575	2
lcl|NC_060925.1_cds_XP_054195930.1_10587	2
lcl|NC_060925.1_cds_NP_001284636.1_10616	2
lcl|NC_060925.1_cds_NP_001239029.1_10632	1
lcl|NC_060925.1_cds_NP_000060.2_10636	3
lcl|NC_060925.1_cds_XP_054195515.1_10650	1
lcl|NC_060925.1_cds_NP_001376546.1_10686	3
lcl|NC_060925.1_cds_NP_060555.2_10695	1
lcl|NC_060925.1_cds_NP_001017403.1_10721	3
lcl|NC_060925.1_cds_XP_054192710.1_10745	1
lcl|NC_060925.1_cds_NP_001300971.1_10769	1
lcl|NC_060925.1_cds_NP_001291260.1_10797	1
lcl|NC_060925.1_cds_NP_001675.3_10832	1
lcl|NC_060925.1_cds_NP_001382824.1_10840	1
lcl|NC_060925.1_cds_XP_054191133.1_10927	1
lcl|NC_060925.1_cds_NP_001364263.1_10953	1
lcl|NC_060925.1_cds_XP_054191258.1_10966	3
lcl|NC_060925.1_cds_XP_054194487.1_11021	3
lcl|NC_060925.1_cds_NP_056190.1_11041	1
lcl|NC_060925.1_cds_NP_599152.2_11111	3
lcl|NC_060925.1_cds_XP_054191591.1_11141	3
lcl|NC_060925.1_cds_NP_001006659.1_11269	3
lcl|NC_060925.1_cds_NP_000642.3_11273	3
lcl|NC_060925.1_cds_XP_054193069.1_11295	1
lcl|NC_060925.1_cds_NP_001121113.1_11303	1
lcl|NC_060925.1_cds_XP_054191775.1_11337	2
lcl|NC_060925.1_cds_NP_758872.1_11367	1
lcl|NC_060925.1_cds_NP_056249.1_11413	1
lcl|NC_060925.1_cds_XP_054191956.1_11494	1
lcl|NC_060925.1_cds_XP_054193914.1_11539	3
lcl|NC_060925.1_cds_XP_054189866.1_11545	2
lcl|NC_060925.1_cds_NP_996816.3_11558	3
lcl|NC_060925.1_cds_NP_004437.2_11646	1
lcl|NC_060925.1_cds_NP_036546.2_11666	2
lcl|NC_060925.1_cds_NP_001310991.1_11711	1
lcl|NC_060925.1_cds_NP_001356523.1_11750	3
lcl|NC_060925.1_cds_NP_003259.2_11765	3
lcl|NC_060925.1_cds_NP_001026855.2_11798	1
lcl|NC_060925.1_cds_XP_054192781.1_11814	3
lcl|NC_060925.1_cds_NP_001354408.1_11841	3
lcl|NC_060925.1_cds_XP_054193563.1_11895	2
lcl|NC_060925.1_cds_NP_001609.2_11961	1
lcl|NC_060925.1_cds_NP_002212.3_11964	3
lcl|NC_060925.1_cds_NP_001374479.1_12002	2
lcl|NC_060925.1_cds_NP_001373054.1_12079	1
lcl|NC_060925.1_cds_NP_060700.2_12112	1
lcl|NC_060925.1_cds_NP_055592.2_12126	3
lcl|NC_060925.1_cds_NP_078801.3_12168	2
lcl|NC_060925.1_cds_NP_001158009.1_12202	3
lcl|NC_060925.1_cds_NP_065859.3_12227	3
lcl|NC_060925.1_cds_NP_061963.3_12234	2
lcl|NC_060925.1_cds_NP_055616.3_12238	3
lcl|NC_060925.1_cds_NP_115811.2_12246	2
lcl|NC_060925.1_cds_NP_005637.3_12257	2
lcl|NC_060925.1_cds_NP_057458.4_12281	1
lcl|NC_060925.1_cds_XP_054189985.1_12312	2
lcl|NC_060925.1_cds_NP_002499.2_12325	2
lcl|NC_060925.1_cds_NP_060542.4_12340	2
lcl|NC_060925.1_cds_NP_001265272.1_12341	1
lcl|NC_060925.1_cds_XP_054192683.1_12343	3
lcl|NC_060925.1_cds_XP_054194067.1_12357	3
lcl|NC_060925.1_cds_NP_001292353.1_12405	2
lcl|NC_060925.1_cds_NP_001354411.1_12446	3
lcl|NC_060925.1_cds_XP_054195548.1_12453	1
lcl|NC_060925.1_cds_XP_054195824.1_12513	1
lcl|NC_060925.1_cds_XP_054191789.1_12559	1
lcl|NC_060925.1_cds_NP_060482.2_12623	2
lcl|NC_060925.1_cds_NP_001397879.1_12654	2
lcl|NC_060925.1_cds_XP_054190045.1_12680	3
lcl|NC_060926.1_cds_XP_054199614.1_12838	3
lcl|NC_060926.1_cds_NP_036425.1_12857	2
lcl|NC_060926.1_cds_XP_054197023.1_12877	2
lcl|NC_060926.1_cds_NP_001335658.1_12975	2
lcl|NC_060926.1_cds_XP_054200351.1_12982	2
lcl|NC_060926.1_cds_XP_054200614.1_13128	2
lcl|NC_060926.1_cds_NP_055483.2_13148	2
lcl|NC_060926.1_cds_NP_001248357.1_13184	3
lcl|NC_060926.1_cds_NP_056993.2_13205	1
lcl|NC_060926.1_cds_NP_001092688.1_13227	2
lcl|NC_060926.1_cds_XP_054199891.1_13243	2
lcl|NC_060926.1_cds_NP_001123481.3_13247	1
lcl|NC_060926.1_cds_NP_001006658.1_13279	1
lcl|NC_060926.1_cds_NP_001339846.1_13316	1
lcl|NC_060926.1_cds_NP_000375.3_13361	3
lcl|NC_060926.1_cds_XP_054196021.1_13362	2
lcl|NC_060926.1_cds_XP_054196332.1_13364	3
lcl|NC_060926.1_cds_XP_054198585.1_13369	2
lcl|NC_060926.1_cds_NP_006268.2_13434	1
lcl|NC_060926.1_cds_NP_003734.3_13455	3
lcl|NC_060926.1_cds_XP_054196202.1_13484	3
lcl|NC_060926.1_cds_NP_072046.2_13512	2
lcl|NC_060926.1_cds_NP_060733.4_13565	3
lcl|NC_060926.1_cds_NP_001161713.1_13572	2
lcl|NC_060926.1_cds_NP_001138640.1_13595	3
lcl|NC_060926.1_cds_NP_001274418.1_13599	1
lcl|NC_060926.1_cds_NP_068603.4_13639	1
lcl|NC_060926.1_cds_NP_008977.1_13650	1
lcl|NC_060926.1_cds_XP_054199815.1_13697	1
lcl|NC_060926.1_cds_XP_054197511.1_13732	1
lcl|NC_060926.1_cds_NP_056477.1_13786	1
lcl|NC_060926.1_cds_NP_115642.4_13802	3
lcl|NC_060926.1_cds_NP_694566.4_13841	3
lcl|NC_060926.1_cds_XP_054196831.1_13865	3
lcl|NC_060926.1_cds_NP_001025054.1_13871	3
lcl|NC_060926.1_cds_NP_004295.2_13887	3
lcl|NC_060926.1_cds_NP_000370.2_13933	1
lcl|NC_060926.1_cds_NP_001186067.1_13984	3
lcl|NC_060926.1_cds_XP_054199104.1_14000	1
lcl|NC_060926.1_cds_NP_060205.3_14041	2
lcl|NC_060926.1_cds_XP_054198020.1_14046	2
lcl|NC_060926.1_cds_XP_054198381.1_14129	3
lcl|NC_060926.1_cds_NP_061897.1_14168	1
lcl|NC_060926.1_cds_NP_005751.2_14197	2
lcl|NC_060926.1_cds_XP_054197212.1_14205	1
lcl|NC_060926.1_cds_XP_054200442.1_14267	3
lcl|NC_060926.1_cds_NP_001138923.2_14276	2
lcl|NC_060926.1_cds_NP_005624.2_14283	2
lcl|NC_060926.1_cds_NP_003609.2_14298	2
lcl|NC_060926.1_cds_NP_066920.1_14348	1
lcl|NC_060926.1_cds_NP_001397705.1_14352	3
lcl|NC_060926.1_cds_NP_001332854.1_14382	1
lcl|NC_060926.1_cds_NP_742066.2_14387	3
lcl|NC_060926.1_cds_NP_060549.4_14455	1
lcl|NC_060926.1_cds_XP_054196990.1_14487	3
lcl|NC_060926.1_cds_NP_001275880.1_14519	2
lcl|NC_060926.1_cds_NP_001393603.1_14556	2
lcl|NC_060926.1_cds_NP_001393724.1_14581	1
lcl|NC_060926.1_cds_XP_054200016.1_14626	2
lcl|NC_060926.1_cds_NP_758515.1_14663	1
lcl|NC_060926.1_cds_NP_001129131.1_14697	2
lcl|NC_060926.1_cds_NP_055429.2_14718	2
lcl|NC_060926.1_cds_NP_003119.2_14730	3
lcl|NC_060926.1_cds_XP_054197992.1_14743	3
lcl|NC_060926.1_cds_NP_065393.1_14754	2
lcl|NC_060926.1_cds_NP_001352409.1_14802	2
lcl|NC_060926.1_cds_NP_001116436.3_14822	2
lcl|NC_060926.1_cds_NP_075044.2_14894	2
lcl|NC_060926.1_cds_NP_055524.3_14952	1
lcl|NC_060926.1_cds_XP_054199748.1_14966	2
lcl|NC_060926.1_cds_NP_001341141.1_14996	2
lcl|NC_060926.1_cds_XP_054198494.1_15083	2
lcl|NC_060926.1_cds_NP_001362898.1_15099	2
lcl|NC_060926.1_cds_NP_061875.2_15133	2
lcl|NC_060926.1_cds_NP_001413674.1_15189	3
lcl|NC_060926.1_cds_NP_055312.2_15320	1
lcl|NC_060926.1_cds_NP_001124459.1_15332	1
lcl|NC_060926.1_cds_NP_001358201.1_15380	1
lcl|NC_060926.1_cds_NP_001358318.1_15389	2
lcl|NC_060926.1_cds_NP_055935.4_15399	1
lcl|NC_060926.1_cds_NP_001073943.1_15412	1
lcl|NC_060926.1_cds_XP_054196924.1_15453	1
lcl|NC_060926.1_cds_NP_067019.3_15478	3
lcl|NC_060926.1_cds_NP_004073.2_15482	1
lcl|NC_060926.1_cds_NP_006293.2_15507	1
lcl|NC_060926.1_cds_XP_054197615.1_15590	1
lcl|NC_060926.1_cds_XP_054196616.1_15631	2
lcl|NC_060926.1_cds_NP_001361.1_15649	3
lcl|NC_060926.1_cds_NP_056240.2_15819	3
lcl|NC_060926.1_cds_NP_060903.2_15893	3
lcl|NC_060926.1_cds_XP_054198003.1_15921	2
lcl|NC_060926.1_cds_XP_054199708.1_15932	2
lcl|NC_060926.1_cds_NP_004827.4_15973	2
lcl|NC_060926.1_cds_NP_001159450.1_16096	3
lcl|NC_060926.1_cds_NP_001297083.1_16137	3
lcl|NC_060926.1_cds_NP_054733.2_16154	1
lcl|NC_060926.1_cds_XP_054198881.1_16212	1
lcl|NC_060926.1_cds_XP_054200400.1_16229	3
lcl|NC_060926.1_cds_XP_054198645.1_16278	2
lcl|NC_060926.1_cds_NP_001341516.1_16306	2
lcl|NC_060926.1_cds_NP_001380868.1_16341	2
lcl|NC_060926.1_cds_XP_054197189.1_16383	2
lcl|NC_060926.1_cds_XP_054196908.1_16388	3
lcl|NC_060926.1_cds_XP_054197813.1_16429	1
lcl|NC_060926.1_cds_XP_054197706.1_16461	2
lcl|NC_060926.1_cds_XP_054200034.1_16474	2
lcl|NC_060926.1_cds_NP_056988.3_16515	1
lcl|NC_060926.1_cds_XP_054198479.1_16521	3
lcl|NC_060926.1_cds_XP_054197960.1_16542	3
lcl|NC_060926.1_cds_XP_054198248.1_16588	3
lcl|NC_060926.1_cds_NP_001317277.1_16607	2
lcl|NC_060926.1_cds_NP_001381931.1_16633	1
lcl|NC_060926.1_cds_NP_004248.2_16789	3
lcl|NC_060926.1_cds_XP_054199463.1_16839	2
lcl|NC_060926.1_cds_NP_872394.2_16861	2
lcl|NC_060926.1_cds_XP_054200645.1_16883	2
lcl|NC_060926.1_cds_XP_054199233.1_16907	2
lcl|NC_060926.1_cds_NP_001092759.1_16961	3
lcl|NC_060926.1_cds_XP_054200119.1_17000	2
lcl|NC_060926.1_cds_NP_001116835.1_17029	2
lcl|NC_060926.1_cds_NP_004327.1_17046	3
lcl|NC_060926.1_cds_XP_054199363.1_17117	1
lcl|NC_060926.1_cds_NP_006334.2_17123	2
lcl|NC_060926.1_cds_NP_940983.2_17137	3
lcl|NC_060926.1_cds_NP_001157935.1_17138	2
lcl|NC_060926.1_cds_NP_001358898.1_17150	1
lcl|NC_060926.1_cds_NP_036587.2_17221	1
lcl|NC_060926.1_cds_XP_054196899.1_17397	3
lcl|NC_060926.1_cds_NP_002821.1_17408	3
lcl|NC_060926.1_cds_XP_054197371.1_17437	2
lcl|NC_060926.1_cds_XP_054197099.1_17480	1
lcl|NC_060926.1_cds_NP_001354427.1_17488	3
lcl|NC_060926.1_cds_XP_054198136.1_17574	3
lcl|NC_060926.1_cds_XP_054198800.1_17606	1
lcl|NC_060926.1_cds_NP_001139400.1_17627	1
lcl|NC_060926.1_cds_NP_064505.1_17641	1
lcl|NC_060926.1_cds_NP_001093241.1_17654	3
lcl|NC_060926.1_cds_XP_054198841.1_17676	3
lcl|NC_060926.1_cds_NP_001358855.1_17715	3
lcl|NC_060926.1_cds_XP_054199467.1_17726	3
lcl|NC_060926.1_cds_NP_001098665.1_17731	3
lcl|NC_060926.1_cds_NP_001354422.1_17736	3
lcl|NC_060926.1_cds_NP_001077007.1_17779	3
lcl|NC_060926.1_cds_XP_054197717.1_17823	3
