sequence	Cluster
lcl|NC_072423.2_cds_XP_055135414.2_3982	1
lcl|NC_072423.2_cds_XP_055135354.2_3993	1
lcl|NC_072423.2_cds_XP_063492683.1_4029	3
lcl|NC_072423.2_cds_XP_063466852.1_4046	1
lcl|NC_072423.2_cds_XP_055150721.2_4086	3
lcl|NC_072423.2_cds_XP_063466939.1_4101	3
lcl|NC_072423.2_cds_XP_055136509.1_4124	3
lcl|NC_072423.2_cds_XP_055136435.1_4147	1
lcl|NC_072423.2_cds_XP_055150741.2_4168	2
lcl|NC_072423.2_cds_XP_055137193.2_4232	2
lcl|NC_072423.2_cds_XP_055137379.2_4256	1
lcl|NC_072423.2_cds_XP_055137371.2_4266	3
lcl|NC_072423.2_cds_XP_055137772.1_4308	3
lcl|NC_072423.2_cds_XP_055137876.2_4327	1
lcl|NC_072423.2_cds_XP_063467583.1_4349	3
lcl|NC_072423.2_cds_XP_055150778.1_4377	3
lcl|NC_072423.2_cds_XP_055150791.2_4378	3
lcl|NC_072423.2_cds_XP_055138519.2_4381	3
lcl|NC_072423.2_cds_XP_063468156.1_4438	1
lcl|NC_072423.2_cds_XP_055138931.2_4444	3
lcl|NC_072423.2_cds_XP_055139153.2_4451	3
lcl|NC_072423.2_cds_XP_055139104.1_4456	1
lcl|NC_072423.2_cds_XP_055139474.2_4492	3
lcl|NC_072423.2_cds_XP_055139596.2_4546	3
lcl|NC_072423.2_cds_XP_055140089.1_4561	1
lcl|NC_072423.2_cds_XP_055140113.1_4562	1
lcl|NC_072423.2_cds_XP_055140612.1_4629	2
lcl|NC_072423.2_cds_XP_055141075.1_4726	2
lcl|NC_072423.2_cds_XP_063493070.1_4742	3
lcl|NC_072423.2_cds_XP_055141440.1_4785	1
lcl|NC_072423.2_cds_XP_055142203.2_4864	1
lcl|NC_072423.2_cds_XP_055142505.2_4897	3
lcl|NC_072423.2_cds_XP_055142786.2_4971	2
lcl|NC_072423.2_cds_XP_063469117.1_4980	2
lcl|NC_072423.2_cds_XP_063493854.1_5051	3
lcl|NC_072423.2_cds_XP_055144519.1_5197	2
lcl|NC_072423.2_cds_XP_055144823.1_5208	1
lcl|NC_072423.2_cds_XP_055144886.2_5210	3
lcl|NC_072423.2_cds_XP_063494030.1_5237	2
lcl|NC_072423.2_cds_XP_055145230.2_5249	3
lcl|NC_072423.2_cds_XP_063494227.1_5251	2
lcl|NC_072423.2_cds_XP_055145399.2_5256	2
lcl|NC_072423.2_cds_XP_055145482.1_5270	2
lcl|NC_072424.2_cds_XP_055100479.2_5301	2
lcl|NC_072424.2_cds_XP_055100686.1_5322	2
lcl|NC_072424.2_cds_XP_055100672.2_5335	3
lcl|NC_072424.2_cds_XP_055100995.2_5343	2
lcl|NC_072424.2_cds_XP_063472567.1_5365	2
lcl|NC_072424.2_cds_XP_063472631.1_5410	3
lcl|NC_072424.2_cds_XP_055101609.2_5441	2
lcl|NC_072424.2_cds_XP_055101723.1_5456	3
lcl|NC_072424.2_cds_XP_055101703.1_5484	2
lcl|NC_072424.2_cds_XP_055101997.2_5498	2
lcl|NC_072424.2_cds_XP_063480088.1_5562	3
lcl|NC_072424.2_cds_XP_063481050.1_5582	3
lcl|NC_072424.2_cds_XP_055102763.2_5609	3
lcl|NC_072424.2_cds_XP_055103005.1_5618	1
lcl|NC_072424.2_cds_XP_055103201.2_5632	1
lcl|NC_072424.2_cds_XP_055103157.2_5641	1
lcl|NC_072424.2_cds_XP_055103143.1_5673	1
lcl|NC_072424.2_cds_XP_055103766.2_5691	2
lcl|NC_072424.2_cds_XP_055103892.2_5708	2
lcl|NC_072424.2_cds_XP_055104185.1_5735	2
lcl|NC_072424.2_cds_XP_055104368.1_5751	3
lcl|NC_072424.2_cds_XP_055104513.2_5765	2
lcl|NC_072424.2_cds_XP_063473658.1_5768	2
lcl|NC_072424.2_cds_XP_055104594.1_5779	2
lcl|NC_072424.2_cds_XP_055104730.2_5791	3
lcl|NC_072424.2_cds_XP_055105425.2_5895	3
lcl|NC_072424.2_cds_XP_063482075.1_5898	1
lcl|NC_072424.2_cds_XP_055105826.2_5946	2
lcl|NC_072424.2_cds_XP_055105867.2_5949	2
lcl|NC_072424.2_cds_XP_055105885.2_5950	3
lcl|NC_072424.2_cds_XP_063483059.1_5958	2
lcl|NC_072424.2_cds_XP_055098794.2_5964	3
lcl|NC_072424.2_cds_XP_055106006.2_5966	2
lcl|NC_072424.2_cds_XP_055106053.2_5976	1
lcl|NC_072424.2_cds_XP_055106031.2_5991	1
lcl|NC_072424.2_cds_XP_055106385.1_6021	2
lcl|NC_072424.2_cds_XP_055106810.1_6054	1
lcl|NC_072424.2_cds_XP_063483502.1_6070	1
lcl|NC_072424.2_cds_XP_055106906.1_6098	1
lcl|NC_072424.2_cds_XP_055107054.2_6113	1
lcl|NC_072424.2_cds_XP_063483443.1_6147	2
lcl|NC_072424.2_cds_XP_063474209.1_6215	1
lcl|NC_072424.2_cds_XP_055107867.2_6240	1
lcl|NC_072424.2_cds_XP_055107939.2_6247	1
lcl|NC_072424.2_cds_XP_055107987.2_6257	1
lcl|NC_072424.2_cds_XP_055108044.2_6309	3
lcl|NC_072424.2_cds_XP_055108074.2_6315	3
lcl|NC_072424.2_cds_XP_055108368.1_6344	2
lcl|NC_072424.2_cds_XP_055109334.2_6476	1
lcl|NC_072424.2_cds_XP_055109311.2_6511	1
lcl|NC_072424.2_cds_XP_055109628.2_6528	1
lcl|NC_072424.2_cds_XP_055109752.1_6532	3
lcl|NC_072424.2_cds_XP_063484964.1_6552	3
lcl|NC_072424.2_cds_XP_055109932.2_6564	3
lcl|NC_072424.2_cds_XP_055109807.2_6582	2
lcl|NC_072424.2_cds_XP_055110145.2_6627	2
lcl|NC_072424.2_cds_XP_063484476.1_6668	3
lcl|NC_072424.2_cds_XP_055110897.1_6732	2
lcl|NC_072424.2_cds_XP_055110988.2_6735	2
lcl|NC_072424.2_cds_XP_063485803.1_6743	3
lcl|NC_072424.2_cds_XP_055111142.1_6759	3
lcl|NC_072424.2_cds_XP_055111257.1_6771	3
lcl|NC_072424.2_cds_XP_055111304.2_6790	1
lcl|NC_072424.2_cds_XP_055111317.1_6792	2
lcl|NC_072424.2_cds_XP_055111641.1_6813	2
lcl|NC_072424.2_cds_XP_055111696.1_6821	1
lcl|NC_072424.2_cds_XP_055111765.2_6829	3
lcl|NC_072424.2_cds_XP_063485769.1_6840	3
lcl|NC_072424.2_cds_XP_055111985.2_6849	1
lcl|NC_072424.2_cds_XP_055112325.2_6897	2
lcl|NC_072424.2_cds_XP_055112393.1_6919	2
lcl|NC_072424.2_cds_XP_055113049.2_6979	2
lcl|NC_072424.2_cds_XP_063486596.1_6984	1
lcl|NC_072424.2_cds_XP_055113181.2_6994	2
lcl|NC_072424.2_cds_XP_055113280.1_7000	2
lcl|NC_072424.2_cds_XP_063474836.1_7006	3
lcl|NC_072424.2_cds_XP_055113345.2_7007	2
lcl|NC_072424.2_cds_XP_055113634.1_7053	1
lcl|NC_072424.2_cds_XP_055113894.1_7081	3
lcl|NC_072424.2_cds_XP_055113861.1_7085	2
lcl|NC_072424.2_cds_XP_055114731.2_7175	1
lcl|NC_072424.2_cds_XP_055114899.2_7178	2
lcl|NC_072424.2_cds_XP_063475499.1_7184	3
lcl|NC_072424.2_cds_XP_055114926.1_7197	3
lcl|NC_072424.2_cds_XP_055115279.2_7243	3
lcl|NC_072424.2_cds_XP_055115746.2_7301	1
lcl|NC_072424.2_cds_XP_063475999.1_7306	3
lcl|NC_072424.2_cds_XP_055115970.1_7318	2
lcl|NC_072424.2_cds_XP_055116328.2_7350	2
lcl|NC_072424.2_cds_XP_055116412.2_7366	2
lcl|NC_072424.2_cds_XP_055116727.2_7395	2
lcl|NC_072424.2_cds_XP_063486993.1_7438	1
lcl|NC_072424.2_cds_XP_063487075.1_7454	2
lcl|NC_072424.2_cds_XP_055117091.1_7456	2
lcl|NC_072424.2_cds_XP_063487032.1_7506	2
lcl|NC_072424.2_cds_XP_055117740.1_7534	3
lcl|NC_072424.2_cds_XP_055117917.2_7566	3
lcl|NC_072424.2_cds_XP_055118145.1_7605	3
lcl|NC_072424.2_cds_XP_055118169.1_7606	2
lcl|NC_072424.2_cds_XP_055118363.2_7609	3
lcl|NC_072424.2_cds_XP_055118661.2_7648	1
lcl|NC_072424.2_cds_XP_063476744.1_7662	2
lcl|NC_072424.2_cds_XP_055118770.2_7672	1
lcl|NC_072424.2_cds_XP_055119119.2_7719	1
lcl|NC_072424.2_cds_XP_055119401.2_7757	2
lcl|NC_072424.2_cds_XP_055119561.1_7790	3
lcl|NC_072424.2_cds_XP_055119676.2_7792	3
lcl|NC_072424.2_cds_XP_055119857.2_7857	2
lcl|NC_072424.2_cds_XP_055120187.1_7878	1
lcl|NC_072424.2_cds_XP_055120242.2_7879	3
lcl|NC_072424.2_cds_XP_055120230.1_7880	2
lcl|NC_072424.2_cds_XP_055120786.2_7964	1
lcl|NC_072424.2_cds_XP_055120847.1_7986	1
lcl|NC_072424.2_cds_XP_063478407.1_8002	2
lcl|NC_072424.2_cds_XP_055121319.2_8045	3
lcl|NC_072424.2_cds_XP_063478688.1_8053	3
lcl|NC_072424.2_cds_XP_055121404.1_8066	2
lcl|NC_072424.2_cds_XP_063478911.1_8096	3
lcl|NC_072424.2_cds_XP_063478866.1_8103	2
lcl|NC_072424.2_cds_XP_055122318.1_8202	1
lcl|NC_072424.2_cds_XP_063487734.1_8219	1
lcl|NC_072424.2_cds_XP_055122576.1_8225	3
lcl|NC_072424.2_cds_XP_063487767.1_8231	2
lcl|NC_072424.2_cds_XP_055122679.1_8240	2
lcl|NC_072424.2_cds_XP_055122774.1_8245	3
lcl|NC_072424.2_cds_XP_055123082.1_8281	1
lcl|NC_072424.2_cds_XP_055123398.2_8306	3
lcl|NC_072424.2_cds_XP_055123422.2_8317	2
lcl|NC_072424.2_cds_XP_055123455.2_8329	3
lcl|NC_072424.2_cds_XP_063488243.1_8337	3
lcl|NC_072424.2_cds_XP_055123951.2_8384	2
lcl|NC_072424.2_cds_XP_063488715.1_8407	3
lcl|NC_072424.2_cds_XP_055124094.1_8416	1
lcl|NC_072424.2_cds_XP_055124570.2_8479	3
lcl|NC_072424.2_cds_XP_055124703.2_8507	3
lcl|NC_072424.2_cds_XP_055124917.1_8515	2
lcl|NC_072424.2_cds_XP_055125301.2_8557	2
lcl|NC_072424.2_cds_XP_063479879.1_8620	1
lcl|NC_072424.2_cds_XP_055125667.2_8641	3
lcl|NC_072424.2_cds_XP_063479987.1_8643	2
lcl|NC_072424.2_cds_XP_055125823.2_8665	3
lcl|NC_072425.2_cds_XP_055126087.1_8717	2
lcl|NC_072425.2_cds_XP_063492761.1_8728	2
lcl|NC_072425.2_cds_XP_055126154.1_8750	2
lcl|NC_072425.2_cds_XP_055126155.1_8767	2
lcl|NC_072425.2_cds_XP_055126215.1_8846	2
lcl|NC_072425.2_cds_XP_055126243.2_8855	2
lcl|NC_072425.2_cds_XP_055126264.1_8873	2
lcl|NC_072425.2_cds_XP_063492793.1_8907	1
lcl|NC_072425.2_cds_XP_055126296.1_8910	2
lcl|NC_072425.2_cds_XP_055126324.1_8937	2
lcl|NC_072425.2_cds_XP_063492804.1_8941	2
lcl|NC_072425.2_cds_XP_063492819.1_8970	3
lcl|NC_072425.2_cds_XP_055125865.1_8985	3
lcl|NC_072425.2_cds_XP_055126377.1_9006	2
lcl|NC_072425.2_cds_XP_055126382.1_9013	2
lcl|NC_072425.2_cds_XP_055126401.1_9033	3
lcl|NC_072425.2_cds_XP_055126414.1_9051	3
lcl|NC_072425.2_cds_XP_055126430.1_9069	3
lcl|NC_072425.2_cds_XP_055126440.1_9076	2
lcl|NC_072425.2_cds_XP_063492856.1_9091	1
lcl|NC_072425.2_cds_XP_055126494.1_9145	3
lcl|NC_072425.2_cds_XP_063491802.1_9152	3
lcl|NC_072425.2_cds_XP_055126529.1_9160	1
lcl|NC_072425.2_cds_XP_055126557.1_9201	2
lcl|NC_072425.2_cds_XP_055126587.1_9209	2
lcl|NC_072425.2_cds_XP_055126578.1_9210	1
lcl|NC_072425.2_cds_XP_055126621.1_9227	3
lcl|NC_072425.2_cds_XP_055126597.1_9262	1
lcl|NC_072425.2_cds_XP_055126612.2_9296	1
lcl|NC_072425.2_cds_XP_055126617.1_9305	3
lcl|NC_072425.2_cds_XP_055126653.1_9310	3
lcl|NC_072425.2_cds_XP_055126669.1_9326	1
lcl|NC_072425.2_cds_XP_055126686.1_9374	2
lcl|NC_072425.2_cds_XP_055126742.1_9457	1
lcl|NC_072425.2_cds_XP_055126862.1_9503	1
lcl|NC_072425.2_cds_XP_055126805.1_9530	1
lcl|NC_072425.2_cds_XP_063491839.1_9534	1
lcl|NC_072425.2_cds_XP_055126816.1_9553	1
lcl|NC_072425.2_cds_XP_063491859.1_9574	1
lcl|NC_072425.2_cds_XP_055126832.1_9586	2
lcl|NC_072425.2_cds_XP_055126955.1_9654	1
lcl|NC_072425.2_cds_XP_055126960.1_9668	3
lcl|NC_072425.2_cds_XP_055126997.1_9702	3
lcl|NC_072425.2_cds_XP_055127046.1_9807	3
lcl|NC_072425.2_cds_XP_063492043.1_9883	3
lcl|NC_072425.2_cds_XP_055127127.1_9898	1
lcl|NC_072425.2_cds_XP_055127139.1_9913	1
lcl|NC_072425.2_cds_XP_055127164.1_9926	1
lcl|NC_072425.2_cds_XP_055127228.1_9986	2
lcl|NC_072425.2_cds_XP_063492099.1_10020	3
lcl|NC_072425.2_cds_XP_055127224.1_10025	3
lcl|NC_072425.2_cds_XP_063492117.1_10056	3
lcl|NC_072425.2_cds_XP_063492885.1_10073	2
lcl|NC_072425.2_cds_XP_055127295.1_10083	3
lcl|NC_072425.2_cds_XP_055127296.1_10084	3
lcl|NC_072425.2_cds_XP_055127327.1_10107	2
lcl|NC_072425.2_cds_XP_055127320.1_10115	1
lcl|NC_072425.2_cds_XP_055127314.1_10133	3
lcl|NC_072425.2_cds_XP_055127338.1_10146	2
lcl|NC_072425.2_cds_XP_055127355.1_10149	3
lcl|NC_072425.2_cds_XP_055127349.1_10204	1
lcl|NC_072425.2_cds_XP_055127472.1_10298	2
lcl|NC_072425.2_cds_XP_055127488.1_10314	1
lcl|NC_072425.2_cds_XP_055125911.1_10332	3
lcl|NC_072425.2_cds_XP_055127502.1_10335	3
lcl|NC_072425.2_cds_XP_055127503.1_10353	3
lcl|NC_072425.2_cds_XP_055127524.1_10357	2
lcl|NC_072425.2_cds_XP_055127528.1_10364	2
lcl|NC_072425.2_cds_XP_055127538.1_10372	2
lcl|NC_072425.2_cds_XP_055127540.1_10383	1
lcl|NC_072425.2_cds_XP_055127555.1_10397	3
lcl|NC_072425.2_cds_XP_055127584.1_10420	3
lcl|NC_072425.2_cds_XP_055127586.1_10442	1
lcl|NC_072425.2_cds_XP_055127610.1_10467	3
lcl|NC_072425.2_cds_XP_055127613.1_10469	1
lcl|NC_072425.2_cds_XP_055127646.1_10499	2
lcl|NC_072425.2_cds_XP_055127641.1_10513	3
lcl|NC_072425.2_cds_XP_055127666.1_10549	3
lcl|NC_072425.2_cds_XP_055127668.1_10552	2
lcl|NC_072425.2_cds_XP_055127693.1_10563	3
lcl|NC_072425.2_cds_XP_055127695.1_10565	1
lcl|NC_072425.2_cds_XP_055127719.1_10609	2
lcl|NC_072425.2_cds_XP_063492950.1_10611	3
lcl|NC_072425.2_cds_XP_055127790.1_10676	3
lcl|NC_072425.2_cds_XP_055127798.1_10682	3
lcl|NC_072425.2_cds_XP_055127807.1_10700	3
lcl|NC_072425.2_cds_XP_055127839.1_10745	3
lcl|NC_072425.2_cds_XP_055127857.1_10750	2
lcl|NC_072425.2_cds_XP_055127861.1_10764	2
lcl|NC_072425.2_cds_XP_063492309.1_10802	3
lcl|NC_072425.2_cds_XP_063492313.1_10807	2
lcl|NC_072425.2_cds_XP_055127899.1_10825	2
lcl|NC_072425.2_cds_XP_063492296.1_10830	3
lcl|NC_072425.2_cds_XP_055127933.1_10866	2
lcl|NC_072425.2_cds_XP_055127977.1_10904	3
lcl|NC_072425.2_cds_XP_055127991.1_10925	2
lcl|NC_072425.2_cds_XP_063492347.1_10975	3
lcl|NC_072425.2_cds_XP_055128044.1_10982	2
lcl|NC_072425.2_cds_XP_063492355.1_11004	2
lcl|NC_072425.2_cds_XP_055128069.1_11012	2
lcl|NC_072425.2_cds_XP_055128093.1_11047	1
lcl|NC_072425.2_cds_XP_055128117.1_11069	3
lcl|NC_072425.2_cds_XP_055128118.1_11071	3
lcl|NC_072425.2_cds_XP_055128176.1_11138	2
lcl|NC_072425.2_cds_XP_055128180.1_11144	3
lcl|NC_072425.2_cds_XP_055128187.1_11168	3
lcl|NC_072425.2_cds_XP_055128199.1_11184	3
lcl|NC_072425.2_cds_XP_055128250.1_11217	3
lcl|NC_072425.2_cds_XP_063493066.1_11222	3
lcl|NC_072425.2_cds_XP_055128278.1_11254	2
lcl|NC_072425.2_cds_XP_055128297.1_11272	2
lcl|NC_072425.2_cds_XP_055128306.1_11287	2
lcl|NC_072425.2_cds_XP_055128330.1_11301	3
lcl|NC_072425.2_cds_XP_055125937.2_11303	3
lcl|NC_072425.2_cds_XP_063493087.1_11304	3
lcl|NC_072425.2_cds_XP_055128338.1_11307	3
lcl|NC_072425.2_cds_XP_055128334.1_11314	3
lcl|NC_072425.2_cds_XP_055128355.1_11336	3
lcl|NC_072425.2_cds_XP_055128358.1_11339	3
lcl|NC_072425.2_cds_XP_055128365.2_11348	3
lcl|NC_072425.2_cds_XP_055128378.1_11349	1
lcl|NC_072425.2_cds_XP_055128387.1_11360	1
lcl|NC_072425.2_cds_XP_063492376.1_11420	2
lcl|NC_072425.2_cds_XP_055128452.1_11426	3
lcl|NC_072425.2_cds_XP_055128464.1_11435	3
lcl|NC_072425.2_cds_XP_063493112.1_11445	1
lcl|NC_072425.2_cds_XP_055128483.2_11454	2
lcl|NC_072425.2_cds_XP_055128493.1_11460	2
lcl|NC_072425.2_cds_XP_063493128.1_11516	3
lcl|NC_072425.2_cds_XP_055128553.1_11520	3
lcl|NC_072425.2_cds_XP_055128554.1_11523	1
lcl|NC_072425.2_cds_XP_055128581.1_11563	2
lcl|NC_072425.2_cds_XP_055128586.1_11569	1
lcl|NC_072425.2_cds_XP_063490733.1_11625	3
lcl|NC_072425.2_cds_XP_055128639.2_11646	2
lcl|NC_072425.2_cds_XP_055128637.1_11650	1
lcl|NC_072425.2_cds_XP_055128659.1_11663	1
lcl|NC_072425.2_cds_XP_055128669.1_11668	3
lcl|NC_072425.2_cds_XP_055128666.1_11679	3
lcl|NC_072425.2_cds_XP_055128674.1_11691	3
