seqname	GC	AT	GC_skew	GC3	GC_avg_stretch	AT_avg_stretch
lcl|NC_072423.2_cds_XP_063497443.1_1280	38.94	61.06	0.15506	36.12	3.37	4.47
lcl|NC_072423.2_cds_XP_055095022.1_1300	44.85	55.15	0.03127	40.30	3.58	4.08
lcl|NC_072423.2_cds_XP_055095250.2_1327	42.56	57.44	0.03132	34.86	3.52	4.26
lcl|NC_072423.2_cds_XP_063494586.1_1377	51.65	48.35	0.03199	50.32	4.18	4.07
lcl|NC_072423.2_cds_XP_055137209.2_1449	62.85	37.15	0.07239	64.89	4.07	3.35
lcl|NC_072423.2_cds_XP_055128522.1_1519	50.89	49.11	0.07220	51.41	3.80	3.76
lcl|NC_072423.2_cds_XP_055130417.2_1646	42.25	57.75	-0.17647	36.09	3.37	3.90
lcl|NC_072423.2_cds_XP_055132870.2_1681	67.01	32.99	-0.00708	73.72	4.74	3.45
lcl|NC_072423.2_cds_XP_063497859.1_1710	62.01	37.99	-0.08050	65.13	4.19	3.39
lcl|NC_072423.2_cds_XP_055134799.1_1713	52.06	47.94	0.02806	64.77	3.90	3.63
lcl|NC_072423.2_cds_XP_055139169.1_1761	62.55	37.45	-0.07504	81.42	4.54	3.30
lcl|NC_072423.2_cds_XP_055139454.1_1764	63.28	36.72	-0.14573	79.88	4.41	3.30
lcl|NC_072423.2_cds_XP_063497997.1_1794	61.53	38.47	0.07212	75.37	4.33	3.47
lcl|NC_072423.2_cds_XP_055143249.2_1822	49.08	50.92	0.12071	51.31	3.95	4.05
lcl|NC_072423.2_cds_XP_055145009.1_1827	60.76	39.24	0.01693	62.06	4.01	3.52
lcl|NC_072423.2_cds_XP_063498067.1_1842	61.47	38.53	0.04680	68.21	4.38	3.51
lcl|NC_072423.2_cds_XP_055143811.2_1857	54.46	45.54	0.04051	60.39	3.83	3.55
lcl|NC_072423.2_cds_XP_055143761.2_1859	60.16	39.84	-0.03965	59.51	4.08	3.64
lcl|NC_072423.2_cds_XP_055152412.2_1951	42.92	57.08	-0.01203	37.46	3.71	4.13
lcl|NC_072423.2_cds_XP_055093805.1_2056	61.88	38.12	0.01390	80.40	4.36	3.43
lcl|NC_072423.2_cds_XP_063490832.1_2091	67.09	32.91	0.14349	76.89	4.51	3.58
lcl|NC_072423.2_cds_XP_055097632.1_2135	64.26	35.74	-0.02054	81.25	4.90	3.44
lcl|NC_072423.2_cds_XP_055101153.1_2156	56.70	43.3	0.00279	75.92	4.05	3.61
lcl|NC_072423.2_cds_XP_063491286.1_2189	64.84	35.16	0.02625	78.62	4.43	3.34
lcl|NC_072423.2_cds_XP_055103274.2_2201	63.19	36.81	-0.06536	76.92	4.46	3.40
lcl|NC_072423.2_cds_XP_055110390.1_2318	67.28	32.72	-0.02970	82.32	5.03	3.28
lcl|NC_072423.2_cds_XP_055111809.2_2324	62.31	37.69	0.16532	65.94	4.61	3.87
lcl|NC_072423.2_cds_XP_055112732.1_2330	66.55	33.45	-0.02304	75.59	4.68	3.30
lcl|NC_072423.2_cds_XP_055112382.1_2331	63.23	36.77	-0.05901	75.95	4.31	3.40
lcl|NC_072423.2_cds_XP_055112874.1_2335	67.43	32.57	-0.03033	80.06	4.67	3.20
lcl|NC_072423.2_cds_XP_055114678.1_2362	66.89	33.11	-0.01134	75.09	4.62	3.31
lcl|NC_072423.2_cds_XP_063499567.1_2424	56.45	43.55	0.06784	61.28	4.05	3.73
lcl|NC_072423.2_cds_XP_055118459.1_2427	57.29	42.71	-0.02598	70.61	4.26	3.69
lcl|NC_072423.2_cds_XP_055150386.2_2478	59.93	40.07	0.03119	77.67	4.24	3.45
lcl|NC_072423.2_cds_XP_055122321.2_2489	55.95	44.05	-0.06386	68.32	4.01	3.67
lcl|NC_072423.2_cds_XP_055122575.2_2511	62.61	37.39	0.07593	77.06	4.26	3.52
lcl|NC_072423.2_cds_XP_055124037.1_2540	52.08	47.92	0.02917	58.64	3.83	3.85
lcl|NC_072423.2_cds_XP_055125928.2_2568	67.45	32.55	0.04812	77.41	4.71	3.39
lcl|NC_072423.2_cds_XP_055126054.1_2597	63.91	36.09	-0.04147	77.51	4.44	3.31
lcl|NC_072423.2_cds_XP_055126472.1_2650	42.55	57.45	0.11936	39.62	3.66	4.41
lcl|NC_072423.2_cds_XP_063500214.1_2665	63.28	36.72	-0.03590	85.01	4.49	3.45
lcl|NC_072423.2_cds_XP_055126619.1_2670	44.17	55.83	0.05317	43.86	3.57	4.07
lcl|NC_072423.2_cds_XP_055126733.2_2738	59.22	40.78	0.02357	69.99	4.15	3.72
lcl|NC_072423.2_cds_XP_055127254.2_2757	56.95	43.05	-0.02118	80.57	4.41	3.66
lcl|NC_072423.2_cds_XP_055127178.1_2760	49.59	50.41	0.05036	50.46	3.81	3.89
lcl|NC_072423.2_cds_XP_055127403.1_2809	59.17	40.83	-0.06882	70.92	4.41	3.70
lcl|NC_072423.2_cds_XP_055127552.1_2840	62.84	37.16	-0.02351	83.07	4.16	3.36
lcl|NC_072423.2_cds_XP_055127792.1_2886	63.15	36.85	0.03305	84.31	4.50	3.39
lcl|NC_072423.2_cds_XP_063492229.1_2973	64.37	35.63	-0.21782	77.95	4.26	3.31
lcl|NC_072423.2_cds_XP_055128393.2_3036	55.76	44.24	0.03631	63.90	4.04	3.69
lcl|NC_072423.2_cds_XP_055128475.1_3046	42.16	57.84	0.08619	38.34	3.68	4.12
lcl|NC_072423.2_cds_XP_055129173.2_3084	39.33	60.67	0.08795	34.59	3.46	4.34
lcl|NC_072423.2_cds_XP_055129508.2_3108	39.70	60.3	0.07638	34.05	3.95	4.39
lcl|NC_072423.2_cds_XP_055129582.2_3127	38.21	61.79	0.06204	32.95	3.30	4.45
lcl|NC_072423.2_cds_XP_063501387.1_3131	46.98	53.02	0.07008	52.71	3.60	3.87
lcl|NC_072423.2_cds_XP_055129782.1_3140	48.57	51.43	0.04714	56.32	3.88	3.97
lcl|NC_072423.2_cds_XP_063501725.1_3169	49.37	50.63	-0.00397	58.19	3.76	4.02
lcl|NC_072423.2_cds_XP_063502004.1_3182	47.52	52.48	0.06796	46.02	3.60	4.07
lcl|NC_072423.2_cds_XP_063501939.1_3195	56.63	43.37	-0.05029	67.96	3.94	3.57
lcl|NC_072423.2_cds_XP_063501970.1_3203	54.61	45.39	0.01362	72.88	4.06	3.55
lcl|NC_072423.2_cds_XP_055130181.1_3204	56.03	43.97	0.00978	71.93	4.07	3.56
lcl|NC_072423.2_cds_XP_055130245.2_3206	47.12	52.88	0.05902	48.18	3.58	4.10
lcl|NC_072423.2_cds_XP_063501833.1_3231	44.63	55.37	0.04234	42.84	3.73	4.40
lcl|NC_072423.2_cds_XP_055129862.2_3281	62.49	37.51	-0.01286	74.25	4.08	3.38
lcl|NC_072423.2_cds_XP_055130557.1_3282	60.34	39.66	-0.04628	77.14	4.13	3.51
lcl|NC_072423.2_cds_XP_055130644.2_3301	57.02	42.98	-0.03646	79.66	3.98	3.49
lcl|NC_072423.2_cds_XP_055130754.2_3316	61.83	38.17	-0.13048	81.22	4.13	3.58
lcl|NC_072423.2_cds_XP_055131487.1_3370	60.94	39.06	-0.05388	73.65	3.98	3.29
lcl|NC_072423.2_cds_XP_055131467.2_3388	54.16	45.84	-0.01132	59.47	3.88	3.65
lcl|NC_072423.2_cds_XP_063502410.1_3399	49.04	50.96	0.05013	50.41	3.82	3.96
lcl|NC_072423.2_cds_XP_055131521.2_3408	65.24	34.76	-0.01611	76.01	4.97	3.54
lcl|NC_072423.2_cds_XP_055131601.1_3416	51.67	48.33	-0.01321	62.05	3.84	3.81
lcl|NC_072423.2_cds_XP_055131844.2_3438	58.64	41.36	-0.01476	77.40	4.35	3.47
lcl|NC_072423.2_cds_XP_055131918.2_3506	47.98	52.02	0.12732	43.51	3.78	3.96
lcl|NC_072423.2_cds_XP_055131710.2_3515	60.03	39.97	-0.02574	66.19	4.10	3.45
lcl|NC_072423.2_cds_XP_055132691.2_3540	58.14	41.86	0.01591	65.31	3.87	3.42
lcl|NC_072423.2_cds_XP_055132733.1_3562	59.25	40.75	-0.03342	75.32	4.10	3.48
lcl|NC_072423.2_cds_XP_055132724.2_3578	63.06	36.94	-0.07663	65.41	4.23	3.49
lcl|NC_072423.2_cds_XP_063465707.1_3580	58.15	41.85	-0.11580	66.18	3.98	3.53
lcl|NC_072423.2_cds_XP_055132936.1_3631	49.48	50.52	0.04263	55.08	3.63	3.89
lcl|NC_072423.2_cds_XP_055133167.1_3657	60.13	39.87	0.01948	62.38	4.02	3.47
lcl|NC_072423.2_cds_XP_063465323.1_3670	58.88	41.12	0.02147	64.67	4.07	3.52
lcl|NC_072423.2_cds_XP_055133655.1_3738	58.44	41.56	0.07872	62.60	3.92	3.49
lcl|NC_072423.2_cds_XP_055133600.1_3761	62.92	37.08	-0.01432	70.87	4.53	3.43
lcl|NC_072423.2_cds_XP_055133640.2_3796	65.25	34.75	0.11188	57.39	4.39	3.33
lcl|NC_072423.2_cds_XP_055133668.2_3818	54.97	45.03	-0.02687	57.84	4.23	4.14
lcl|NC_072423.2_cds_XP_055134483.2_3835	61.81	38.19	-0.01691	71.30	4.20	3.54
lcl|NC_072423.2_cds_XP_063465161.1_3883	47.89	52.11	0.00123	42.93	3.67	4.02
lcl|NC_072423.2_cds_XP_055135054.1_3924	60.93	39.07	0.01037	74.64	4.42	3.51
lcl|NC_072423.2_cds_XP_055135122.1_3926	48.82	51.18	0.04568	43.40	3.97	4.02
lcl|NC_072423.2_cds_XP_055135322.1_3946	61.85	38.15	-0.04443	75.43	4.20	3.50
lcl|NC_072423.2_cds_XP_055135274.2_3951	62.51	37.49	-0.11416	72.60	4.33	3.26
lcl|NC_072423.2_cds_XP_055135452.1_3966	51.76	48.24	0.01604	64.06	3.77	3.83
lcl|NC_072423.2_cds_XP_055135414.2_3982	42.74	57.26	0.03679	34.66	3.53	4.20
lcl|NC_072423.2_cds_XP_055135354.2_3993	61.49	38.51	-0.04826	71.33	4.17	3.34
lcl|NC_072423.2_cds_XP_063492683.1_4029	62.38	37.62	0.03357	79.92	3.95	3.27
lcl|NC_072423.2_cds_XP_063466852.1_4046	55.45	44.55	0.09511	67.24	3.85	3.89
lcl|NC_072423.2_cds_XP_055150721.2_4086	55.00	45	-0.06734	69.18	3.92	3.73
lcl|NC_072423.2_cds_XP_063466939.1_4101	41.62	58.38	0.09111	41.22	3.41	4.11
lcl|NC_072423.2_cds_XP_055136509.1_4124	43.46	56.54	0.07967	43.01	3.58	3.94
lcl|NC_072423.2_cds_XP_055136435.1_4147	49.26	50.74	0.06623	51.94	3.69	3.88
lcl|NC_072423.2_cds_XP_055150741.2_4168	38.99	61.01	0.10212	33.35	3.84	4.52
lcl|NC_072423.2_cds_XP_055137193.2_4232	42.54	57.46	0.07108	35.61	3.64	4.26
lcl|NC_072423.2_cds_XP_055137379.2_4256	56.85	43.15	-0.06208	70.65	4.03	3.62
lcl|NC_072423.2_cds_XP_055137371.2_4266	45.04	54.96	-0.00232	45.77	3.50	4.16
lcl|NC_072423.2_cds_XP_055137772.1_4308	55.00	45	0.03030	61.98	3.98	3.63
lcl|NC_072423.2_cds_XP_055137876.2_4327	61.12	38.88	-0.02396	65.56	4.03	3.52
lcl|NC_072423.2_cds_XP_063467583.1_4349	53.09	46.91	-0.00350	67.92	3.92	3.93
lcl|NC_072423.2_cds_XP_055150778.1_4377	44.05	55.95	-0.00296	51.87	3.49	4.12
lcl|NC_072423.2_cds_XP_055150791.2_4378	50.80	49.2	-0.04453	62.76	3.77	3.88
lcl|NC_072423.2_cds_XP_055138519.2_4381	56.88	43.12	-0.06856	76.65	3.99	3.67
lcl|NC_072423.2_cds_XP_063468156.1_4438	55.76	44.24	-0.02129	66.96	3.91	3.77
lcl|NC_072423.2_cds_XP_055138931.2_4444	60.05	39.95	0.05318	79.09	4.02	3.56
lcl|NC_072423.2_cds_XP_055139153.2_4451	53.88	46.12	0.05294	64.71	4.05	3.88
lcl|NC_072423.2_cds_XP_055139104.1_4456	38.48	61.52	0.15802	37.19	3.34	4.30
lcl|NC_072423.2_cds_XP_055139474.2_4492	49.90	50.1	0.07260	60.13	3.72	3.90
lcl|NC_072423.2_cds_XP_055139596.2_4546	50.84	49.16	-0.06564	50.53	3.80	4.06
lcl|NC_072423.2_cds_XP_055140089.1_4561	45.08	54.92	-0.00846	39.93	3.70	4.35
lcl|NC_072423.2_cds_XP_055140113.1_4562	44.45	55.55	0.04344	35.39	3.73	4.25
lcl|NC_072423.2_cds_XP_055140612.1_4629	63.83	36.17	-0.00962	78.94	5.14	3.33
lcl|NC_072423.2_cds_XP_055141075.1_4726	42.62	57.38	0.04904	35.79	3.66	4.30
lcl|NC_072423.2_cds_XP_063493070.1_4742	42.94	57.06	0.04856	43.28	3.66	4.27
lcl|NC_072423.2_cds_XP_055141440.1_4785	38.60	61.4	0.15756	31.14	3.59	4.49
lcl|NC_072423.2_cds_XP_055142203.2_4864	42.93	57.07	0.11173	35.25	3.50	4.18
lcl|NC_072423.2_cds_XP_055142505.2_4897	47.68	52.32	0.05826	46.68	3.70	4.06
lcl|NC_072423.2_cds_XP_055142786.2_4971	40.39	59.61	0.09585	31.14	3.39	4.21
lcl|NC_072423.2_cds_XP_063469117.1_4980	43.41	56.59	0.00844	41.16	3.53	4.07
lcl|NC_072423.2_cds_XP_063493854.1_5051	50.40	49.6	-0.02017	56.93	3.81	3.90
lcl|NC_072423.2_cds_XP_055144519.1_5197	50.48	49.52	-0.00448	45.78	4.13	4.05
lcl|NC_072423.2_cds_XP_055144823.1_5208	61.51	38.49	-0.02522	77.21	4.41	3.67
lcl|NC_072423.2_cds_XP_055144886.2_5210	63.21	36.79	-0.08546	73.99	4.52	3.71
lcl|NC_072423.2_cds_XP_063494030.1_5237	45.54	54.46	0.03616	42.32	3.78	4.07
lcl|NC_072423.2_cds_XP_055145230.2_5249	50.81	49.19	-0.01215	54.28	3.72	3.95
lcl|NC_072423.2_cds_XP_063494227.1_5251	53.80	46.2	0.06762	66.23	3.88	3.90
lcl|NC_072423.2_cds_XP_055145399.2_5256	53.58	46.42	0.02220	62.30	3.99	3.95
lcl|NC_072423.2_cds_XP_055145482.1_5270	62.38	37.62	-0.02481	80.00	4.54	3.75
lcl|NC_072424.2_cds_XP_055100479.2_5301	69.03	30.97	0.11275	79.33	4.92	3.29
lcl|NC_072424.2_cds_XP_055100686.1_5322	57.70	42.3	-0.01855	78.85	4.29	4.08
lcl|NC_072424.2_cds_XP_055100672.2_5335	63.83	36.17	-0.04566	79.43	4.35	3.63
lcl|NC_072424.2_cds_XP_055100995.2_5343	59.61	40.39	0.03896	74.01	4.22	3.86
lcl|NC_072424.2_cds_XP_063472567.1_5365	57.19	42.81	0.15041	72.68	4.21	3.79
lcl|NC_072424.2_cds_XP_063472631.1_5410	47.82	52.18	-0.02839	43.80	3.63	3.90
lcl|NC_072424.2_cds_XP_055101609.2_5441	48.17	51.83	0.03484	59.51	3.72	4.12
lcl|NC_072424.2_cds_XP_055101723.1_5456	53.85	46.15	0.00272	57.58	4.02	3.88
lcl|NC_072424.2_cds_XP_055101703.1_5484	43.07	56.93	0.03310	40.84	3.75	4.31
lcl|NC_072424.2_cds_XP_055101997.2_5498	62.37	37.63	-0.06136	69.89	4.25	3.69
lcl|NC_072424.2_cds_XP_063480088.1_5562	55.69	44.31	0.00625	60.31	3.72	3.57
lcl|NC_072424.2_cds_XP_063481050.1_5582	57.41	42.59	-0.00295	54.99	3.85	3.66
lcl|NC_072424.2_cds_XP_055102763.2_5609	50.93	49.07	0.04591	58.38	3.99	3.90
lcl|NC_072424.2_cds_XP_055103005.1_5618	45.03	54.97	0.03807	43.92	3.63	4.02
lcl|NC_072424.2_cds_XP_055103201.2_5632	45.05	54.95	-0.00370	39.76	3.65	4.10
lcl|NC_072424.2_cds_XP_055103157.2_5641	43.89	56.11	0.05023	43.21	3.68	4.18
lcl|NC_072424.2_cds_XP_055103143.1_5673	46.93	53.07	0.19774	38.97	3.83	4.01
lcl|NC_072424.2_cds_XP_055103766.2_5691	48.48	51.52	0.00595	48.66	4.47	4.12
lcl|NC_072424.2_cds_XP_055103892.2_5708	61.49	38.51	0.03365	71.95	4.96	3.85
lcl|NC_072424.2_cds_XP_055104185.1_5735	42.44	57.56	0.06887	35.58	3.89	4.24
lcl|NC_072424.2_cds_XP_055104368.1_5751	57.30	42.7	0.00412	72.02	3.90	3.50
lcl|NC_072424.2_cds_XP_055104513.2_5765	39.52	60.48	0.07583	34.62	3.22	4.42
lcl|NC_072424.2_cds_XP_063473658.1_5768	36.30	63.7	0.13790	31.15	3.41	4.63
lcl|NC_072424.2_cds_XP_055104594.1_5779	39.58	60.42	0.00485	33.53	3.28	4.38
lcl|NC_072424.2_cds_XP_055104730.2_5791	51.10	48.9	0.05461	60.16	3.68	3.92
lcl|NC_072424.2_cds_XP_055105425.2_5895	56.98	43.02	-0.00619	61.73	4.25	3.61
lcl|NC_072424.2_cds_XP_063482075.1_5898	38.60	61.4	0.20509	35.22	3.33	4.38
lcl|NC_072424.2_cds_XP_055105826.2_5946	52.36	47.64	0.03270	59.15	4.16	3.71
lcl|NC_072424.2_cds_XP_055105867.2_5949	54.05	45.95	0.04186	63.21	4.43	3.74
lcl|NC_072424.2_cds_XP_055105885.2_5950	45.59	54.41	0.15410	55.44	3.61	4.05
lcl|NC_072424.2_cds_XP_063483059.1_5958	40.71	59.29	0.11395	41.81	3.48	4.20
lcl|NC_072424.2_cds_XP_055098794.2_5964	59.52	40.48	-0.02131	53.74	4.26	3.63
lcl|NC_072424.2_cds_XP_055106006.2_5966	39.96	60.04	0.14633	36.70	3.40	4.34
lcl|NC_072424.2_cds_XP_055106053.2_5976	60.08	39.92	-0.01272	75.40	4.26	3.44
lcl|NC_072424.2_cds_XP_055106031.2_5991	52.52	47.48	0.06811	63.37	3.88	3.74
lcl|NC_072424.2_cds_XP_055106385.1_6021	57.82	42.18	-0.01852	74.30	4.78	4.00
lcl|NC_072424.2_cds_XP_055106810.1_6054	63.83	36.17	-0.05730	69.56	4.33	3.21
lcl|NC_072424.2_cds_XP_063483502.1_6070	61.46	38.54	0.02105	69.07	4.44	3.50
lcl|NC_072424.2_cds_XP_055106906.1_6098	53.21	46.79	-0.05020	59.88	3.83	3.65
lcl|NC_072424.2_cds_XP_055107054.2_6113	57.81	42.19	-0.07229	55.13	4.06	3.42
lcl|NC_072424.2_cds_XP_063483443.1_6147	44.31	55.69	0.11075	41.00	3.75	4.11
lcl|NC_072424.2_cds_XP_063474209.1_6215	64.74	35.26	-0.01590	75.87	4.54	3.22
lcl|NC_072424.2_cds_XP_055107867.2_6240	59.44	40.56	-0.03920	64.69	3.92	3.49
lcl|NC_072424.2_cds_XP_055107939.2_6247	40.94	59.06	0.00412	35.55	3.75	4.34
lcl|NC_072424.2_cds_XP_055107987.2_6257	54.70	45.3	-0.04438	58.93	3.72	3.65
lcl|NC_072424.2_cds_XP_055108044.2_6309	51.16	48.84	-0.00578	55.70	3.78	3.96
lcl|NC_072424.2_cds_XP_055108074.2_6315	47.78	52.22	-0.01354	57.63	3.56	4.05
lcl|NC_072424.2_cds_XP_055108368.1_6344	62.49	37.51	-0.00548	76.16	4.91	3.74
lcl|NC_072424.2_cds_XP_055109334.2_6476	55.05	44.95	-0.03339	61.40	3.85	3.52
lcl|NC_072424.2_cds_XP_055109311.2_6511	58.99	41.01	0.02305	73.75	3.99	3.51
lcl|NC_072424.2_cds_XP_055109628.2_6528	60.22	39.78	-0.04796	77.72	4.15	3.47
lcl|NC_072424.2_cds_XP_055109752.1_6532	47.47	52.53	0.00449	43.81	3.76	4.05
lcl|NC_072424.2_cds_XP_063484964.1_6552	54.19	45.81	-0.00638	61.87	3.79	3.83
lcl|NC_072424.2_cds_XP_055109932.2_6564	55.57	44.43	0.05201	67.39	4.20	3.76
lcl|NC_072424.2_cds_XP_055109807.2_6582	36.35	63.65	0.02041	28.59	3.32	4.58
lcl|NC_072424.2_cds_XP_055110145.2_6627	36.79	63.21	0.08364	33.23	3.41	4.58
lcl|NC_072424.2_cds_XP_063484476.1_6668	52.37	47.63	-0.10981	53.06	3.85	4.04
lcl|NC_072424.2_cds_XP_055110897.1_6732	38.24	61.76	0.16765	35.52	3.54	4.53
lcl|NC_072424.2_cds_XP_055110988.2_6735	54.59	45.41	0.05495	54.67	5.01	4.47
lcl|NC_072424.2_cds_XP_063485803.1_6743	46.58	53.42	0.01760	50.04	3.60	4.03
lcl|NC_072424.2_cds_XP_055111142.1_6759	44.20	55.8	0.09921	50.17	3.60	4.22
lcl|NC_072424.2_cds_XP_055111257.1_6771	47.45	52.55	0.04123	51.21	3.82	4.08
lcl|NC_072424.2_cds_XP_055111304.2_6790	38.16	61.84	0.10579	31.79	3.48	4.45
lcl|NC_072424.2_cds_XP_055111317.1_6792	41.76	58.24	-0.00469	40.69	3.67	4.33
